OU Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Contribution Revenue
Libya,11788,High Nation. Elect. Committee,LBY,Libyan Arab Jamahiriya,LBY_GOVT,Libyan Arab Jamahiriya Governm,1800000
"Macedonia, former Yugoslav Rep",-,-,-,-,-,-,0
"Macedonia, former Yugoslav Rep",163,"GOVERNMENT OF MACEDONIA, THE F",MKD,Macedonia,MKD_GOVT,Macedonia Government,2970340.39
"Macedonia, former Yugoslav Rep",182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,9747
"Macedonia, former Yugoslav Rep",187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0
"Macedonia, former Yugoslav Rep",232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,1367396.97
Madagascar,-,-,-,-,-,-,0
Madagascar,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,-7502
Madagascar,36,INTERNATIONAL FUND FOR AGRICUL,UN_AGY 1,UN AGENCY 1,IFAD,AGY_NTERNATIONAL FUND FOR AGRI,57266.81
Madagascar,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,0
Madagascar,169,GOVERNMENT OF MONACO,MCO,Monaco,MCO_GVT,MONACO,0
Madagascar,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0
Madagascar,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,6140.08
Madagascar,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,0
Madagascar,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,0
Madagascar,717,The Republic of Korea,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,0
Madagascar,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
Madagascar,10238,UNISDR,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,0
Madagascar,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,0
Madagascar,11293,BFV SG,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BFV SG,PRIV_BANK_FRANCE,0
Madagascar,11302,TAKSVARKKI RY - ODW FINLAND,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ODW FINLAN,PRIV_NGO_FINLAND,0
Madagascar,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
Madagascar,11365,MDTFO\JP_Central_Fund_Influenz,MDTF1,BU,CFIA,CENTRAL FUND FOR INFLUENZA,0
Madagascar,11617,LA  FONDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,TANYA MEVA,PRIV,-6128.08
Madagascar,11812,PROSPERER,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MADAGASCAR,PRIVATE NATIONAL,0
Madagascar,12053,INDIAN OCEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,INDOCC,INDIAN OCEAN COMMISSION,-13581.22
Madagascar,12134,Southern African Dev Community,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BWA-,SADC,0
Malawi,-,-,-,-,-,-,0
Malawi,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Malawi,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
Malawi,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
Malawi,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,0
Malawi,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,0
Malawi,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,267064.88
Malawi,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,-33038.59
Malawi,168,GOVERNMENT OF MALAWI,MWI,Malawi,MWI_GOVT,Malawi Government,0
Malawi,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0
Malawi,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,1321168.5
Malawi,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
Malawi,264,ARAB GULF PROGRAMME FOR UN DEV,MUTLI_AGY2,MULTI-LATERAL AGENCY2,AGFUND,ARAB GULF PROGM FOR UN DEV ORG,0
Malawi,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,-28983.91
Malawi,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
Malawi,313,INCOME GENERATED FROM PROJECTS,UN_AGY 1,UN AGENCY 1,IGP,AGY_INCOME GENERATED FROM PROJ,0
Malawi,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,-23.83
Malawi,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,1433123.76
Malawi,10004,UN INSITUTION FOR TRAINING AND,UN_AGY 1,UN AGENCY 1,UNITAR,AGY_UN INSITUTION FOR TRAINING,0
Malawi,10046,GTZ,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,-0.01
Malawi,10051,ICRAF - INTL CENTRE FRO RESEA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ICRAF,PRIV_ICRAF - INTL CENTRE FRO R,0
Malawi,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,4276559.45
Malawi,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,534372.67
Malawi,10781,THE HUNTER FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HUNTER F.,PRIV_HUNTER F.,0
Malawi,11211,IRISH AID,IRL,Ireland,IRL_GOVT,Ireland Government,0
Malawi,11222,MDG Cnetre,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MDG CENTRE,PRIV_KENYA BASED,0
Malaysia,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
Malaysia,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,0
Malaysia,157,GOVERNMENT OF MALAYSIA,MYS,Malaysia,MYS_GOVT,Malaysia Government,675000
Malaysia,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,-2169.3
Malaysia,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0
Malaysia,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,26716.87
Malaysia,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
Malaysia,10003,Global Environment Fund Truste,FUNDS_GEF,FUNDS_GEF,GEFTRUSTEE,GEF TRUSTEE,0
Malaysia,10544,TITAN CHEMICALS CORPORATION BE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TITAN CHEM,PRIV_TITAN CHEM,0
Malaysia,10652,PETRA PERDANA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PETRA,PRIV_PETRA,0
Malaysia,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,0
Malaysia,11793,UNDP AS MA_POOLED FUNDS,UN_AGY 1,UN AGENCY 1,UNDP_MA,UNDP AS MA_POOLED FUNDS,0
Maldives,-,-,-,-,-,-,0
Maldives,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,2000
Maldives,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,-69.18
Maldives,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,-10000
Maldives,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,92220.75
Maldives,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,-2
Maldives,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,491678.43
Maldives,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,0
Maldives,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,-103539.68
Maldives,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,-39.11
Maldives,246,GOVERNMENT OF UNITED ARAB EMIR,ARE,United Arab Emirates,ARE_GOVT,United Arab Emirates Governmen,0
Maldives,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
Maldives,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,31377.49
Maldives,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,-84250.96
Maldives,10238,UNISDR,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,-2422.67
Maldives,10291,CANADIAN HIGH COMMISSION,CAN,Canada,CAN_MIN,Canada Ministry,0
Maldives,10328,BRITISH COMMISSION,GBR,United Kingdom,GBR_MIN,United Kingdom Ministry,0
Maldives,10480,USAID,USA,United States of America,USAID,USAID,40644.56
Maldives,10699,WORLD CONSERVATION UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WCU,WORLD CONSERVATION UNION,-21135.16
Maldives,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,0
Maldives,11207,US Department of State,USA,United States of America,USA_GOVT,United States of America Gover,112475
Maldives,11410,Foreign common wealth ofice,GBR,United Kingdom,GBR_MIN,United Kingdom Ministry,0
Maldives,11665,MDTFO/JP_Maldives_one_UN_Fund,MDTF1,BU,MDV_ONE_UN,MDTFO/JP_Maldives_one_UN_Fund,0
Mali,-,-,-,-,-,-,0
Mali,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,4121
Mali,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
Mali,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0
Mali,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,0
Mali,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,0
Mali,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,0
Mali,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,-366012.06
Mali,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,0
Mali,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,0
Mali,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,0
Mali,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,1025000
Mali,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,0
Mali,167,GOVERNMENT OF MALI,MLI,Mali,MLI_GOVT,Mali Government,3118565.96
Mali,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,2796941
Mali,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0
Mali,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0
Mali,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,0
Mali,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,17580
Mali,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,-400.02
Mali,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,0
Mali,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
Mali,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,0
Mali,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,19314678.91
Mali,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,0
Mali,10012,BILL AND MELINDA GATES FOUNDAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GATESFOUND,PRIV_BILL AND MELINDA GATES FO,0
Mali,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
Mali,10480,USAID,USA,United States of America,USAID,USAID,0
Mali,10685,INTERNATIONAL DEVELOPMENT ASSO,IFI_WB,IFI_WB,WB,WORLD BANK,0
Mali,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
Mali,10778,UNFPA-CSA,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
Mali,10780,UN FUND FOR UNWOMEN,UN_AGY 1,UN AGENCY 1,UN FUND-UNIFEM,AGY_UNFUND FOR UNIFEM,0
Mali,10783,"MILLENNIUM PROMISE ALLIANCE, I",PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MP,MILLENNIUM PROMISE,0
Mali,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,-20192.15
Mali,11001,ECOWAS,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ECOWAS,ECOWAS,0
Mali,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0
Mali,11900,African Union,MUTLI_AGY2,MULTI-LATERAL AGENCY2,AFR UNION,African Union,800000
Mauritania,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Mauritania,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
Mauritania,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,0
Mauritania,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,0
Mauritania,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,887909.61
Mauritania,162,GOVERNMENT OF MAURITANIA,MRT,Mauritania,MRT_GOVT,Mauritania Government,0
Mauritania,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,10.06
Mauritania,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,28616.1
Mauritania,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,0
Mauritania,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,0
Mauritania,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,1224540.76
Mauritania,10480,USAID,USA,United States of America,USAID,USAID,0
Mauritania,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,-197235.35
Mauritania,11186,"Yamaha Motor Co, LTD",PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,YAMAHA,PRIV_JAPAN,0
Mauritania,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
Mauritania,11364,MDTFO\JP_MDG-F_Conflict_&_PB,MDTF1,BU,MDGF_CONFL,BCPR CONFLICT PREVENTION,0
Mauritius,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,0
Mauritius,8,WORLD METEOROLOGICAL ORGANIZAT,UN_AGY 1,UN AGENCY 1,WMO,AGY_WORLD METEOROLOGICAL ORGAN,0
Mauritius,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,836.86
Mauritius,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,0
Mauritius,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,-72901
Mauritius,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,0
Mauritius,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,0
Mauritius,159,GOVERNMENT OF MAURITIUS,MUS,Mauritius,MUS_GOVT,Mauritius Government,132000
Mauritius,212,GOVERNMENT OF SEYCHELLES,SYC,Seychelles,SYC_GOVT,Seychelles Government,0
Mauritius,332,AG FRANCAISE DE DVLPP:UNCDF,OTH_CDF1,OTHERS_UNCDF1,OTH_CDF2,OTHERS_UNCDF2,0
Mauritius,10003,Global Environment Fund Truste,FUNDS_GEF,FUNDS_GEF,GEFTRUSTEE,GEF TRUSTEE,0
Mauritius,10238,UNISDR,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,0
Mauritius,10699,WORLD CONSERVATION UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WCU,WORLD CONSERVATION UNION,0
Mauritius,11370,Conservation des Especes Anima,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CEPA,PRIV_FRANCE,0
Mauritius,12192,COMESA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ZMB-,COMESA,165929.58
Mexico,-,-,-,-,-,-,-1908584.03
Mexico,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Mexico,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,15000
Mexico,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,0
Mexico,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,3142.87
Mexico,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,163698.74
Mexico,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,221945.82
Mexico,726,MEX-CÁMARA NACIONAL DE LAS ART,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CANAGRAF,PRIV_MEX-CÁMARA NACIONAL DE LA,0
Mexico,1142,MEX-INSTITUTO FEDERAL ELECTORA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,IFE,PRIV_MEX-INSTITUTO FEDERAL ELE,0
Mexico,1187,MEX-INSTITUTO NACIONAL DE LAS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,INMUJER,PRIV_MEX-INSTITUTO NACIONAL DE,-25.43
Mexico,1668,MEX-SECRETARIA DE ECONOMIA,MEX,Mexico,MEX_MIN,Mexico Ministry,-16806.27
Mexico,1680,MEX-SECRETARIA DE DESARROLLO S,MEX,Mexico,MEX_MIN,Mexico Ministry,220730.16
Mexico,1683,MEX-SECRETARIA DE MEDIO AMBIEN,MEX,Mexico,MEX_MIN,Mexico Ministry,4936879.8
Mexico,1717,MEX-SECRETARIA DE RELACIONES E,MEX,Mexico,MEX_MIN,Mexico Ministry,-10352
Mexico,1739,MEX-TRIBUNAL ELECTORAL DEL POD,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TEPJF,PRIV_MEX-TRIBUNAL ELECTORAL DE,160348.49
Mexico,10057,EMPRESAS PRIVADAS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MEX EMPRES,PRIV_EMPRESAS PRIVADAS,-27459.82
Mexico,10262,COMISION NACIONAL PARA EL DESA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CDI,PRIV_COM NAL PARA EL DES DE LO,0
Mexico,10314,BRITISH EMBASSY,GBR,United Kingdom,GBR_MIN,United Kingdom Ministry,-6894.41
Mexico,10430,GOBIERNO DEL ESTADO DE  YUCATA,MEX,Mexico,MEX_GOVT,Mexico Government,0
Mexico,10503,MINISTRY OF FOREIGN AFFAIRS,NOR,Norway,NOR_MIN,Norway Ministry,5036743.46
Mexico,10728,GOBIERNO DEL ESTADO DE OAXACA/,MEX,Mexico,MEX_MIN,Mexico Ministry,130025.39
Mexico,10733,GOBIENOS ESTATALES,MEX,Mexico,MEX_MIN,Mexico Ministry,0
Mexico,11064,SEP,MEX,Mexico,MEX_MIN,Mexico Ministry,443.86
Mexico,11259,SEDEFRSUR Chiapas,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SEDEFRSUR,PRIV_MEXICO,-6212.68
Mexico,11355,Coneval,MEX,Mexico,MEX_MIN,Mexico Ministry,0
Mexico,11481,OPORTUNIDADES,MEX,Mexico,MEX_MIN,Mexico Ministry,0
Mexico,11490,"FMCN,A.C",PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,FMCN,PRIV_MEXICO,0
Mexico,11501,PROMEXICO,MEX,Mexico,MEX_MIN,Mexico Ministry,154894.98
Mexico,11508,Inst De Protecccion Civil MIR,MEX,Mexico,MEX_MIN,Mexico Ministry,0
Mexico,11547,CIEPS Estado de Mexico,MEX,Mexico,MEX_GOVT,Mexico Government,-994.46
Mexico,11557,PNUD HONDURAS,UN_AGY 1,UN AGENCY 1,PNUD,AGY_COL-PROGRAMA DE LAS NACION,-162889.43
Mexico,11564,PRODIAT,MEX,Mexico,MEX_GOVT,Mexico Government,-25.39
Mexico,11579,SERPNAM,CHL,Chile,CHL_MIN,Chile Ministry,-9447.37
Mexico,11652,Fondo Nacional de Apoyos para,MEX,Mexico,MEX_MIN,Mexico Ministry,-541.13
Mexico,11677,GOBIERNO DEL ESTADO DE TABASCO,MEX,Mexico,MEX_GOVT,Mexico Government,311739.86
Mexico,11692,CONSEJO NACIONAL PARA PREVENNO,MEX,Mexico,MEX_MIN,Mexico Ministry,0
Mexico,11713,Comision Derechos Humanos del,MEX,Mexico,MEX_MIN,Mexico Ministry,-43692.18
Mexico,11744,CONSEJO NACIONAL DE POBLACION,MEX,Mexico,MEX_MIN,Mexico Ministry,-67.62
Mexico,11777,Secretaria Particular Oaxaca,MEX,Mexico,MEX_GOVT,Mexico Government,0
Mexico,11860,Desarrollo Integral de la Fami,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MEXICO,DIF,-4.93
Mexico,12035,Fundacion BBVA Bancomer,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BANCOMER,Foundacion BBVA Bancomer,0
Mexico,12039,Gobierno del Estado de Puebla,MEX,Mexico,MEX_GOVT,Mexico Government,0
Mexico,12054,UNICEF Mexico,UN_AGY 1,UN AGENCY 1,UNICEF MEX,UNICEF Mexico,60000
Mexico,12073,DIF Puebla,MEX,Mexico,MEX_GOVT,Mexico Government,75901.59
Mexico,12138,Instituto Nacional del Emprend,MEX,Mexico,MEX_GOVT,Mexico Government,1576750.57
Mexico,12148,Consejo Economico y Social del,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MEX-,CESJAL,20000
Mexico,12251,Gobierno del estado de Guanaju,MEX,Mexico,MEX_MIN,Mexico Ministry,39571.27
"Moldova, Republic of",-,-,-,-,-,-,0
"Moldova, Republic of",4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0
"Moldova, Republic of",12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,3648.93
"Moldova, Republic of",31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,-2
"Moldova, Republic of",32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,136708
"Moldova, Republic of",35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
"Moldova, Republic of",40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,-2006
"Moldova, Republic of",56,GOVERNMENT OF AUSTRIA,AUT,Austria,AUT_GOVT,Austria Government,203804.35
"Moldova, Republic of",95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,51593.88
"Moldova, Republic of",152,GOVERNMENT OF LIECHTENSTEIN,LIE,Liechtenstein,LIE_GOVT,Liechtenstein Government,112739.57
"Moldova, Republic of",182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,40003
"Moldova, Republic of",187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,1517334.22
"Moldova, Republic of",205,GOVERNMENT OF ROMANIA,ROM,Romania,ROM_GOVT,Romania Government,132000
"Moldova, Republic of",231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,-34982.36
"Moldova, Republic of",248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,63018.24
"Moldova, Republic of",280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,205622
"Moldova, Republic of",555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,1460923.63
"Moldova, Republic of",559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,-7
"Moldova, Republic of",1863,UN Office in Vienna,UN_AGY 1,UN AGENCY 1,UNOV,AGY_UN Office in Vienna,-6
"Moldova, Republic of",10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,4468665.51
"Moldova, Republic of",10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,254205.27
