key,OU Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Expenses
1745,Mauritius,10699,WORLD CONSERVATION UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WCU,WORLD CONSERVATION UNION,113.43
1746,Mauritius,11370,Conservation des Especes Anima,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CEPA,PRIV_FRANCE,0.26
1747,Mauritius,12192,COMESA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ZMB-,COMESA,802.67
1748,Mexico,-,-,-,-,-,-,0
1749,Mexico,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,46223.34
1750,Mexico,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,13800
1751,Mexico,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,19990.03
1752,Mexico,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,54734.65
1753,Mexico,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,100090.17
1754,Mexico,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,189535.45
1755,Mexico,726,MEX-CÁMARA NACIONAL DE LAS ART,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CANAGRAF,PRIV_MEX-CÁMARA NACIONAL DE LA,19480.03
1756,Mexico,1142,MEX-INSTITUTO FEDERAL ELECTORA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,IFE,PRIV_MEX-INSTITUTO FEDERAL ELE,75459.23
1757,Mexico,1187,MEX-INSTITUTO NACIONAL DE LAS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,INMUJER,PRIV_MEX-INSTITUTO NACIONAL DE,11547.99
1758,Mexico,1668,MEX-SECRETARIA DE ECONOMIA,MEX,Mexico,MEX_MIN,Mexico Ministry,237.76
1759,Mexico,1680,MEX-SECRETARIA DE DESARROLLO S,MEX,Mexico,MEX_MIN,Mexico Ministry,345709.27
1760,Mexico,1683,MEX-SECRETARIA DE MEDIO AMBIEN,MEX,Mexico,MEX_MIN,Mexico Ministry,3965934.18
1761,Mexico,1717,MEX-SECRETARIA DE RELACIONES E,MEX,Mexico,MEX_MIN,Mexico Ministry,1227629.58
1762,Mexico,1739,MEX-TRIBUNAL ELECTORAL DEL POD,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TEPJF,PRIV_MEX-TRIBUNAL ELECTORAL DE,73544.12
1763,Mexico,10057,EMPRESAS PRIVADAS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MEX EMPRES,PRIV_EMPRESAS PRIVADAS,-12463.9
1764,Mexico,10262,COMISION NACIONAL PARA EL DESA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CDI,PRIV_COM NAL PARA EL DES DE LO,24.55
1765,Mexico,10314,BRITISH EMBASSY,GBR,United Kingdom,GBR_MIN,United Kingdom Ministry,0
1766,Mexico,10430,GOBIERNO DEL ESTADO DE  YUCATA,MEX,Mexico,MEX_GOVT,Mexico Government,26798.61
1767,Mexico,10503,MINISTRY OF FOREIGN AFFAIRS,NOR,Norway,NOR_MIN,Norway Ministry,1618378.21
1768,Mexico,10728,GOBIERNO DEL ESTADO DE OAXACA/,MEX,Mexico,MEX_MIN,Mexico Ministry,73658.23
1769,Mexico,10733,GOBIENOS ESTATALES,MEX,Mexico,MEX_MIN,Mexico Ministry,251733.63
1770,Mexico,11064,SEP,MEX,Mexico,MEX_MIN,Mexico Ministry,5075756.89
1771,Mexico,11259,SEDEFRSUR Chiapas,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SEDEFRSUR,PRIV_MEXICO,0
1772,Mexico,11355,Coneval,MEX,Mexico,MEX_MIN,Mexico Ministry,347.32
1773,Mexico,11481,OPORTUNIDADES,MEX,Mexico,MEX_MIN,Mexico Ministry,8989.05
1774,Mexico,11490,"FMCN,A.C",PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,FMCN,PRIV_MEXICO,8.19
1775,Mexico,11501,PROMEXICO,MEX,Mexico,MEX_MIN,Mexico Ministry,36380.74
1776,Mexico,11508,Inst De Protecccion Civil MIR,MEX,Mexico,MEX_MIN,Mexico Ministry,36.08
1777,Mexico,11547,CIEPS Estado de Mexico,MEX,Mexico,MEX_GOVT,Mexico Government,0
1778,Mexico,11557,PNUD HONDURAS,UN_AGY 1,UN AGENCY 1,PNUD,AGY_COL-PROGRAMA DE LAS NACION,0
1779,Mexico,11564,PRODIAT,MEX,Mexico,MEX_GOVT,Mexico Government,0
1780,Mexico,11579,SERPNAM,CHL,Chile,CHL_MIN,Chile Ministry,0
1781,Mexico,11652,Fondo Nacional de Apoyos para,MEX,Mexico,MEX_MIN,Mexico Ministry,0
1782,Mexico,11677,GOBIERNO DEL ESTADO DE TABASCO,MEX,Mexico,MEX_GOVT,Mexico Government,104201.01
1783,Mexico,11692,CONSEJO NACIONAL PARA PREVENNO,MEX,Mexico,MEX_MIN,Mexico Ministry,1226.01
1784,Mexico,11713,Comision Derechos Humanos del,MEX,Mexico,MEX_MIN,Mexico Ministry,0
1785,Mexico,11744,CONSEJO NACIONAL DE POBLACION,MEX,Mexico,MEX_MIN,Mexico Ministry,0
1786,Mexico,11777,Secretaria Particular Oaxaca,MEX,Mexico,MEX_GOVT,Mexico Government,81.96
1787,Mexico,11860,Desarrollo Integral de la Fami,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MEXICO,DIF,0
1788,Mexico,12035,Fundacion BBVA Bancomer,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BANCOMER,Foundacion BBVA Bancomer,34658.87
1789,Mexico,12039,Gobierno del Estado de Puebla,MEX,Mexico,MEX_GOVT,Mexico Government,4152.98
1790,Mexico,12054,UNICEF Mexico,UN_AGY 1,UN AGENCY 1,UNICEF MEX,UNICEF Mexico,31497.42
1791,Mexico,12073,DIF Puebla,MEX,Mexico,MEX_GOVT,Mexico Government,70411.6
1792,Mexico,12138,Instituto Nacional del Emprend,MEX,Mexico,MEX_GOVT,Mexico Government,306731.76
1793,Mexico,12148,Consejo Economico y Social del,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MEX-,CESJAL,2318.37
1794,Mexico,12251,Gobierno del estado de Guanaju,MEX,Mexico,MEX_MIN,Mexico Ministry,0
1795,"Moldova, Republic of",-,-,-,-,-,-,0
1796,"Moldova, Republic of",4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,974.34
1797,"Moldova, Republic of",12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,2517.25
1798,"Moldova, Republic of",31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,128.66
1799,"Moldova, Republic of",32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,6893.77
1800,"Moldova, Republic of",35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,136.51
1801,"Moldova, Republic of",40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,0
1802,"Moldova, Republic of",56,GOVERNMENT OF AUSTRIA,AUT,Austria,AUT_GOVT,Austria Government,0
1803,"Moldova, Republic of",95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,56142.8
1804,"Moldova, Republic of",152,GOVERNMENT OF LIECHTENSTEIN,LIE,Liechtenstein,LIE_GOVT,Liechtenstein Government,18588.61
1805,"Moldova, Republic of",182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0
1806,"Moldova, Republic of",187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,43834.19
1807,"Moldova, Republic of",205,GOVERNMENT OF ROMANIA,ROM,Romania,ROM_GOVT,Romania Government,179873.42
1808,"Moldova, Republic of",231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,0
1809,"Moldova, Republic of",248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
1810,"Moldova, Republic of",280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,11781.93
1811,"Moldova, Republic of",555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,1313946.39
1812,"Moldova, Republic of",559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,1.92
1813,"Moldova, Republic of",1863,UN Office in Vienna,UN_AGY 1,UN AGENCY 1,UNOV,AGY_UN Office in Vienna,-6.26
1814,"Moldova, Republic of",10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,4931022.75
1815,"Moldova, Republic of",10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,30433.09
1816,"Moldova, Republic of",11207,US Department of State,USA,United States of America,USA_GOVT,United States of America Gover,44744.29
1817,"Moldova, Republic of",11216,Central Electoral Commission,MDA,Moldova,MDA_GOVT,Moldova Government,0
1818,"Moldova, Republic of",11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,1745.08
1819,"Moldova, Republic of",11266,Austrian Development Agency,AUT,Austria,AUT_GOVT,Austria Government,74433.52
1820,"Moldova, Republic of",11424,MDTFO/JP_Moldova_JILDP,MDTF1,BU,JP_MD_LDP,MOLDOVA Joint Integrated LDP,529545.61
1821,"Moldova, Republic of",11924,MPTF/JP_UN PART RIGHTS DISAB,MDTF1,BU,UN_PRPD_DISABILITIES,Rights of Persons- Disabilitie,48652.58
1822,"Moldova, Republic of",11965,SYSLAB International Ltd,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SYSLAB,Syslab International Ltd,153802.26
1823,"Moldova, Republic of",12117,District Council of Causeni,MDA,Moldova,MDA_GOVT,Moldova Government,-19.11
1824,"Moldova, Republic of",12144,Ustiya Mayoralty,MDA,Moldova,MDA_GOVT,Moldova Government,6515.86
1825,"Moldova, Republic of",12248,MPTFO MDA Unity in Action,MDTF1,BU,MDA -,Unity in Action,3441.18
1826,"Moldova, Republic of",55458,Prosecutor General Office Mold,MDA,Moldova,MDA_GOVT,Moldova Government,16707.28
1827,Mongolia,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,152.45
1828,Mongolia,71,GOVERNMENT OF BRAZIL,BRA,Brazil,BRA_GOVT,Brazil Government,458.3
1829,Mongolia,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,14414.8
1830,Mongolia,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,0
1831,Mongolia,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,583118.66
1832,Mongolia,171,GOVERNMENT OF MONGOLIA,MNG,Mongolia,MNG_GOVT,Mongolia Government,141551.83
1833,Mongolia,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,23.83
1834,Mongolia,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,-273.92
1835,Mongolia,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,54.54
1836,Mongolia,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,886405.78
1837,Mongolia,10314,BRITISH EMBASSY,GBR,United Kingdom,GBR_MIN,United Kingdom Ministry,229635.01
1838,Mongolia,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,10558.48
1839,Mongolia,10792,STOCKHOLM INT'L WATER INSTITUT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SIWI,"PRIV_SIWI, SWEDEN",0.18
1840,Mongolia,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,2.59
1841,Montenegro,-,-,-,-,-,-,0
1842,Montenegro,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,14632.42
1843,Montenegro,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,28446.11
1844,Montenegro,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
1845,Montenegro,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,280
1846,Montenegro,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,13603.74
1847,Montenegro,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,50482.23
1848,Montenegro,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0
1849,Montenegro,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,178534.96
1850,Montenegro,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,173229.7
1851,Montenegro,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,543404.78
1852,Montenegro,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,611615.67
1853,Montenegro,10315,ORG FOR SECURITY AND COOPERATI,MUTLI_AGY2,MULTI-LATERAL AGENCY2,0SCE,INTER-GOVERN_EUROP SEC ORG,177081.95
1854,Montenegro,10472,Government of Montenegro,MNE,MONTENEGRO,MNE_GOVT,Government of Montenegro,1109733.71
1855,Montenegro,11455,MDTFO/JP-Montengro_UN__Cty_Fun,MDTF1,BU,ME_UN_FUND,MDTFO/JP-Montengro_UN__Cty_Fun,48477.83
1856,Montenegro,11646,Municipality of Cetinje,MNE,MONTENEGRO,MNE_MIN,Ministry of Montenegro,1009939.85
1857,Montenegro,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,4063.71
1858,Montserrat,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
1859,Montserrat,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
1860,Montserrat,1092,BAR-GOVERNMENT OF MONSERRAT,MSR,Montserrat,MSR_GOVT,Montserrat Government,0
1861,Morocco,-,-,-,-,-,-,0
1862,Morocco,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,212449.13
1863,Morocco,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
1864,Morocco,48,GOVERNMENT OF ANDORRA,AND,Andorra,AND_GOVT,Andorra Government,0
1865,Morocco,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,-1124.42
1866,Morocco,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,768795.41
1867,Morocco,169,GOVERNMENT OF MONACO,MCO,Monaco,MCO_GVT,MONACO,17523.83
1868,Morocco,172,GOVERNMENT OF MOROCCO,MAR,Morocco,MAR_GOVT,Morocco Government,6644546.37
1869,Morocco,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,68744.37
1870,Morocco,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,68365.47
1871,Morocco,11074,AGENCE FRANCAISE DE DEVELOPPEM,FRA,France,FRA_GOVT,France Government,90844.45
1872,Morocco,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0
1873,Morocco,11793,UNDP AS MA_POOLED FUNDS,UN_AGY 1,UN AGENCY 1,UNDP_MA,UNDP AS MA_POOLED FUNDS,75693.72
1874,Morocco,12184,AJUNTAMENT DE BARCELONA,ESP,Spain,ESP_GOVT,Spain Government,3332.35
1875,Mozambique,-,-,-,-,-,-,0
1876,Mozambique,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,670566.16
1877,Mozambique,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,0
1878,Mozambique,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,79552.1
1879,Mozambique,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,4148.21
1880,Mozambique,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,92985.17
1881,Mozambique,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,32103.19
1882,Mozambique,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,13583.7
1883,Mozambique,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,0
1884,Mozambique,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,194861.1
1885,Mozambique,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,92592.39
1886,Mozambique,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0
1887,Mozambique,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,3711450.63
1888,Mozambique,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,53170.47
1889,Mozambique,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,188559.06
1890,Mozambique,11140,Japanese international Coopera,JPN,Japan,JPN_GOVT,Japan Government,0
1891,Mozambique,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,401529.29
1892,Mozambique,11288,Mitsui & CO. Ltd,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MITSUI & C,PRIV_CORPORATION_JAPAN,0
1893,Mozambique,11403,SDC-Swiss Agency For Developme,CHE,Switzerland,CHE_MIN,Switzerland Ministry,-428012.23
1894,Mozambique,11445,UNOPS - EIF Trust Fund manager,UN_AGY 1,UN AGENCY 1,EIF TFM,MULITAG_EIF TF,118030
1895,Mozambique,11924,MPTF/JP_UN PART RIGHTS DISAB,MDTF1,BU,UN_PRPD_DISABILITIES,Rights of Persons- Disabilitie,4749.04
1896,Myanmar,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
1897,Myanmar,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,40344.01
1898,Myanmar,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,338533.83
1899,Myanmar,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,0
1900,Myanmar,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,226849.9
1901,Myanmar,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,251343.77
1902,Myanmar,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
1903,Myanmar,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,52376.83
1904,Myanmar,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,470.18
1905,Myanmar,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,72.67
1906,Myanmar,10480,USAID,USA,United States of America,USAID,USAID,0
1907,Myanmar,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,37666.7
1908,Myanmar,11140,Japanese international Coopera,JPN,Japan,JPN_GOVT,Japan Government,5024018.55
1909,Myanmar,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,1073641.07
1910,Myanmar,11613,LIFT_Trust_Fund_Manager,MUTLI_AGY2,MULTI-LATERAL AGENCY2,CO_AA_MDTF,CO_AA_MDTF,27881.76
1911,Myanmar,11668,MDTFO/JP_Human_Rights_Mainstre,MDTF1,BU,HUN_RIGHTS,MDTFO/JP_Human_Rights_Mainstre,11176.29
1912,Myanmar,11724,European Comm. Humanit. Aid Of,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,154049.12
1913,Namibia,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,14790.14
1914,Namibia,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,5613.41
1915,Namibia,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,168986.15
1916,Namibia,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,17157.36
1917,Namibia,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,1371.7
1918,Namibia,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,5108.25
1919,Namibia,43,INTERNATIONAL ORGANIZATION FOR,UN_AGY 1,UN AGENCY 1,IOM,AGY_INTERNATIONAL ORGANIZATION,822.47
1920,Namibia,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0
1921,Namibia,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,1492.24
1922,Namibia,1501,NAM-NATIONAL INSTITUTE FOR EDU,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NIED,PRIV_NAM-NATIONAL INSTITUTE FO,11754.21
1923,Namibia,1863,UN Office in Vienna,UN_AGY 1,UN AGENCY 1,UNOV,AGY_UN Office in Vienna,1197.26
1924,Namibia,1865,UN Information Centre,UN_AGY 1,UN AGENCY 1,UNIC,AGY_UN Information Centre,566.93
1925,Namibia,10503,MINISTRY OF FOREIGN AFFAIRS,NOR,Norway,NOR_MIN,Norway Ministry,3927.83
1926,Namibia,10684,MINISTRY OF BASIC EDUCATION,NAM,Namibia,NAM_MIN,Namibia Ministry,14249.53
1927,Namibia,10778,UNFPA-CSA,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,-296.55
1928,Nepal,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,-719955.19
1929,Nepal,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,16448.73
1930,Nepal,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,39283.97
1931,Nepal,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,503647.15
1932,Nepal,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,296317.07
1933,Nepal,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,139.49
1934,Nepal,180,GOVERNMENT OF NEPAL,NPL,Nepal,NPL_GOVT,Nepal Government,755403.82
1935,Nepal,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,52586.79
1936,Nepal,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,438356.2
1937,Nepal,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,89563.14
1938,Nepal,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
1939,Nepal,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,1258.86
1940,Nepal,329,DANIDA:,DNK,Denmark,DNK_MIN,Denmark Ministry,-951.95
1941,Nepal,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,3789170.26
1942,Nepal,1860,UN High Com'r Human Rights,UN_AGY 1,UN AGENCY 1,UNHCHR,Office of the UN High Commissi,114509.23
1943,Nepal,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,126291.25
1944,Nepal,10174,SHELL BP DJIBOUTI,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SHELL DJIB,PRIV_SHELL BP DJIBOUTI,0
1945,Nepal,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,190845.91
1946,Nepal,10480,USAID,USA,United States of America,USAID,USAID,70000
1947,Nepal,10503,MINISTRY OF FOREIGN AFFAIRS,NOR,Norway,NOR_MIN,Norway Ministry,1276347.98
1948,Nepal,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,1420627.06
1949,Nepal,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,4348931.46
1950,Nepal,11425,MDTFO/JP_nepal_LPCDP,MDTF1,BU,JP_NP_LGCP,NEPAL LOCAL GOV DEV PROG,1269.51
1951,Nepal,12069,Central Queensland University,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CQU,Central Queensland University,22740.75
1952,Nicaragua,-,-,-,-,-,-,0
1953,Nicaragua,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,220495.85
1954,Nicaragua,16,INTER-AMERICAN DEVELOPMENT BAN,IFI_IDB,IFI_IDB,IDB,Inter-American Development Ban,288408.73
1955,Nicaragua,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
1956,Nicaragua,42,DEVELOPMENT  NETWORK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,DEVNET,Development Network,51117.9
