Region Code Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Expenses,Expenses
Africa,11445,UNOPS - EIF Trust Fund manager,UN_AGY 1,UN AGENCY 1,EIF TFM,MULITAG_EIF TF,0.03%,510680.04
Africa,11450,MDTFO/JP_Lesotho_one_UN_Fund,MDTF1,BU,LSO_ONE_FE,LESOTHO ONE UN FUND,0.00%,31000.4
Africa,11451,MDTFO/JP_Comros_One_UN_Fund,MDTF1,BU,COM_ONE_FD,MDTFO/JP_Comros_One_UN_Fund,0.01%,172330.43
Africa,11493,Anambra State Government,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.01%,96553.07
Africa,11535,MDTFO/JP_Indigenous_People_Par,MDTF1,BU,UN_IPP,MDTFO/JP_Indigenous_People_Par,0.00%,28537.6
Africa,11538,Sanyo Electric Company LTD,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,LED LANTER,PRIV_JAPAN,0.00%,11653.07
Africa,11588,MDTFO/JP_DRC_Microfinance II,MDTF1,BU,JP_MICROFN_COD,MDTFO/JP_DRC_Microfinance II,0.05%,834535.99
Africa,11605,MDTFO/JP_Ethiopia_One_UN_Fund,MDTF1,BU,ETH_ONE_UN,MDTFO/JP_Ethiopia_One_UN_Fund,0.00%,71727.67
Africa,11617,LA  FONDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,TANYA MEVA,PRIV,0.00%,0
Africa,11649,PIND Foundation,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,PIND,PRIV,0.00%,0
Africa,11668,MDTFO/JP_Human_Rights_Mainstre,MDTF1,BU,HUN_RIGHTS,MDTFO/JP_Human_Rights_Mainstre,0.00%,35827.4
Africa,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0.01%,129332.3
Africa,11767,Basque Water Agency URAgentzia,MUTLI_AGY2,MULTI-LATERAL AGENCY2,BASQUES,Basque Water Agency URAgentzia,0.00%,50283.4
Africa,11776,UN Tr Fund for Human Security,UN_AGY 1,UN AGENCY 1,UN,United Nations,0.00%,37464.39
Africa,11784,Ministry of Niger Delta,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,11812,PROSPERER,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MADAGASCAR,PRIVATE NATIONAL,0.00%,0
Africa,11822,Ekiti State Government,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,83014.75
Africa,11855,Slovak Aid,SVK,Slovak Republic,SVK_GOVT,Slovak Republic Government,0.00%,34.22
Africa,11866,Kofi Annan Int Peace Trng Cent,MUTLI_AGY2,MULTI-LATERAL AGENCY2,KAIPTC,Kofi Annan Int Peace Trng Cent,0.00%,0
Africa,11900,African Union,MUTLI_AGY2,MULTI-LATERAL AGENCY2,AFR UNION,African Union,0.01%,152674.62
Africa,11924,MPTF/JP_UN PART RIGHTS DISAB,MDTF1,BU,UN_PRPD_DISABILITIES,Rights of Persons- Disabilitie,0.00%,4749.04
Africa,11986,LGL MINES SA COTE D'IVOIRE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,COTE IVOIRE,PRIVATE NATIONAL,0.01%,241438.63
Africa,12037,MDTFO/UNDPJP DRC FightImpunity,MDTF1,BU,JP_COD,MDTFO/UNDPJP DRC FightImpunity,0.06%,1177266.67
Africa,12048,KEN WELLTHY CORPORATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,KEN WELLTH,KEN WELLTH,0.00%,2407.56
Africa,12053,INDIAN OCEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,INDOCC,INDIAN OCEAN COMMISSION,0.01%,232294.3
Africa,12093,Fedral Min. of Agriculture,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.09%,1664107.73
Africa,12103,Government of South Sudan,SSD - SOUTH SUDAN,SSD_GOVT,SSD_GOVT,SSD - South Sudan,0.01%,167427.8
Africa,12113,The Department of Foreign Affa,CAN,Canada,CAN_MIN,Canada Ministry,0.05%,897135.79
Africa,12134,Southern African Dev Community,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BWA-,SADC,0.07%,1357678.74
Africa,12192,COMESA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ZMB-,COMESA,0.01%,194091.23
Africa,12246,MDTFO CAR UN Window,MDTF1,BU,CAR,UN Window,0.00%,0
Africa,12267,UNDP South Sudan CHF,-,-,-,-,0.00%,0
Africa,12270,Sustainable DG Fund,-,-,-,-,0.00%,0
Africa,12275,MPTFO JP Kenya Low Carbon Clim,-,-,-,-,0.00%,5736.47
Africa,12293,Pan - African Banking conglome,-,-,-,-,0.00%,0
Arab States,-,-,-,-,-,-,0.00%,0
Arab States,3,INTERNATIONAL LABOUR ORGANIZAT,UN_AGY 1,UN AGENCY 1,ILO,AGY_INTERNATIONAL LABOUR ORGAN,0.00%,0
Arab States,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0.00%,0
Arab States,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,0.00%,3414.24
Arab States,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,0.00%,-2644.4
Arab States,11,UNITED NATIONS VOLUNTEERS,UN_AGY 1,UN AGENCY 1,UNDP(UNV),UNDP - United Nations Voluntee,0.00%,-0.62
Arab States,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0.29%,5405394.52
Arab States,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,0.00%,0
Arab States,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,0.00%,0
Arab States,17,AFRICAN DEVELOPMENT BANK,IFI_ADB,IFI_ADB,ADB,African Development Bank,0.00%,0
Arab States,22,ESCWA,UN_AGY 1,UN AGENCY 1,ESCWA,AGY_ECONOMIC AND SOCIAL COMMIS,0.00%,0
Arab States,28,UN Office on Drugs and Crime,UN_AGY 1,UN AGENCY 1,UNODC,AGY_UN INTERNATIONAL DRUG CONT,0.01%,224745.44
Arab States,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0.00%,35616.56
Arab States,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0.00%,81762.12
Arab States,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0.02%,451530.6
Arab States,36,INTERNATIONAL FUND FOR AGRICUL,UN_AGY 1,UN AGENCY 1,IFAD,AGY_NTERNATIONAL FUND FOR AGRI,0.00%,14675.23
Arab States,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0.00%,0
Arab States,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0.06%,1042660.15
Arab States,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,0.12%,2220338.49
Arab States,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,0.00%,0
Arab States,43,INTERNATIONAL ORGANIZATION FOR,UN_AGY 1,UN AGENCY 1,IOM,AGY_INTERNATIONAL ORGANIZATION,0.00%,0
Arab States,46,GOVERNMENT OF ALGERIA,DZA,Algeria,DZA_GOVT,Algeria Government,0.02%,330362.83
Arab States,48,GOVERNMENT OF ANDORRA,AND,Andorra,AND_GOVT,Andorra Government,0.00%,0
Arab States,51,GOVERNMENT OF ANTIGUA AND BARB,ANT,Antigua and Barbuda,ANT_GOVT,Antigua and Barbuda Government,0.00%,283
Arab States,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,0.00%,0
Arab States,56,GOVERNMENT OF AUSTRIA,AUT,Austria,AUT_GOVT,Austria Government,0.01%,114569.79
Arab States,58,GOVERNMENT OF BAHRAIN,BHR,Bahrain,BHR_GOVT,Bahrain Government,0.01%,110367.69
Arab States,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,0.00%,2558.44
Arab States,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,0.33%,6093611.26
Arab States,96,GOVERNMENT OF DJIBOUTI,DJI,Djibouti,DJI_GOVT,Djibouti Government,0.01%,241588.24
Arab States,101,GOVERNMENT OF EGYPT,EGY,Egypt,EGY_GOVT,Egypt Government,1.65%,30484481.55
Arab States,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,0.01%,251262.65
Arab States,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,0.00%,-454.37
Arab States,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,0.06%,1150577.46
Arab States,119,GOVERNMENT OF GREECE,GRC,Greece,GRC_GOVT,Greece Government,0.03%,617288.64
Arab States,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,0.00%,1098.47
Arab States,135,GOVERNMENT OF IRAQ,IRQ,Iraq,IRQ_GOVT,Iraq Government,0.11%,1986363.79
Arab States,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,0.04%,662244.44
Arab States,140,GOVERNMENT OF JORDAN,JOR,Jordan,JOR_GOVT,Jordan Government,0.02%,289151.9
Arab States,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,1.26%,23203828.4
Arab States,145,GOVERNMENT OF KUWAIT,KWT,Kuwait,KWT_GOVT,Kuwait Government,0.28%,5173325.73
Arab States,151,GOVERNMENT OF LIBYA,LBY,Libyan Arab Jamahiriya,LBY_GOVT,Libyan Arab Jamahiriya Governm,0.05%,882454.07
Arab States,169,GOVERNMENT OF MONACO,MCO,Monaco,MCO_GVT,MONACO,0.00%,17523.83
Arab States,172,GOVERNMENT OF MOROCCO,MAR,Morocco,MAR_GOVT,Morocco Government,0.36%,6644546.37
Arab States,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0.04%,824302.31
Arab States,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0.14%,2614315.33
Arab States,188,GOVERNMENT OF NEW ZEALAND,NZL,New Zealand,NZL_GOVT,New Zealand Government,0.00%,61426.33
Arab States,202,GOVERNMENT OF QATAR,QAT,Qatar,QAT_GOVT,Qatar Government,0.00%,60840
Arab States,205,GOVERNMENT OF ROMANIA,ROM,Romania,ROM_GOVT,Romania Government,0.00%,40592.81
Arab States,210,GOVERNMENT OF SAUDI ARABIA,SAU,Saudi Arabia,SAU_GOVT,Saudi Arabia Government,1.17%,21643859.57
Arab States,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0.00%,4346.75
Arab States,227,GOVERNMENT OF THE REPUBLIC OF,SDN,Sudan,SDN_GOVT,Sudan Government,0.00%,0
Arab States,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,0.02%,294822.06
Arab States,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,0.00%,-267.86
Arab States,233,GOVERNMENT OF SYRIAN ARAB REPU,SYR,Syrian Arab Republic,SYR_GOVT,Syrian Arab Republic Governmen,0.00%,62051.28
Arab States,243,GOVERNMENT OF TUNISIA,TUN,Tunisia,TUN_GOVT,Tunisia Government,0.01%,234366.26
Arab States,244,GOVERNMENT OF TURKEY,TUR,Turkey,TUR_GOVT,Turkey Government,0.01%,97782.05
Arab States,246,GOVERNMENT OF UNITED ARAB EMIR,ARE,United Arab Emirates,ARE_GOVT,United Arab Emirates Governmen,0.07%,1209218.96
Arab States,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0.00%,23499.96
Arab States,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0.00%,84985.83
Arab States,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,0.03%,628756.99
Arab States,257,GOVERNMENT OF YEMEN,YEM,Yemen,YEM_GOVT,Yemen Government,0.01%,127291.47
Arab States,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0.07%,1204878.7
Arab States,281,INTERNATIONAL DEVELOPMENT RESE,CAN,Canada,CAN_MIN,Canada Ministry,0.00%,8795.29
Arab States,286,LEAGUE OF ARAB STATES,MUTLI_AGY2,MULTI-LATERAL AGENCY2,LAS,LEAGUE OF ARAB STATES,0.02%,320388.72
Arab States,291,ORGANIZATION OF PETROLEUM EXPO,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OPEC,OPEC,0.00%,0.9
Arab States,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,0.00%,67708
Arab States,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0.00%,0
Arab States,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,0.00%,5106.46
Arab States,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,2.06%,38115028.42
Arab States,328,AUSTRALIA AG FOR INTNL DEV:UNC,AUS,Australia,AUS_MIN,Australia Ministry,0.00%,1423.16
Arab States,329,DANIDA:,DNK,Denmark,DNK_MIN,Denmark Ministry,0.01%,129881.71
Arab States,339,"MIN OF PLAN, ECO & MANP :UNCDF",OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Arab States,455,JAPANESE INTNL COOP  AC.:UNCDF,JPN,Japan,JPN_GOVT,Japan Government,0.00%,41282.09
Arab States,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,0.00%,14141.06
Arab States,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0.29%,5366752.98
Arab States,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,0.59%,10809744.33
Arab States,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,0.00%,69326.5
Arab States,560,INTERNATIONAL DEVELOPMENT AGEN,IFI_WB,IFI_WB,WB,WORLD BANK,0.00%,0
Arab States,707,TUN-COUR DES COMPTES,TUN,Tunisia,TUN_GOVT,Tunisia Government,0.00%,45585.96
Arab States,745,LEB-COUNCIL FOR DEVELOPMENT &,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CDR,PRIV_LEB-COUNCIL FOR DEVELOPME,0.06%,1101355.19
Arab States,852,IVC-SWISS AGENCY FOR DEVELOPME,CHE,Switzerland,CHE_MIN,Switzerland Ministry,0.00%,-11225.26
Arab States,980,EGY-FORD FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FORD FOUND,PRIV_EGY-FORD FOUNDATION,0.02%,344328.75
Arab States,1050,EGY-GENERAL ORGANIZATTION FOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,GOPP,PRIV_EGY-GENERAL ORGANIZATTION,0.05%,959462.23
Arab States,1128,LEB-INVESTMENT DEVELOPMENT AUT,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,IDAL,PRIV_LEB-INVESTMENT DEVELOPMEN,0.01%,272094.87
Arab States,1277,EGY-MINISTRY OF COMMUNICATION,EGY,Egypt,EGY_MIN,Egypt Ministry,0.19%,3579279.57
Arab States,1308,LEB-MINISTRY OF ENERGY & WATER,LBN,Lebanon,LBN_MIN,Lebanon Ministry,0.00%,53925.51
Arab States,1319,EGY-MINISTRY OF INTERNATIONAL,EGY,Egypt,EGY_MIN,Egypt Ministry,0.00%,0
Arab States,1394,EGY-MINISTRY OF STATE FOR ADMI,EGY,Egypt,EGY_MIN,Egypt Ministry,0.04%,716673.73
Arab States,1398,LEB-MINISTRY OF ENVIRONMENT,LBN,Lebanon,LBN_MIN,Lebanon Ministry,0.64%,11880884.96
Arab States,1402,LEB-MINISTRY OF ECONOMY & TRAD,LBN,Lebanon,LBN_MIN,Lebanon Ministry,0.05%,843494.14
Arab States,1403,EGY-MINISTRY OF FINANCE,EGY,Egypt,EGY_MIN,Egypt Ministry,0.02%,303635.11
Arab States,1405,LEB-MINISTRY OF FINANCE,LBN,Lebanon,LBN_MIN,Lebanon Ministry,0.07%,1297447.91
Arab States,1471,LIB-NATIONAL AUTHORITY FOR INF,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NAID,PRIV_LIB-NATIONAL AUTHORITY FO,0.00%,-0.34
Arab States,1528,LEB-OFFICE OF THE MINISTER OF,LBN,Lebanon,LBN_MIN,Lebanon Ministry,0.08%,1561673.04
Arab States,1572,LEB-PARLEMENT LIBANAIS,LBN,Lebanon,LBN_MIN,Lebanon Ministry,0.01%,152575.88
Arab States,1593,LEB-PRIME MINISTER OFFICE,LBN,Lebanon,LBN_MIN,Lebanon Ministry,0.05%,845303.44
Arab States,1655,RUSSIAN GOVERNMENT,RUS,Russian Federation,RUS_GOVT,Russian Federation Government,0.02%,280008.69
Arab States,1860,UN High Com'r Human Rights,UN_AGY 1,UN AGENCY 1,UNHCHR,Office of the UN High Commissi,0.00%,10906.47
Arab States,1865,UN Information Centre,UN_AGY 1,UN AGENCY 1,UNIC,AGY_UN Information Centre,0.00%,0
Arab States,10048,CARE INTERNATIONAL,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CARE,PRIV_CARE INTERNATIONAL,0.00%,0
Arab States,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0.43%,8028339.02
Arab States,10216,AG. ESPANOLA DE COOPERACION IN,ESP,Spain,ESP_MIN,Spain Ministry,0.00%,-107.84
Arab States,10238,UNISDR,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,0.00%,0
Arab States,10259,National Telecom Regulatory Au,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NTRA,PRIV_TELECOMMUNICATION REGULAT,0.02%,394308.19
Arab States,10281,DEPT OF FOR AFF & INTL TRADE G,CAN,Canada,CAN_GOVT,Canada Government,0.00%,0
Arab States,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,0.10%,1908410.02
Arab States,10334,UN RELIEF AND WORKS AGENCY,UN_AGY 1,UN AGENCY 1,UNRWA,AGY_UNRWA,0.00%,983.91
Arab States,10389,ROCKEFELLER BROTHERS FUND,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,RBF,Rockefeller Brothers Fund,0.01%,97271.04
Arab States,10393,STATOIL,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,4971.85
Arab States,10480,USAID,USA,United States of America,USAID,USAID,0.08%,1525046.01
Arab States,10494,TOTAL E & P SYRIE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SYR-TOTAL,PRIV_SYR-TOTAL,0.00%,0
Arab States,10570,TUSCANY REGION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,TUSCANY,PRIV_TUSCANY,0.00%,3103.68
Arab States,10602,UN-HABITAT,UN_AGY 1,UN AGENCY 1,UNCHS,AGY_UN CENTRE FOR HUMAN SETTLE,0.00%,34552.34
Arab States,10686,ERF,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ERF,PRIV_ERF,0.04%,695612.77
Arab States,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,1.58%,29205134.71
Arab States,10729,SYR MINISTRY OF ECONOMY,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,0.01%,155791.68
Arab States,10730,SYR MINISTRY OF TRANSPORTATION,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,0.00%,0
Arab States,10737,COCA COLA COMPANY,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,COCA COLA,PRIV_COCA COLA,0.00%,8045.13
Arab States,10758,MANSOUR GROUP,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MANGROUP,PRIV_MANGROUP,0.00%,28187.98
Arab States,10761,SYR MINISTRY OF LOCAL ADMINIST,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,0.00%,4046.67
Arab States,10767,SYR MINISTRY OF JUSTICE,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,0.00%,662.81
Arab States,10770,SYR MINISTRY OF TECHNOLOGY&COM,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,0.00%,10186.01
Arab States,10784,SHELL FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SHELL F.,PRIV_SHELL FOUNDATION,0.01%,99452.04
Arab States,10786,MINISTRY OF SOCIAL SOLIDARITY,EGY,Egypt,EGY_MIN,Egypt Ministry,0.00%,2798.81
Arab States,10792,STOCKHOLM INT'L WATER INSTITUT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SIWI,"PRIV_SIWI, SWEDEN",0.00%,-1144.32
Arab States,10870,MIN. OF FOREIGN AFFAIRS & COOP,ESP,Spain,ESP_MIN,Spain Ministry,0.09%,1574724.5
Arab States,10989,EGY UNWOMEN,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0.00%,4738.86
Arab States,11031,MINISTRY OF SOCIAL AFFAIRS AND,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,0.00%,5077.19
Arab States,11033,LEBANON RECOVERY FUND,MDTF1,BU,LRF,JP LEBANON,0.05%,981840.76
Arab States,11072,AECI-AGENCIA ESPANOLA DE COOPE,ESP,Spain,ESP_MIN,Spain Ministry,0.00%,0.15
Arab States,11074,AGENCE FRANCAISE DE DEVELOPPEM,FRA,France,FRA_GOVT,France Government,0.00%,90844.45
Arab States,11120,OPEC Fund for International De,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OFID,OPEC FUND INTL DEV,0.02%,368664.37
Arab States,11122,Al Maktoum Foundation,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MBRF,"PRIV_UKM, Al Maktoum Foundatio",0.04%,684364.94
Arab States,11125,Ahli united Bank BSC,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,AHLI UNITE,PRIV_KUWAIT,0.00%,0
Arab States,11127,UN Office of the Spc Coordinat,UN_AGY 1,UN AGENCY 1,UNOSCL1,MUTLIAGY_LEBANON,0.00%,4215.31
Arab States,11132,Les Amis Du Liban a Monaco,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ALM,PRIV_MONACO,0.00%,39632.08
Arab States,11140,Japanese international Coopera,JPN,Japan,JPN_GOVT,Japan Government,0.07%,1344111.77
Arab States,11207,US Department of State,USA,United States of America,USA_GOVT,United States of America Gover,0.11%,2118023.96
Arab States,11217,Berghof Foundation for Peace S,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BFPS,PRIV_GERMANY,0.01%,154522.2
Arab States,11227,Italian Min. for Foreign Affai,ITA,Italy,ITA_MIN,Italy Ministry,0.00%,1043
Arab States,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,0.00%,21947.57
Arab States,11260,EGY - Industrial Modernisation,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,IMC,PRIV_EGYPT,0.00%,0
Arab States,11285,EGY-Min. of. Environ. Affairs.,EGY,Egypt,EGY_MIN,Egypt Ministry,0.01%,107494.65
Arab States,11288,Mitsui & CO. Ltd,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MITSUI & C,PRIV_CORPORATION_JAPAN,0.00%,7333.52
Arab States,11297,REGIONE PUGLIA,ITA,Italy,ITA_GOVT,Italy Government,0.00%,17177.78
Arab States,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0.10%,1855211.46
Arab States,11363,Peacebuilding Fund,MDTF1,BU,PBF,PEACEBUILDING,0.03%,490948.17
Arab States,11364,MDTFO\JP_MDG-F_Conflict_&_PB,MDTF1,BU,MDGF_CONFL,BCPR CONFLICT PREVENTION,0.00%,0
Arab States,11376,Institute of public administra,BHR,Bahrain,BHR_GOVT,Bahrain Government,0.01%,108639.13
Arab States,11390,General  Organization  for You,BHR,Bahrain,BHR_GOVT,Bahrain Government,0.00%,0
Arab States,11391,eGovernment Authority,BHR,Bahrain,BHR_GOVT,Bahrain Government,0.00%,0
Arab States,11403,SDC-Swiss Agency For Developme,CHE,Switzerland,CHE_MIN,Switzerland Ministry,0.05%,872398.38
Arab States,11410,Foreign common wealth ofice,GBR,United Kingdom,GBR_MIN,United Kingdom Ministry,0.02%,424300.36
Arab States,11419,Live Lebanon,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,LIVELEB,PRIV_LEBANON,0.00%,87934.64
Arab States,11423,SYRIA MTN,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SYRIA MTN,PRIV_SYRIA BASED,0.00%,15029.35
Arab States,11445,UNOPS - EIF Trust Fund manager,UN_AGY 1,UN AGENCY 1,EIF TFM,MULITAG_EIF TF,0.00%,34761.51
Arab States,11464,Arab African International  ba,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,AAIB,PRIV_EGYPT,0.00%,5823.23
Arab States,11467,Siemens technologies SAE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SIEMENS EG,PRIV_EGYPT,0.00%,3282.66
Arab States,11473,River transport Authority,EGY,Egypt,EGY_MIN,Egypt Ministry,0.00%,27378.47
Arab States,11477,Authority for  maritime  safet,EGY,Egypt,EGY_MIN,Egypt Ministry,0.00%,12991.49
Arab States,11478,Authority of Road and Bridges,EGY,Egypt,EGY_MIN,Egypt Ministry,0.00%,14708.4
Arab States,11479,Ministry of  transport,EGY,Egypt,EGY_MIN,Egypt Ministry,0.00%,57008.87
Arab States,11480,Authority for Tunnels,EGY,Egypt,EGY_MIN,Egypt Ministry,0.00%,52530
Arab States,11491,Dana Gas Company,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,DANA GAS C,PRIV_,0.00%,5321.88
Arab States,11499,LEB-Ministry of education,LBN,Lebanon,LBN_MIN,Lebanon Ministry,0.02%,419060.06
Arab States,11519,Ministry of Local development,EGY,Egypt,EGY_MIN,Egypt Ministry,0.04%,808553.6
Arab States,11526,MDTFO/JP_Somalia_Humanitarian,MDTF1,BU,SOM_CHF,MDTFO/JP_Somalia_Humanitarian,0.03%,541327.81
Arab States,11527,Ministry of  Social  developme,BHR,Bahrain,BHR_MIN,Bahrain Ministry,0.00%,3987.84
