Region Code Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Expenses,Expenses
Africa,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,0.00%,10468.08
Africa,138,GOVERNMENT OF COTE D'IVOIRE,CIV,Cote D'Ivoire,CIV_GOVT,Cote D'Ivoire Government,0.03%,527304.72
Africa,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,1.04%,19247142.06
Africa,143,GOVERNMENT OF KENYA,KEN,Kenya,KEN_GOVT,Kenya Government,0.00%,16542.81
Africa,150,GOVERNMENT OF LESOTHO,LSO,Lesotho,LSO_GOVT,Lesotho Government,0.00%,1220.12
Africa,153,GOVERNMENT OF LIBERIA,LBR,Liberia,LBR_GOVT,Liberia Government,0.00%,-5618.91
Africa,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,0.08%,1511146.3
Africa,159,GOVERNMENT OF MAURITIUS,MUS,Mauritius,MUS_GOVT,Mauritius Government,0.01%,123772.54
Africa,162,GOVERNMENT OF MAURITANIA,MRT,Mauritania,MRT_GOVT,Mauritania Government,0.00%,7837.77
Africa,167,GOVERNMENT OF MALI,MLI,Mali,MLI_GOVT,Mali Government,0.14%,2559942.74
Africa,168,GOVERNMENT OF MALAWI,MWI,Malawi,MWI_GOVT,Malawi Government,0.03%,467704.89
Africa,169,GOVERNMENT OF MONACO,MCO,Monaco,MCO_GVT,MONACO,0.00%,-0.01
Africa,181,GOVERNMENT OF NIGER,NER,Niger,NER_GOVT,Niger Government,0.00%,0
Africa,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0.32%,5951329.11
Africa,185,GOVERNMENT OF NIGERIA,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.07%,1297364.16
Africa,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0.78%,14323952.02
Africa,188,GOVERNMENT OF NEW ZEALAND,NZL,New Zealand,NZL_GOVT,New Zealand Government,0.00%,70642.35
Africa,190,GOVERNMENT OF PAKISTAN,PAK,Pakistan,PAK_GOVT,Pakistan Government,0.00%,9028.79
Africa,198,GOVERNMENT OF POLAND,POL,Poland,POL_GOVT,Poland Government,0.00%,-3091
Africa,199,GOVERNMENT OF PORTUGAL,PRT,Portugal,PRT_GOVT,Portugal Government,0.00%,0
Africa,200,GOVERNMENT OF CONGO,COG,Congo,COG_GOVT,Congo Government,0.03%,578952.81
Africa,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,0.00%,87567.81
Africa,208,GOVERNMENT OF SOUTH AFRICA,ZAF,South Africa,ZAF_GOVT,South Africa Government,0.09%,1711917.54
Africa,212,GOVERNMENT OF SEYCHELLES,SYC,Seychelles,SYC_GOVT,Seychelles Government,0.00%,7221.3
Africa,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0.03%,515140.27
Africa,225,GOVERNMENT OF SAO TOME AND PRI,STP,Sao Tome and Principe,STP_GOVT,Sao Tome and Principe Governme,0.00%,0
Africa,230,GOVERNMENT OF SWAZILAND,SWZ,Swaziland,SWZ_GOVT,Swaziland Government,0.01%,176605.91
Africa,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,0.20%,3738565.23
Africa,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,0.03%,499733.99
Africa,236,GOVERNMENT OF THAILAND,THA,Thailand,THA_GOVT,Thailand Government,0.00%,987.83
Africa,237,GOVERNMENT OF TOGO,TGO,Togo,TGO_GOVT,Togo Government,0.00%,62181.54
Africa,244,GOVERNMENT OF TURKEY,TUR,Turkey,TUR_GOVT,Turkey Government,0.00%,18652.63
Africa,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0.02%,390719.6
Africa,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0.00%,71442.49
Africa,251,GOVERNMENT OF UNITED REPUBLIC,TZA,United Republic of Tanzania,TZA_GOVT,United Republic of Tanzania Go,0.04%,827192.24
Africa,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,0.00%,27407.27
Africa,264,ARAB GULF PROGRAMME FOR UN DEV,MUTLI_AGY2,MULTI-LATERAL AGENCY2,AGFUND,ARAB GULF PROGM FOR UN DEV ORG,0.00%,-4.11
Africa,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0.34%,6369391.489
Africa,289,ORGANIZATION OF AFRICAN UNITY,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OAU,ORGANIZATION OF AFRICAN UNITY,0.00%,0
Africa,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,0.04%,650143.33
Africa,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0.01%,108268.54
Africa,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,0.00%,0
Africa,313,INCOME GENERATED FROM PROJECTS,UN_AGY 1,UN AGENCY 1,IGP,AGY_INCOME GENERATED FROM PROJ,0.00%,26780.22
Africa,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,11.02%,203601988
Africa,328,AUSTRALIA AG FOR INTNL DEV:UNC,AUS,Australia,AUS_MIN,Australia Ministry,0.00%,0
Africa,329,DANIDA:,DNK,Denmark,DNK_MIN,Denmark Ministry,0.00%,32.1
Africa,332,AG FRANCAISE DE DVLPP:UNCDF,OTH_CDF1,OTHERS_UNCDF1,OTH_CDF2,OTHERS_UNCDF2,0.00%,-16.45
Africa,455,JAPANESE INTNL COOP  AC.:UNCDF,JPN,Japan,JPN_GOVT,Japan Government,0.00%,2539.35
Africa,471,AUSTRALIAN AG INTL DEV.:UNCDF,AUS,Australia,AUS_MIN,Australia Ministry,0.00%,26578.8
Africa,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,0.01%,245636.8
Africa,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0.58%,10755522.95
Africa,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,0.35%,6551482.15
Africa,556,SNV NETHERLANDS DEVELOPMENT OR,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SNV,Unknown Type of Agency,0.00%,0
Africa,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,0.00%,41884.68
Africa,560,INTERNATIONAL DEVELOPMENT AGEN,IFI_WB,IFI_WB,WB,WORLD BANK,0.01%,105956.23
Africa,717,The Republic of Korea,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,0.00%,-0.14
Africa,1069,NIR-GOVERNMENT OF NIGERIA,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,1218,PRC-INTERNATIONAL PARTNERSHIP,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0.61
Africa,1501,NAM-NATIONAL INSTITUTE FOR EDU,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NIED,PRIV_NAM-NATIONAL INSTITUTE FO,0.00%,11754.21
Africa,1554,SWA-OPEN SOCIETY INITIATIVE FO,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Africa,1697,BKF-SHELL FOUDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SHELL,PRIV_BKF-SHELL FOUDATION,0.00%,394.31
Africa,1783,NIR-UN AIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0.00%,0
Africa,1784,POL-UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0.00%,4981.4
Africa,1795,UGA-UNDP/ ADJUSTMENTS,UGA,Uganda,UGA_GOVT,Uganda Government,0.00%,0
Africa,1853,UNITED NATIONS CAPITAL DEVELOP,UN_AGY 1,UN AGENCY 1,UNCDF,AGY_UNITED NATIONS CAPITAL DEV,0.00%,0
Africa,1855,Economic Commission for Africa,UN_AGY 1,UN AGENCY 1,ECA,AGY_Economic Commission for Af,0.00%,0
Africa,1858,UN Mission in DRC,UN_AGY 1,UN AGENCY 1,MONUC,AGY_UN Mission in DRC,0.00%,41682.52
Africa,1861,UN Office in Geneva,UN_AGY 1,UN AGENCY 1,UNOG,AGY_UN Office in Geneva,0.00%,366.5
Africa,1863,UN Office in Vienna,UN_AGY 1,UN AGENCY 1,UNOV,AGY_UN Office in Vienna,0.00%,1197.26
Africa,1864,World Trade Organization,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WTO_TRADE,World Trade Organization,0.01%,234884.73
Africa,1865,UN Information Centre,UN_AGY 1,UN AGENCY 1,UNIC,AGY_UN Information Centre,0.00%,566.93
Africa,10003,Global Environment Fund Truste,FUNDS_GEF,FUNDS_GEF,GEFTRUSTEE,GEF TRUSTEE,0.00%,22659.97
Africa,10004,UN INSITUTION FOR TRAINING AND,UN_AGY 1,UN AGENCY 1,UNITAR,AGY_UN INSITUTION FOR TRAINING,0.00%,71237.63
Africa,10008,UN Office for Project Services,UN_AGY 1,UN AGENCY 1,UNOPS,United Nations Office for Proj,0.02%,387993.83
Africa,10012,BILL AND MELINDA GATES FOUNDAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GATESFOUND,PRIV_BILL AND MELINDA GATES FO,0.21%,3788475.47
Africa,10032,KOGI STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.01%,186101.93
Africa,10046,GTZ,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0.00%,79093.3
Africa,10051,ICRAF - INTL CENTRE FRO RESEA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ICRAF,PRIV_ICRAF - INTL CENTRE FRO R,0.00%,69.12
Africa,10135,RIVERS STATE GOVERNMENT,RUS,Russian Federation,RUS_GOVT,Russian Federation Government,0.00%,73122.9
Africa,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,1.61%,29806404.86
Africa,10174,SHELL BP DJIBOUTI,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SHELL DJIB,PRIV_SHELL BP DJIBOUTI,0.00%,0
Africa,10179,"UNMEE, ETHIOPIA, ERITREA",UN_AGY 1,UN AGENCY 1,UNMEE_ ETH,AGY_UNMEE_ ETHIOPIA_ ERITREA,0.00%,0
Africa,10191,"UNCCD, BONN",UN_AGY 1,UN AGENCY 1,UNCCD_ BON,AGY_UNCCD_ BONN,0.00%,0
Africa,10216,AG. ESPANOLA DE COOPERACION IN,ESP,Spain,ESP_MIN,Spain Ministry,0.02%,301568.84
Africa,10228,Aarhus United A/S,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,AARHUSUNIT,PRIV_Aarhus United A/S,0.00%,1852.36
Africa,10237,FED MINISTRY FOR ECONOMIC COOP,DEU,Germany,DEU_MIN,Germany Ministry,0.00%,0
Africa,10238,UNISDR,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,0.00%,4575.36
Africa,10245,OPEN SOCIETY INSTITUTE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OSI,PRIV_OPEN SOCIETY INSTITUTE,0.00%,0
Africa,10281,DEPT OF FOR AFF & INTL TRADE G,CAN,Canada,CAN_GOVT,Canada Government,0.00%,16580.28
Africa,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,0.00%,31756.26
Africa,10287,AFRICAN COMPREHENSIVE HIV/AIDS,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Africa,10322,UNILEVER PLC,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,19542.37
Africa,10363,DEP INTERNATIONAL,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Africa,10369,INTERNATIONAL PARTNERSHIP FOR,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,110
Africa,10420,COMMONWEALTH SECRETARIAT,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Africa,10480,USAID,USA,United States of America,USAID,USAID,0.06%,1164406.61
Africa,10503,MINISTRY OF FOREIGN AFFAIRS,NOR,Norway,NOR_MIN,Norway Ministry,0.04%,721423.56
Africa,10555,GOMBE STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,28000
Africa,10556,LAGOS STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,10557,NIGER STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.01%,165464.98
Africa,10559,ADAMAWA STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,10560,AKWA IBOM STATE GOVERMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,10562,ONDO STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,10563,SOKOTO STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Africa,10581,DEUTSCHE GESELLSCHAFT FUR TECH,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0.00%,0
Africa,10605,DEVELOPMENT COOPERATION IRELAN,IRL,Ireland,IRL_GOVT,Ireland Government,0.00%,0
Africa,10684,MINISTRY OF BASIC EDUCATION,NAM,Namibia,NAM_MIN,Namibia Ministry,0.00%,14249.53
Africa,10685,INTERNATIONAL DEVELOPMENT ASSO,IFI_WB,IFI_WB,WB,WORLD BANK,0.00%,0
Africa,10699,WORLD CONSERVATION UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WCU,WORLD CONSERVATION UNION,0.00%,113.43
Africa,10712,KOREA INTERN. COOPERATION AGEN,KOR,Republic of Korea,KOR_MIN,Republic of Korea Ministry,0.00%,440.9
Africa,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,4.40%,81366434.4
Africa,10734,INSTITUTE GLOBAL ENVI STRATEGY,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IGES,PRIV_IGES,0.00%,26326.84
Africa,10776,UNWOMEN - CSA,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0.00%,5755.58
Africa,10778,UNFPA-CSA,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0.00%,-296.55
Africa,10779,UNOPS-CSA,UN_AGY 1,UN AGENCY 1,UNOPS,United Nations Office for Proj,0.00%,0
Africa,10780,UN FUND FOR UNWOMEN,UN_AGY 1,UN AGENCY 1,UN FUND-UNIFEM,AGY_UNFUND FOR UNIFEM,0.00%,0
Africa,10781,THE HUNTER FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HUNTER F.,PRIV_HUNTER F.,0.00%,-0.62
Africa,10783,"MILLENNIUM PROMISE ALLIANCE, I",PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MP,MILLENNIUM PROMISE,0.00%,0
Africa,10784,SHELL FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SHELL F.,PRIV_SHELL FOUNDATION,0.01%,110542.06
Africa,10839,THE WILLIAM AND FLORE HEWLETT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HEWLETT FDT,PRIV_HEWLETT FDT FOUND,0.01%,217186.13
Africa,10861,ALLIANCE OF MAYORS AND MUNICIP,NAM,Namibia,NAM_GOVT,Namibia Government,0.00%,0
Africa,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,0.00%,6134.35
Africa,10881,TOTAL S.A.  Multinational Comp,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SYR-TOTAL,PRIV_SYR-TOTAL,0.00%,26171.65
Africa,10887,COLUMBIA UNIVERSITY (EARTH INS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,COLUMBIA U,PRI_COLUMBIA UNIVERSITY,0.00%,0
Africa,10950,CARE YAOUNDE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CARE,PRIV_CARE INTERNATIONAL,0.00%,0
Africa,10958,ORG.ECONOMIC CO-OPERATION AND,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OECD,OECD,0.00%,0
Africa,10977,COMMON FUND - CHOC,MUTLI_AGY2,MULTI-LATERAL AGENCY2,COMMON_FUND,COMMON FUND,0.00%,0
Africa,11001,ECOWAS,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ECOWAS,ECOWAS,0.00%,0
Africa,11072,AECI-AGENCIA ESPANOLA DE COOPE,ESP,Spain,ESP_MIN,Spain Ministry,0.00%,137.45
Africa,11074,AGENCE FRANCAISE DE DEVELOPPEM,FRA,France,FRA_GOVT,France Government,0.00%,0
Africa,11137,WEST AFRICAN ECONOMIC AND MONE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,UEMOA,UEMOA,0.00%,38413.18
Africa,11140,Japanese international Coopera,JPN,Japan,JPN_GOVT,Japan Government,0.07%,1315154.35
Africa,11177,CADBURY HOLDINGS LTD,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CADBURY,PRIV_UNITED KINGDOM,0.02%,327977.01
Africa,11186,"Yamaha Motor Co, LTD",PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,YAMAHA,PRIV_JAPAN,0.00%,2351.31
Africa,11207,US Department of State,USA,United States of America,USA_GOVT,United States of America Gover,0.00%,13853.29
Africa,11211,IRISH AID,IRL,Ireland,IRL_GOVT,Ireland Government,0.01%,262252.67
Africa,11222,MDG Cnetre,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MDG CENTRE,PRIV_KENYA BASED,0.00%,1229.85
Africa,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,0.04%,729294.65
Africa,11243,HUMANITY UNITED,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HUMANITY U,PRIV_USA,0.00%,9420.23
Africa,11266,Austrian Development Agency,AUT,Austria,AUT_GOVT,Austria Government,0.03%,622571.97
Africa,11268,Delta State Government,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.13%,2395312.23
Africa,11269,BYE-ALFA-BANK,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ALFA-BANK,PRI-RUSSIA,0.00%,0
Africa,11284,MTN Ghana Foundation,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MTN GH,PRIV_GHANA,0.00%,-359.55
Africa,11288,Mitsui & CO. Ltd,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MITSUI & C,PRIV_CORPORATION_JAPAN,0.00%,0
Africa,11293,BFV SG,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BFV SG,PRIV_BANK_FRANCE,0.00%,0
Africa,11302,TAKSVARKKI RY - ODW FINLAND,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ODW FINLAN,PRIV_NGO_FINLAND,0.00%,3385.03
Africa,11340,MDTFO/JP_LBR_Gender_Equality,MDTF1,BU,LBR_GEN_EQ,JP_LBR GENDER EQUALITY,0.00%,0
Africa,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0.00%,71527.14
Africa,11363,Peacebuilding Fund,MDTF1,BU,PBF,PEACEBUILDING,0.77%,14180700.23
Africa,11364,MDTFO\JP_MDG-F_Conflict_&_PB,MDTF1,BU,MDGF_CONFL,BCPR CONFLICT PREVENTION,0.00%,7929.1
Africa,11365,MDTFO\JP_Central_Fund_Influenz,MDTF1,BU,CFIA,CENTRAL FUND FOR INFLUENZA,0.00%,9.07
Africa,11370,Conservation des Especes Anima,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CEPA,PRIV_FRANCE,0.00%,0.26
Africa,11400,MDTFO/JP_Sierra_Leone_MDTF,MDTF1,BU,SL_MDTF,JP SIERRA LEONE,0.00%,15611.75
Africa,11403,SDC-Swiss Agency For Developme,CHE,Switzerland,CHE_MIN,Switzerland Ministry,0.01%,271449.15
