Region Code Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Expenses,Expenses
Latin America & the Caribbean,1360,COL-MINISTERIO DE MINAS Y ENE,COL,Colombia,COL_MIN,Colombia Ministry,0.02%,"309,150"
Latin America & the Caribbean,1364,HON-MINISTERIO DE LA PRESIDENC,HND,Honduras,HND_MIN,Honduras Ministry,0.00%,"64,299"
Latin America & the Caribbean,1366,COL-MINISTERIO DE PROTECCION S,COL,Colombia,COL_MIN,Colombia Ministry,0.00%,0
Latin America & the Caribbean,1367,PER-MINISTERIO PUBLICO,PER,Peru,PER_MIN,Peru Ministry,0.00%,0
Latin America & the Caribbean,1369,PER-MINISTERIO DE RELACIONES,PER,Peru,PER_MIN,Peru Ministry,0.04%,"819,055"
Latin America & the Caribbean,1370,PER-MINISTERIO DE SALUD,PER,Peru,PER_MIN,Peru Ministry,0.00%,0
Latin America & the Caribbean,1371,CHI-MINISTERIO DE SALUD,CHL,Chile,CHL_MIN,Chile Ministry,0.00%,0
Latin America & the Caribbean,1372,HON-MINISTERIO DE SALUD PUBLIC,HND,Honduras,HND_MIN,Honduras Ministry,0.00%,"80,474"
Latin America & the Caribbean,1373,COL-MINISTERIO DE TRABAJO Y SE,COL,Colombia,COL_MIN,Colombia Ministry,0.18%,"3,239,302"
Latin America & the Caribbean,1375,COL-MINISTERIO DE TRANSPORTE,COL,Colombia,COL_MIN,Colombia Ministry,0.00%,0
Latin America & the Caribbean,1376,CUB-MINISTERIO INVERSIÓN EXTRA,CUB,Cuba,CUB_MIN,Cuba Ministry,0.00%,0
Latin America & the Caribbean,1377,CHI-MINISTERIO DE VIVIENDA Y U,CHL,Chile,CHL_MIN,Chile Ministry,0.09%,"1,559,737"
Latin America & the Caribbean,1383,BOL-MINISTERIO DE JUSTICIA Y D,BOL,Bolivia,BOL_MIN,Bolivia Ministry,0.00%,0
Latin America & the Caribbean,1389,ECU-MINISTERIO DE MEDIO AMBIEN,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0.00%,0
Latin America & the Caribbean,1391,PER-MUNICIPALIDAD METROPOLITAN,PER,Peru,PER_MIN,Peru Ministry,0.05%,"882,079"
Latin America & the Caribbean,1418,ECU-MINISTERIO DE OBRAS PUBLIC,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0.00%,0
Latin America & the Caribbean,1420,TRI-MINISTRY OF PLANNING & DEV,TTO,Trinidad and Tobago,TTO_MIN,Trinidad and Tobago Ministry,0.00%,0
Latin America & the Caribbean,1429,BOL-MINISTERIO DE LA PRESIDENC,BOL,Bolivia,BOL_MIN,Bolivia Ministry,0.00%,0
Latin America & the Caribbean,1431,CHI-MINISTERIO DE RELACIONES E,CHL,Chile,CHL_MIN,Chile Ministry,0.01%,"207,229"
Latin America & the Caribbean,1432,ECU-MINISTERIO DE RELACIONES E,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0.00%,0
Latin America & the Caribbean,1436,VEN-MINISTERIO DE SALUD Y DESA,VEN,Venezuela,VEN_MIN,Venezuela Ministry,0.00%,0
Latin America & the Caribbean,1438,ECU-MINISTERIO DE SALUD PUBLIC,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0.00%,0
Latin America & the Caribbean,1439,BOL-MINISTERIO DE SALUD Y PREV,BOL,Bolivia,BOL_MIN,Bolivia Ministry,0.00%,0
Latin America & the Caribbean,1440,VEN-MINISTERIO DEL TRABAJO,VEN,Venezuela,VEN_MIN,Venezuela Ministry,0.00%,0
Latin America & the Caribbean,1443,PER-MINISTERIO TRANSPORTES Y C,PER,Peru,PER_MIN,Peru Ministry,0.00%,0
Latin America & the Caribbean,1445,URU-MINISTERIO DE TRANSPORTE Y,URY,Uruguay,URY_MIN,Uruguay Ministry,0.00%,0
Latin America & the Caribbean,1446,PER-MIN.TRAB. Y PROM. EMPLEO R,PER,Peru,PER_MIN,Peru Ministry,0.00%,0
Latin America & the Caribbean,1447,PER-MINISTERIO DE TRABAJO Y PR,PER,Peru,PER_MIN,Peru Ministry,0.00%,0
Latin America & the Caribbean,1448,PER-MIN. TRAB. Y PROM. SOCIAL,PER,Peru,PER_MIN,Peru Ministry,0.00%,0
Latin America & the Caribbean,1449,PER-MTPS DONACIONES Y TRANSFER,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Latin America & the Caribbean,1450,PER-MTPS DON. Y TRANSF. ACUERD,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MTPSDONKFW,PRIV_PER-MTPS DON. Y TRANSF. A,0.00%,0
Latin America & the Caribbean,1453,ECU-MUNICIPIO DE CUENCA,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0.00%,"2,045"
Latin America & the Caribbean,1454,ECU-MUNICIPALIDAD DE PEDRO MON,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0.00%,0
Latin America & the Caribbean,1455,ECU-MUNICIPALIDAD DE RUMIÑAHUI,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0.00%,0
Latin America & the Caribbean,1457,ECU-MUNICIPIO DE CAYAMBE,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0.00%,0
Latin America & the Caribbean,1458,ECU-ILUSTRE MUNICIPIO DE GUAYA,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0.00%,0
Latin America & the Caribbean,1459,ECU-MUNICIPIO DEL DISTRITO MET,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0.01%,"168,157"
Latin America & the Caribbean,1463,TUK-MUNICIPALITY,TKM,Turkmenistan,TKM_MIN,Turkmenistan Ministry,0.00%,0
Latin America & the Caribbean,1464,PER-MINISTERIO DE VIVIENDA CON,PER,Peru,PER_MIN,Peru Ministry,0.00%,0
Latin America & the Caribbean,1465,"URU-MINISTERIO DE VIVIENDA, OR",URY,Uruguay,URY_MIN,Uruguay Ministry,0.07%,"1,239,351"
Latin America & the Caribbean,1466,ARG-GOBIERNO DE LA PROVINCIA D,ARG,Argentina,ARG_GOVT,Argentina Government,0.00%,0
Latin America & the Caribbean,1470,MEX-NACIONAL FINANCIERA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NAFIN,PRIV_MEX-NACIONAL FINANCIERA,0.00%,0
Latin America & the Caribbean,1482,JAM-ROYAL NETHERLANDS EMBASSY,NLD,Netherlands,NLD_MIN,Netherlands Ministry,0.00%,0
Latin America & the Caribbean,1483,BUL-NEW MUNICIPALITIES IN BB I,BGR,Bulgaria,BGR_MIN,Bulgaria Ministry,0.00%,0
Latin America & the Caribbean,1485,PER-NATIONAL EXECUTION (GVT AS,UN_AGY 1,UN AGENCY 1,NEX,AGY_PER-NATIONAL EXECUTION (GV,0.00%,0
Latin America & the Caribbean,1488,BRA-NON-GOVERNMENTAL ORGANISAT,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NGO1,PRIV_BRA-NON-GOVERNMENTAL ORGA,0.00%,0
Latin America & the Caribbean,1499,MEX-NATURAL HERITAGE INSTITUTE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NHI,PRIV_MEX-NATURAL HERITAGE INST,0.00%,0
Latin America & the Caribbean,1500,NIC-GOBIERNO DE NICARAGUA,NIC,Nicaragua,NIC_GOVT,Nicaragua Government,0.00%,0
Latin America & the Caribbean,1508,CHI-SERV.SALUD ÑUBLE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ÑUBLE,PRIV_CHI-SERV.SALUD ÑUBLE,0.00%,0
Latin America & the Caribbean,1511,COL-OFICINA DEL ALTO COMISIONA,UN_AGY 1,UN AGENCY 1,O.A.C.P.,AGY_COL-OFICINA DEL ALTO COMIS,0.00%,0
Latin America & the Caribbean,1513,CHI-SERVICIO SALUD METROPOLITA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,OCCIDENTE_4,PRIV_CHI-SERVICIO SALUD METROP,0.00%,0
Latin America & the Caribbean,1534,CUB-PROGRAMA DE NNUU PARA EL S,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ONUSIDA,PRIV_CUB-PROGRAMA DE NNUU PARA,0.00%,0
Latin America & the Caribbean,1536,URU-OFICINA DE PLANEAMIENTO Y,URY,Uruguay,URY_MIN,Uruguay Ministry,0.04%,"704,177"
Latin America & the Caribbean,1537,URU-OPP - DIVISIÓN COOPERACIÓN,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,OPP/DCI,PRIV_URU-OPP - DIVISIÓN COOPER,0.00%,0
Latin America & the Caribbean,1540,URU-OFICINA PLANEAMIENTO Y PRE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,OPP/MRREE,PRIV_URU-OFICINA PLANEAMIENTO,0.00%,0
Latin America & the Caribbean,1549,PER-OPEN SOCIETY INSTITUTE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OSI,PRIV_OPEN SOCIETY INSTITUTE,0.00%,0
Latin America & the Caribbean,1556,BRA-OTHER,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Latin America & the Caribbean,1559,MEX-OTRAS INSTANCIAS DE APOYO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,OTROS_3,PRIV_MEX-OTRAS INSTANCIAS DE A,0.00%,0
Latin America & the Caribbean,1560,GUA-OTROS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,OTROS,PRIV_GUATEMALA,0.00%,"89,674"
Latin America & the Caribbean,1561,PAR-OTHER DONORS,UN_AGY 1,UN AGENCY 1,OTROS_2,AGY_PAR-OTHER DONORS_2,0.00%,0
Latin America & the Caribbean,1564,PER-OXFORD COMMITTEE FOR FAMIN,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OXFAM,PRIV_OXFORD,0.00%,0
Latin America & the Caribbean,1566,URU-PROGRAMA DE COOPERACIÓN CI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,P.C.C.I.P.,PRIV_URU-PROGRAMA DE COOPERACI,0.00%,0
Latin America & the Caribbean,1573,PER-PRESIDENCIA DEL CONSEJO DE,PER,Peru,PER_MIN,Peru Ministry,0.50%,"9,205,529"
Latin America & the Caribbean,1577,"VEN-PETROLEOS DE VENEZUELA, S.",PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PDVSA,PRIV_VEN-PETROLEOS DE VENEZUEL,0.00%,0
Latin America & the Caribbean,1578,COL-PERSONERIA DE SANTAFE DE B,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PERSONERIA,PRIV_COL-PERSONERIA DE SANTAFE,0.00%,0
Latin America & the Caribbean,1589,COL-PLAN CARIBE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PLAN CARIB,PRIV_COL-PLAN CARIBE,0.00%,0
Latin America & the Caribbean,1591,BOL-PREFECTURA DEL DEPARTAMENT,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PLPZ,PRIV_BOL-PREFECTURA DEL DEPART,0.00%,0
Latin America & the Caribbean,1592,PER-EMPRESA PLUSPETROL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PLUSPETROL,PRIV_PER-EMPRESA PLUSPETROL,0.00%,0
Latin America & the Caribbean,1598,HON-PROGRAMA DE LAS NAC.UNIDAS,UN_AGY 1,UN AGENCY 1,PNUD C-S,AGY_HON-PROGRAMA DE LAS NAC.UN,0.01%,"264,499"
Latin America & the Caribbean,1599,PER-PODER JUDICIAL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PODJUD,PRIV_PER-PODER JUDICIAL,0.00%,836
Latin America & the Caribbean,1607,ECU-PRESIDENCIA DE LA REPUBLIC,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRESID.1,PRIV_ECU-PRESIDENCIA DE LA REP,0.00%,0
Latin America & the Caribbean,1613,URU-PROGR.CONSERV.BIODIVERSIDA,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Latin America & the Caribbean,1614,MEX-PRODUCTORES ACUÍCOLAS DEL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRODUCTORE,PRIV_MEX-PRODUCTORES ACUÍCOLAS,0.00%,0
Latin America & the Caribbean,1615,PER-AGENCIA DE PROMOCION DE LA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PROINVERSI,PRIV_PER-AGENCIA DE PROMOCION,0.00%,0
Latin America & the Caribbean,1617,RUS-RESEARCH& PRODUCTION ENTER,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Latin America & the Caribbean,1618,PER-PROMOCION DE IMAGEN DEL PE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PROMPERU,PRIV_PER-PROMOCION DE IMAGEN D,0.00%,0
Latin America & the Caribbean,1619,PER-PROM.EXP,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PROMPEX,PRIV_PER-PROM.EXP,0.00%,0
Latin America & the Caribbean,1622,CPR-PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,0.00%,0
Latin America & the Caribbean,1623,BOL-PREFECTURA DEL DEPARTAMENT,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PLPZ2,PRIV_BOL-PREFECTURA DEL DEPART,0.00%,0
Latin America & the Caribbean,1631,BUL-RAZLOG MUNICIPALITY,BGR,Bulgaria,BGR_MIN,Bulgaria Ministry,0.00%,0
Latin America & the Caribbean,1636,COL-RED DE SOLIDARIDAD SOCIAL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,REDSOLIDAR,PRIV_COL-RED DE SOLIDARIDAD SO,0.00%,0
Latin America & the Caribbean,1639,COL-REGISTRADURIA NACIONAL DEL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,REGNACIV,PRIV_COL-REGISTRADURIA NACIONA,0.00%,0
Latin America & the Caribbean,1648,ECU-PROYECTO ACCESS TO JUSTICE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,RLAM09,PRIV_ECU-PROYECTO ACCESS TO JU,0.00%,0
Latin America & the Caribbean,1655,RUS-RUSSIAN GOVERNMENT,RUS,Russian Federation,RUS_GOVT,Russian Federation Government,0.00%,0
Latin America & the Caribbean,1656,GEO-ROUL WALLENBURG INSTITUTE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,RWI,PRIV_GEO-ROUL WALLENBURG INSTI,0.00%,0
Latin America & the Caribbean,1658,HON-SECRETARIA DE AGRICULTURA,HND,Honduras,HND_MIN,Honduras Ministry,0.19%,"3,460,922"
Latin America & the Caribbean,1659,"MEX-SECRETARIA DE AGRICULTURA,",OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Latin America & the Caribbean,1660,HON-SECRETARIA PARA ASUNTOS DE,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Latin America & the Caribbean,1665,URU-SUPREMA CORTE DE JUSTICIA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SCJ,PRIV_URU-SUPREMA CORTE DE JUST,0.02%,"386,526"
Latin America & the Caribbean,1668,MEX-SECRETARIA DE ECONOMIA,MEX,Mexico,MEX_MIN,Mexico Ministry,0.04%,"669,629"
Latin America & the Caribbean,1671,URU-SECRETARIA PRESIDENCIA DE,URY,Uruguay,URY_MIN,Uruguay Ministry,0.00%,"82,164"
Latin America & the Caribbean,1672,ECU-SECRETARIA NACIONAL DE DIA,ECU,Ecuador,ECU_MIN,Ecuador Ministry,0.00%,0
Latin America & the Caribbean,1674,COL-SECRETARIA DE HACIENDA DE,COL,Colombia,COL_MIN,Colombia Ministry,0.00%,0
Latin America & the Caribbean,1676,COL-SECTOR PRIVADO GENERAL,UN_AGY 1,UN AGENCY 1,SECTPRIV,AGY_COL-SECTOR PRIVADO GENERAL,0.00%,0
Latin America & the Caribbean,1677,COL-SECRETARIA DE TRANSITO Y T,COL,Colombia,COL_MIN,Colombia Ministry,0.00%,0
Latin America & the Caribbean,1678,HON-SECRETARIA DE TURISMO,HND,Honduras,HND_MIN,Honduras Ministry,0.00%,0
Latin America & the Caribbean,1679,MEX-SECRETARÍA DE DESARROLLO A,MEX,Mexico,MEX_MIN,Mexico Ministry,0.00%,0
Latin America & the Caribbean,1680,MEX-SECRETARIA DE DESARROLLO S,MEX,Mexico,MEX_MIN,Mexico Ministry,0.02%,"314,186"
Latin America & the Caribbean,1682,CHI-SECRETARIA GENERAL DE LA P,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SEGPRES,PRIV_CHI-SECRETARIA GENERAL DE,0.03%,"605,482"
Latin America & the Caribbean,1683,MEX-SECRETARIA DE MEDIO AMBIEN,MEX,Mexico,MEX_MIN,Mexico Ministry,0.22%,"3,946,405"
Latin America & the Caribbean,1684,COL-SERVICIO NACIONAL DE APREN,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SENA,PRIV_COL-SERVICIO NACIONAL DE,0.00%,0
Latin America & the Caribbean,1686,VEN-SERVICIO NACIONAL INTEGRAD,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SENIAT,PRIV_VEN-SERVICIO NACIONAL INT,0.00%,0
Latin America & the Caribbean,1688,HON-SECRETARIA DE RECURSOS NAT,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SERNA,PRIV_HON-SECRETARIA DE RECURSO,0.00%,0
Latin America & the Caribbean,1689,COL-SERVICOMERCIO LTDA,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Latin America & the Caribbean,1696,HON-SECRETARIA DE GOBERNACION,HND,Honduras,HND_GOVT,Honduras Government,0.00%,0
Latin America & the Caribbean,1700,CHI-SERVICIO DE IMPUESTOS INTE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SII,PRIV_CHI-SERVICIO DE IMPUESTOS,0.00%,0
Latin America & the Caribbean,1709,"HON-SECRETARIA OBRAS PUBLICAS,",PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SOPTRAVI,PRIV_HON-SECRETARIA OBRAS PUBL,0.00%,0
Latin America & the Caribbean,1711,AZE-OPEN SOCIETY INSTITUTE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SOROS-OSI,PRIV_AZE-OPEN SOCIETY INSTITUT,0.00%,0
Latin America & the Caribbean,1713,PER-SOUTHERN PERU,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Latin America & the Caribbean,1714,COL-SUPERINTENDENCIA DE PUERTO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SP.PUERTOS,PRIV_COL-SUPERINTENDENCIA DE P,0.00%,0
Latin America & the Caribbean,1715,POL-SCHOOL OF PUBLIC HEALTH IN,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SPH,PRIV_POL-SCHOOL OF PUBLIC HEAL,0.00%,0
Latin America & the Caribbean,1716,COL-SOCIEDAD PORTUARIA REGIONA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SPRB,PRIV_COL-SOCIEDAD PORTUARIA RE,0.00%,0
Latin America & the Caribbean,1717,MEX-SECRETARIA DE RELACIONES E,MEX,Mexico,MEX_MIN,Mexico Ministry,0.03%,"568,786"
Latin America & the Caribbean,1718,COL-SURAMERICANA DE SEGUROS S.,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SS,PRIV_COL-SURAMERICANA DE SEGUR,0.00%,0
Latin America & the Caribbean,1719,MEX-SECRETARÍA DE SALUD,MEX,Mexico,MEX_MIN,Mexico Ministry,0.00%,"15,972"
Latin America & the Caribbean,1720,COL-SUPERINTENDENCIA DE SERVIC,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SSPD,PRIV_COL-SUPERINTENDENCIA DE S,0.00%,0
Latin America & the Caribbean,1722,BOL-SEGURO SOCIAL UNIVERSITARI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SSU,PRIV_BOL-SEGURO SOCIAL UNIVERS,0.00%,0
Latin America & the Caribbean,1723,BOL-SUPERINTENDENCIA DE TELECO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ST,PRIV_BOL-SUPERINTENDENCIA DE T,0.00%,0
Latin America & the Caribbean,1726,CHI-SUBSECRETARÍA DE DESARROLL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SUBDERE,PRIV_CHI-SUBSECRETARÍA DE DESA,0.00%,0
Latin America & the Caribbean,1731,CPR-SUZHOU PURIFICATION EQUIPM,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SUZHOU,PRIV_CPR-SUZHOU PURIFICATION E,0.00%,0
Latin America & the Caribbean,1736,CHI-SERVICIO SALUD TALCAHUANO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TALCAHUANO,PRIV_CHI-SERVICIO SALUD TALCAH,0.00%,0
Latin America & the Caribbean,1739,MEX-TRIBUNAL ELECTORAL DEL POD,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TEPJF,PRIV_MEX-TRIBUNAL ELECTORAL DE,0.01%,"106,844"
Latin America & the Caribbean,1749,CHI-TRANSANTTIAGO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TRANSANTIA,PRIV_CHI-TRANSANTTIAGO,0.02%,"347,516"
Latin America & the Caribbean,1750,COL-TRANSMILENIO S.A,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TRANSMILEN,PRIV_COL-TRANSMILENIO S.A,0.00%,0
Latin America & the Caribbean,1751,TRI-THE GOVERNMENT OF TRINIDAD,TTO,Trinidad and Tobago,TTO_GOVT,Trinidad and Tobago Government,0.00%,"34,151"
Latin America & the Caribbean,1753,"TRI-MINISTRY OF HEALTH, TRINID",TTO,Trinidad and Tobago,TTO_MIN,Trinidad and Tobago Ministry,0.00%,0
Latin America & the Caribbean,1759,CHI-UNIVERSIDAD AUSTRAL DE CHI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UACH,PRIV_CHI-UNIVERSIDAD AUSTRAL D,0.00%,0
Latin America & the Caribbean,1760,COL-UNIDAD ADMINISTRATIVA ESPE,COL,Colombia,COL_MIN,Colombia Ministry,0.00%,0
Latin America & the Caribbean,1761,COL-UNIDAD ADMTIVA ESPECIAL SI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UAESPNN,PRIV_COL-UNIDAD ADMTIVA ESPECI,0.00%,0
Latin America & the Caribbean,1762,BOL-UNIVERSIDAD AUTÓNOMA GABRI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UAGRM,PRIV_BOL-UNIVERSIDAD AUTÓNOMA,0.00%,0
Latin America & the Caribbean,1764,CHI-UNIVERSIDAD DE CHILE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UCHILE,PRIV_CHI-UNIVERSIDAD DE CHILE,0.00%,0
Latin America & the Caribbean,1767,CHI-UNIVERSIDAD DE CONCEPCION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UDEC,PRIV_CHI-UNIVERSIDAD DE CONCEP,0.00%,0
Latin America & the Caribbean,1768,ECU-UNIDAD DE DESARROLLO NORTE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UDENOR,PRIV_ECU-UNIDAD DE DESARROLLO,0.00%,0
Latin America & the Caribbean,1769,CHI-UNIVERSIDAD DIEGO PORTALES,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UDP,PRIV_CHI-UNIVERSIDAD DIEGO POR,0.00%,0
Latin America & the Caribbean,1771,NIC-UNION EUROPEA,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,0.00%,0
Latin America & the Caribbean,1772,PER-UNION EUROPEA,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,0.00%,0
Latin America & the Caribbean,1777,BOL-UNIVERSIDAD MAYOR DE SAN A,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UMSA,PRIV_BOL-UNIVERSIDAD MAYOR DE,0.00%,0
Latin America & the Caribbean,1778,BOL-UNIVERSIDAD MAYOR DE SAN S,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UMSS,PRIV_BOL-UNIVERSIDAD MAYOR DE,0.00%,0
Latin America & the Caribbean,1781,LAO-UNITED NATIONS AIDS PROGRA,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0.00%,0
Latin America & the Caribbean,1784,POL-UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0.00%,0
Latin America & the Caribbean,1787,COL-UNITED NATIONS DEVELOPMENT,UN_AGY 1,UN AGENCY 1,UND_!,AGY_COL-UNITED NATIONS DEVELOP,0.00%,0
Latin America & the Caribbean,1791,ECU-UNDP - ADJUSTMENTS,ECU,Ecuador,ECU_GOVT,Ecuador Government,0.00%,0
Latin America & the Caribbean,1799,MEX-UNITED NATIONS DEVELOPMENT,UN_AGY 1,UN AGENCY 1,UNDP-ADJ,AGY_MEX-UNITED NATIONS DEVELOP,0.00%,0
Latin America & the Caribbean,1801,ELS-UNDP ADJUSTMENT,SLV,El Salvador,SLV_GOVT,El Salvador Government,0.00%,0
Latin America & the Caribbean,1804,BAR-UNITED NATIONS ENVIRONMENT,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,0.00%,0
Latin America & the Caribbean,1806,MEX-UN CHILDREN´S FUND,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,"33,139"
Latin America & the Caribbean,1808,COL-UNIVERSIDAD DE CORDOBA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UNICORDOBA,PRIV_COL-UNIVERSIDAD DE CORDOB,0.00%,0
Latin America & the Caribbean,1812,URU-UNIDAD REGULADORA DE SERVI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,URSEA,PRIV_URU-UNIDAD REGULADORA DE,0.00%,0
Latin America & the Caribbean,1818,CHI-UNIVERSIDAD DE VALPARAISO,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,UV,PRIV_CHI-UNIVERSIDAD DE VALPAR,0.00%,0
Latin America & the Caribbean,1819,CHI-SERVICIO SALUD VALDIVIA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,VALDIVIA,PRIV_CHI-SERVICIO SALUD VALDIV,0.00%,0
Latin America & the Caribbean,1824,COL-VEEDURIA DISTRITAL,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,VEEDIST.,PRIV_COL-VEEDURIA DISTRITAL,0.00%,0
Latin America & the Caribbean,1828,BOL-VICEMINISTERIO DE INVERSIÓ,BOL,Bolivia,BOL_MIN,Bolivia Ministry,0.00%,0
Latin America & the Caribbean,1834,BOL-VICEMINISTERIO DE SERVICIO,BOL,Bolivia,BOL_MIN,Bolivia Ministry,0.00%,0
Latin America & the Caribbean,1836,BOL-VICEMINISTERIO DE TESORO Y,BOL,Bolivia,BOL_MIN,Bolivia Ministry,0.00%,0
Latin America & the Caribbean,1851,CONVERSION MULTI-SPONSOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CNVMULTI,PRIV_CONVERSION MULTI-SPONSOR,0.00%,0
