Region Code Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Expenses,Expenses
Arab States,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0.00%,"13,474"
Arab States,11716,SYR-REGIONAL PLANNING COMISION,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,0.01%,"151,266"
Arab States,11717,SYR-CHAMBR COMERCE&IND.-RAQQA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SYRIA,PRIVATE NATIONAL,0.00%,0
Arab States,11730,GETF,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,TUNISIA,PRIVATE INTERNATIONAL,0.00%,"2,174"
Arab States,11752,Sawiris Foundation,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,EGYPT,PRIVATE NATIONAL,0.00%,"88,295"
Arab States,11768,Cooperation Suisse,CHE,Switzerland,CHE_MIN,Switzerland Ministry,0.00%,"51,377"
Arab States,11779,MPTF Libya recovery Trust Fund,MDTF1,BU,LBY_,MPTF Libya recovery Trust Fund,0.10%,"1,781,616"
Arab States,11781,SYR-VITOL CHARITABLE FOUND.,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SYRIA,PRIVATE NATIONAL,0.00%,0
Arab States,11782,SYR-ASFARI FOUNDATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SYRIA,PRIVATE NATIONAL,0.00%,0
Arab States,11783,Lebanese Association for Anti-,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,LEBANON,PRIVATE NATIONAL,0.00%,0
Arab States,11788,High Nation. Elect. Committee,LBY,Libyan Arab Jamahiriya,LBY_GOVT,Libyan Arab Jamahiriya Governm,0.04%,"685,913"
Arab States,11790,SHELL IRAQ PETROLEUM DEVELOPME,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SHELL IRAQ,SHELL IRAQ PETROLEUM DEVELOPME,0.06%,"1,150,434"
Arab States,11793,UNDP AS MA_POOLED FUNDS,UN_AGY 1,UN AGENCY 1,UNDP_MA,UNDP AS MA_POOLED FUNDS,0.00%,"70,380"
Arab States,11795,Int'l Gas and Oil Company,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,YEMEN,PRIVATE NATIONAL,0.00%,0
Arab States,11799,Banque Libano-Francaise,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,LEBANON,PRIVATE NATIONAL,0.00%,"23,658"
Arab States,11808,Dubai Supreme Council for Ener,ARE,United Arab Emirates,ARE_MIN,United Arab Emirates Ministry,0.00%,0
Arab States,11879,University of Bahrain,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BAHRAIN,University of Bahrain (UoB),0.00%,0
Arab States,11911,Bank Beirut and the Arab World,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,LEBANON,PRIVATE NATIONAL,0.01%,"95,157"
Arab States,11916,Princess Al Anood Foundation,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SAUDI ARABIA,PRIVATE NATIONAL,0.00%,"39,600"
Arab States,11930,MPTFO JP Sudan Refugees,MDTF1,BU,SUDAN REFUEGEES,MPTFO JP Sudan Refugees,0.06%,"1,139,277"
Arab States,11950,PEACE APPEAL FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,LEBANON PI,PRIVATE INTERNATIONAL,0.00%,0
Arab States,11952,BRA-MAERSK,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BRAZIL,PRIVATE NATIONAL,0.00%,"26,525"
Arab States,11963,EGYPTIAN POST,EGY,Egypt,EGY_MIN,Egypt Ministry,0.01%,"216,418"
Arab States,11971,MDTFO/UNDP-JP Palest. Refugees,MDTF1,BU,PAL JP,MDTFO/UNDP-JP Palest. Refugees,0.01%,"185,462"
Arab States,11975,Provincia di Viterbo,ITA,Italy,ITA_GOVT,Italy Government,0.01%,"107,346"
Arab States,11982,MDTFO/UNDP-Counter Piracy,MDTF1,BU,CPTF,MDTFO/UNDP-Counter Piracy Trus,0.02%,"376,982"
Arab States,11991,BANQUE DU LIBAN,LBN,Lebanon,LBN_MIN,Lebanon Ministry,0.00%,"36,750"
Arab States,11992,RICERCA E COOPERAZIONE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,RICERCAECO,RICERCA E COOPERAZIONE,0.01%,"92,561"
Arab States,11996,VILLE DE MARSEILLE,FRA,France,FRA_GOVT,France Government,0.00%,0
Arab States,12001,Unitarian Universalist Serv Cm,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SUDAN,PRIVATE INTERNATIONAL,0.00%,"13,008"
Arab States,12008,STENA AB,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,STENA AB,STENA AB,0.00%,"80,842"
Arab States,12009,NIPPON YUSEN KABUSHIKI KAISHA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NYK LINE,NIPPON YUSEN KABUSHIKI KAISHA,0.00%,"52,825"
Arab States,12010,KAWASAKI KISEN KAISHA LIMITED,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,K LINE,KAWASAKI KISEN KAISHA LIMITED,0.00%,204
Arab States,12011,BP INTERNATIONAL LIMITED,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BP,PRIV_BRITISH PETROLEUM,0.01%,"100,185"
Arab States,12124,International Humanitarian Cit,-,-,-,-,0.00%,0
Arab States,54391,LEB-Ministry of Interior,LBN,Lebanon,LBN_MIN,Lebanon Ministry,0.00%,"33,690"
Arab States,54392,Ministry of Foreign Affairs an,KOR,Republic of Korea,KOR_MIN,Republic of Korea Ministry,0.01%,"110,212"
Arab States,54410,SYR-SILATECH,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SILATECH,PRIV_QATAR,0.00%,"37,586"
Arab States,54411,SYR CHAMBER COMMERCE & IND.,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CCI_SYR,PRIV_SYRIA,0.00%,0
Arab States,55421,Fade Salameh,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,FS,PRIV-LEBANON,(0.00%),(90)
Arab States,55455,Shi Family Charitable found,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SFCF,PRIV,0.00%,"6,151"
Asia and the Pacific,-,-,-,-,-,-,(0.00%),(0)
Asia and the Pacific,1,UN DEPT OF ECONOMIC AND SOCIAL,UN_AGY 1,UN AGENCY 1,UNDESA,AGY_UN DEPT OF ECONOMIC AND SO,0.00%,0
Asia and the Pacific,3,INTERNATIONAL LABOUR ORGANIZAT,UN_AGY 1,UN AGENCY 1,ILO,AGY_INTERNATIONAL LABOUR ORGAN,0.00%,"5,661"
Asia and the Pacific,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0.00%,389
Asia and the Pacific,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,0.00%,"1,288"
Asia and the Pacific,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,0.00%,0
Asia and the Pacific,10,INTERNATIONAL TELECOMMUNICATIO,UN_AGY 1,UN AGENCY 1,ITU,AGY_INTERNATIONAL TELECOMMUNIC,0.00%,0
Asia and the Pacific,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0.00%,"46,593"
Asia and the Pacific,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,0.00%,0
Asia and the Pacific,14,UNIVERSAL POSTAL UNION,UN_AGY 1,UN AGENCY 1,UPU,AGY_UNIVERSAL POSTAL UNION,0.00%,0
Asia and the Pacific,15,WORLD BANK (INT'L. BANK FOR RE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,0.02%,"351,101"
Asia and the Pacific,18,ASIAN DEVELOPMENT BANK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ASDB,Asian Development Bank,0.00%,"27,553"
Asia and the Pacific,20,ISLAMIC DEVELOPMENT BANK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ISDB,ISLAMIC DEVELOPMENT BANK,0.00%,0
Asia and the Pacific,22,ESCWA,UN_AGY 1,UN AGENCY 1,ESCWA,AGY_ECONOMIC AND SOCIAL COMMIS,0.00%,0
Asia and the Pacific,23,UN CENTRE FOR HUMAN SETTLEMENT,UN_AGY 1,UN AGENCY 1,UNCHS,AGY_UN CENTRE FOR HUMAN SETTLE,0.00%,0
Asia and the Pacific,24,INTERNATIONAL FINANCE CORPORAT,MUTLI_AGY2,MULTI-LATERAL AGENCY2,IFC,INTERNATIONAL FINANCE CORP,0.00%,0
Asia and the Pacific,25,EUROPEAN BANK FOR RECONSTRUCTI,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EBRD,Euro Bank for Reconstruct & De,0.00%,0
Asia and the Pacific,28,UN Office on Drugs and Crime,UN_AGY 1,UN AGENCY 1,UNODC,AGY_UN INTERNATIONAL DRUG CONT,0.00%,0
Asia and the Pacific,29,INTERNATIONAL NON-GOVERNMENTAL,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NGO(INTL),PRIV_INTERNATIONAL NON-GOVERNM,0.00%,0
Asia and the Pacific,30,NON-GOVERNMENTAL ORGANIZATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NGO(NATL)1,PRIV_NON-GOVERNMENTAL ORGANIZA,0.00%,190
Asia and the Pacific,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0.00%,"51,027"
Asia and the Pacific,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0.01%,"188,514"
Asia and the Pacific,34,UNITED NATIONS UNIVERSITY,UN_AGY 1,UN AGENCY 1,UNU,AGY_UNITED NATIONS UNIVERSITY,0.00%,30
Asia and the Pacific,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0.00%,"19,614"
Asia and the Pacific,36,INTERNATIONAL FUND FOR AGRICUL,UN_AGY 1,UN AGENCY 1,IFAD,AGY_NTERNATIONAL FUND FOR AGRI,0.00%,0
Asia and the Pacific,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0.00%,0
Asia and the Pacific,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0.00%,0
Asia and the Pacific,39,INTERNATIONAL MONETARY FUND,MUTLI_AGY2,MULTI-LATERAL AGENCY2,IMF,INTERNATIONAL MONETARY FUND,0.00%,0
Asia and the Pacific,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,0.00%,"72,123"
Asia and the Pacific,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,0.00%,"4,768"
Asia and the Pacific,43,INTERNATIONAL ORGANIZATION FOR,UN_AGY 1,UN AGENCY 1,IOM,AGY_INTERNATIONAL ORGANIZATION,0.00%,0
Asia and the Pacific,44,GOVERNMENT OF AFGHANISTAN,AFG,Afghanistan,AFG_GOVT,Afghanistan Government,0.06%,"1,044,823"
Asia and the Pacific,51,GOVERNMENT OF ANTIGUA AND BARB,ANT,Antigua and Barbuda,ANT_GOVT,Antigua and Barbuda Government,0.00%,0
Asia and the Pacific,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,0.10%,"1,786,230"
Asia and the Pacific,56,GOVERNMENT OF AUSTRIA,AUT,Austria,AUT_GOVT,Austria Government,0.01%,"136,344"
Asia and the Pacific,58,GOVERNMENT OF BAHRAIN,BHR,Bahrain,BHR_GOVT,Bahrain Government,0.00%,0
Asia and the Pacific,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,0.01%,"165,279"
Asia and the Pacific,64,GOVERNMENT OF BANGLADESH,BGD,Bangladesh,BGD_GOVT,Bangladesh Government,0.00%,0
Asia and the Pacific,71,GOVERNMENT OF BRAZIL,BRA,Brazil,BRA_GOVT,Brazil Government,0.00%,"67,400"
Asia and the Pacific,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,0.00%,133
Asia and the Pacific,80,GOVERNMENT OF CZECH REPUBLIC,CZE,Czech Republic,CZE_GOVT,Czech Republic Government,0.00%,"14,164"
Asia and the Pacific,84,GOVERNMENT OF CAMBODIA,KHM,Cambodia,KHM_GOVT,Cambodia Government,0.00%,0
Asia and the Pacific,87,GOVERNMENT OF COLOMBIA,COL,Colombia,COL_GOVT,Colombia Government,0.00%,0
Asia and the Pacific,88,GOVERNMENT OF COSTA RICA,CRI,Costa Rica,CRI_GOVT,Costa Rica Government,0.00%,0
Asia and the Pacific,89,GOVERNMENT OF CHINA,CHN,People's Republic of China,CHN_GOVT,People's Republic of China Gov,0.20%,"3,624,290"
Asia and the Pacific,93,GOVERNMENT OF CYPRUS,CYP,Cyprus,CYP_GOVT,Cyprus Government,0.00%,0
Asia and the Pacific,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,0.14%,"2,607,778"
Asia and the Pacific,100,GOVERNMENT OF ECUADOR,ECU,Ecuador,ECU_GOVT,Ecuador Government,0.00%,0
Asia and the Pacific,105,"GOVERNMENT OF ESTONIA, REPUBLI",EST,Republic of Estonia,EST_GOVT,Republic of Estonia Government,0.00%,0
Asia and the Pacific,109,GOVERNMENT OF FIJI,FJI,Fiji,FJI_GOVT,Fiji Government,0.00%,0
Asia and the Pacific,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,0.01%,"208,496"
Asia and the Pacific,111,GOVERNMENT OF POLYNESIA (FRENC,PYF,French Polynesia,PYF_GOVT,French Polynesia Government,0.00%,0
Asia and the Pacific,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,0.00%,"12,484"
Asia and the Pacific,115,GOVERNMENT OF GUINEA-BISSAU,GNB,Guinea-Bissau,GNB_GOVT,Guinea-Bissau Government,0.00%,0
Asia and the Pacific,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,0.66%,"12,095,538"
Asia and the Pacific,118,GOVERNMENT OF GHANA,GHA,Ghana,GHA_GOVT,Ghana Government,0.00%,0
Asia and the Pacific,119,GOVERNMENT OF GREECE,GRC,Greece,GRC_GOVT,Greece Government,0.00%,0
Asia and the Pacific,130,GOVERNMENT OF ICELAND,ISL,Iceland,ISL_GOVT,Iceland Government,0.00%,0
Asia and the Pacific,131,GOVERNMENT OF INDIA,IND,India,IND_GOVT,India Government,0.09%,"1,635,649"
Asia and the Pacific,132,GOVERNMENT OF INDONESIA,IDN,Indonesia,IDN_GOVT,Indonesia Government,0.00%,0
Asia and the Pacific,133,GOVERNMENT OF IRAN (ISLAMIC RE,IRN,Islamic Republic of Iran,IRN_GOVT,Islamic Republic of Iran Gover,0.01%,"133,287"
Asia and the Pacific,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,0.01%,"148,037"
Asia and the Pacific,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,0.14%,"2,555,018"
Asia and the Pacific,139,GOVERNMENT OF JAMAICA,JAM,Jamaica,JAM_GOVT,Jamaica Government,0.00%,0
Asia and the Pacific,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,8.62%,"157,666,883"
Asia and the Pacific,142,GOVERNMENT OF KAZAKHSTAN,KAZ,Kazakhstan,KAZ_GOVT,Kazakhstan Government,0.00%,0
Asia and the Pacific,144,GOVERNMENT OF KIRIBATI,KIR,Kiribati,KIR_GOVT,Kiribati Government,0.00%,0
Asia and the Pacific,145,GOVERNMENT OF KUWAIT,KWT,Kuwait,KWT_GOVT,Kuwait Government,0.00%,0
Asia and the Pacific,147,GOVERNMENT OF LAO PEOPLE'S DEM,LAO,Laos,LAO_GOVT,Laos Government,0.00%,0
Asia and the Pacific,148,"GOVERNMENT OF LATVIA, REPUBLIC",LVA,Latvia,LVA_GOVT,Latvia Government,0.00%,0
Asia and the Pacific,153,GOVERNMENT OF LIBERIA,LBR,Liberia,LBR_GOVT,Liberia Government,0.00%,0
Asia and the Pacific,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,0.01%,"177,728"
Asia and the Pacific,157,GOVERNMENT OF MALAYSIA,MYS,Malaysia,MYS_GOVT,Malaysia Government,0.00%,0
Asia and the Pacific,160,GOVERNMENT OF MARSHAL ISLANDS,MHL,Marshal Islands,MHL_GOVT,Marshal Islands Government,0.00%,0
Asia and the Pacific,164,GOVERNMENT OF MALDIVES,MDV,Maldives,MDV_GOVT,Maldives Government,0.00%,0
Asia and the Pacific,166,"GOVERNMENT OF MICRONESIA, THE",FSM,The Federated States of Micron,FSM_GOVT,The Federated States of Micron,0.00%,0
Asia and the Pacific,171,GOVERNMENT OF MONGOLIA,MNG,Mongolia,MNG_GOVT,Mongolia Government,0.00%,"38,719"
Asia and the Pacific,177,GOVERNMENT OF NETHERLANDS ANTI,NAN,Netherlands Antilles,NAN_GOVT,Neth Antilles Government,0.00%,0
Asia and the Pacific,178,GOVERNMENT OF NAURU,NRU,Nauru,NRU_GOVT,Nauru Government,0.00%,0
Asia and the Pacific,180,GOVERNMENT OF NEPAL,NPL,Nepal,NPL_GOVT,Nepal Government,0.00%,"77,412"
Asia and the Pacific,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0.17%,"3,082,128"
Asia and the Pacific,185,GOVERNMENT OF NIGERIA,NGA,Nigeria,NGA_GOVT,Nigeria Government,0.00%,0
Asia and the Pacific,186,GOVERNMENT OF NIUE,NIU,Niue,NIU_GOVT,Niue Government,0.00%,0
Asia and the Pacific,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,1.22%,"22,302,964"
Asia and the Pacific,188,GOVERNMENT OF NEW ZEALAND,NZL,New Zealand,NZL_GOVT,New Zealand Government,0.13%,"2,445,466"
Asia and the Pacific,189,GOVERNMENT OF OMAN,OMN,Oman,OMN_GOVT,Oman Government,0.00%,0
Asia and the Pacific,190,GOVERNMENT OF PAKISTAN,PAK,Pakistan,PAK_GOVT,Pakistan Government,0.00%,"1,735"
Asia and the Pacific,195,GOVERNMENT OF PHILIPPINES,PHL,Philippines,PHL_GOVT,Philippines Government,0.00%,0
Asia and the Pacific,197,GOVERNMENT OF PAPUA NEW GUINEA,PNG,Papua New Guinea,PNG_GOVT,Papua New Guinea Government,0.00%,"9,768"
Asia and the Pacific,198,GOVERNMENT OF POLAND,POL,Poland,POL_GOVT,Poland Government,0.00%,0
Asia and the Pacific,199,GOVERNMENT OF PORTUGAL,PRT,Portugal,PRT_GOVT,Portugal Government,0.01%,"131,428"
Asia and the Pacific,200,GOVERNMENT OF CONGO,COG,Congo,COG_GOVT,Congo Government,0.00%,0
Asia and the Pacific,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,0.01%,"154,554"
Asia and the Pacific,206,GOVERNMENT OF RUSSIAN FEDERATI,RUS,Russian Federation,RUS_GOVT,Russian Federation Government,0.02%,"316,450"
Asia and the Pacific,208,GOVERNMENT OF SOUTH AFRICA,ZAF,South Africa,ZAF_GOVT,South Africa Government,0.00%,0
Asia and the Pacific,210,GOVERNMENT OF SAUDI ARABIA,SAU,Saudi Arabia,SAU_GOVT,Saudi Arabia Government,0.07%,"1,289,175"
Asia and the Pacific,213,GOVERNMENT OF SIKKIM,SIK,Sikkim,SIK_GOVT,Sikkim Government,0.00%,0
Asia and the Pacific,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0.00%,0
Asia and the Pacific,221,GOVERNMENT OF SRI LANKA,LKA,Sri Lanka,LKA_GOVT,Sri Lanka Government,0.00%,0
Asia and the Pacific,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,0.00%,0
Asia and the Pacific,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,0.11%,"2,089,876"
Asia and the Pacific,235,GOVERNMENT OF TURKS AND CAICOS,TCA,Turks and Caicos,TCA_GOVT,Turks and Caicos Government,0.00%,0
Asia and the Pacific,236,GOVERNMENT OF THAILAND,THA,Thailand,THA_GOVT,Thailand Government,0.00%,0
Asia and the Pacific,240,GOVERNMENT OF TRINIDAD AND TOB,TTO,Trinidad and Tobago,TTO_GOVT,Trinidad and Tobago Government,0.00%,0
Asia and the Pacific,241,GOVERNMENT OF TRUST TERRITORY,PLW,Palau,PLW_GOVT,Trust Territory Government,0.00%,0
Asia and the Pacific,244,GOVERNMENT OF TURKEY,TUR,Turkey,TUR_GOVT,Turkey Government,0.02%,"283,391"
Asia and the Pacific,246,GOVERNMENT OF UNITED ARAB EMIR,ARE,United Arab Emirates,ARE_GOVT,United Arab Emirates Governmen,0.00%,110
Asia and the Pacific,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0.01%,"154,792"
Asia and the Pacific,249,GOVERNMENT OF UKRAINE,UKR,Ukraine,UKR_GOVT,Ukraine Government,0.00%,0
Asia and the Pacific,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0.00%,0
Asia and the Pacific,252,GOVERNMENT OF URUGUAY,URY,Uruguay,URY_GOVT,Uruguay Government,0.00%,0
Asia and the Pacific,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,0.00%,0
Asia and the Pacific,256,GOVERNMENT OF VIET NAM,VNM,Viet Nam,VNM_GOVT,Viet Nam Government,0.00%,"6,500"
Asia and the Pacific,258,GOVERNMENT OF YUGOSLAVIA,MKD,Macedonia,MKD_GOVT,Macedonia Government,0.00%,0
Asia and the Pacific,264,ARAB GULF PROGRAMME FOR UN DEV,MUTLI_AGY2,MULTI-LATERAL AGENCY2,AGFUND,ARAB GULF PROGM FOR UN DEV ORG,0.00%,0
Asia and the Pacific,265,ASSISTANCE TO THE LATIN AMERIC,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ALADI,ASSTNCE TO LATIN AMERICAN ASSN,0.00%,0
Asia and the Pacific,280,EUROPEAN UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,EU,EUROPEAN UNION,1.37%,"25,071,129"
Asia and the Pacific,281,INTERNATIONAL DEVELOPMENT RESE,CAN,Canada,CAN_MIN,Canada Ministry,(0.00%),(7)
Asia and the Pacific,291,ORGANIZATION OF PETROLEUM EXPO,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OPEC,OPEC,0.00%,0
Asia and the Pacific,293,SECRETARIA EJECUTIVA DEL CONVE,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Asia and the Pacific,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,0.07%,"1,276,414"
Asia and the Pacific,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0.02%,"454,665"
Asia and the Pacific,302,UNFIP TURNER FOUNDATION,UN_AGY 1,UN AGENCY 1,UNFIP,AGY_UNFIP TURNER FOUNDATION,0.00%,0
Asia and the Pacific,304,FORD FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FF,PRI_FORD FOUNDATION,0.00%,0
Asia and the Pacific,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,0.00%,"5,249"
Asia and the Pacific,313,INCOME GENERATED FROM PROJECTS,UN_AGY 1,UN AGENCY 1,IGP,AGY_INCOME GENERATED FROM PROJ,0.00%,0
Asia and the Pacific,314,CISCO SYSTEMS FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CISCOSF,PRIV_CISCO SYSTEMS FOUNDATION,0.00%,0
Asia and the Pacific,321,NETHERLANDS ORGANISATION FOR I,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NOFIC,PRIV_NETHERLANDS ORGANISATION,0.00%,0
Asia and the Pacific,327,"GLOBAL FUND TO FIGHT AIDS, TUB",MUTLI_AGY2,MULTI-LATERAL AGENCY2,GFATM,GFATM,0.33%,"6,015,350"
Asia and the Pacific,328,AUSTRALIA AG FOR INTNL DEV:UNC,AUS,Australia,AUS_MIN,Australia Ministry,(0.00%),"(2,497)"
Asia and the Pacific,329,DANIDA:,DNK,Denmark,DNK_MIN,Denmark Ministry,0.01%,"149,530"
Asia and the Pacific,332,AG FRANCAISE DE DVLPP:UNCDF,OTH_CDF1,OTHERS_UNCDF1,OTH_CDF2,OTHERS_UNCDF2,0.00%,0
Asia and the Pacific,346,NORWEGIAN AG DEV COOP:UNCDF,NOR,Norway,NOR_MIN,Norway Ministry,0.00%,0
Asia and the Pacific,348,BELGIAN SURVIVAL FUND,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
Asia and the Pacific,386,UNDP VIETNAM: UNCDF ONLY,-,-,-,-,0.00%,0
Asia and the Pacific,393,WORLD VISION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,WORLDVISIO,PRIV_WORLD VISION,0.00%,"1,767"
Asia and the Pacific,454,JAPAN BANK FOR INTL COOP:UNCDF,JPN,Japan,JPN_GOVT,Japan Government,0.00%,0
Asia and the Pacific,466,THE WORLD BANK CGAP,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WB,WORLD BANK,0.00%,0
Asia and the Pacific,471,AUSTRALIAN AG INTL DEV.:UNCDF,AUS,Australia,AUS_MIN,Australia Ministry,0.00%,0
Asia and the Pacific,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,0.43%,"7,818,204"
Asia and the Pacific,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,1.55%,"28,314,251"
Asia and the Pacific,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,0.78%,"14,222,103"
Asia and the Pacific,556,SNV NETHERLANDS DEVELOPMENT OR,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SNV,Unknown Type of Agency,0.00%,0
Asia and the Pacific,558,CISCO CORPORATE PHILANTHROPY,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CISCO,PRIV_CISCO CORPORATE PHILANTHR,0.00%,0
Asia and the Pacific,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,0.00%,"6,995"
Asia and the Pacific,573,CPR-ALL CHINA FERATION TRADE U,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0.00%,0
