project_id,fiscal_year,operating_unit,region,budget,expenditure,outcome,donor
00012448,2010,"Eritrea","Reg Bureau for Africa",762532,667595.445,22,"NOR,EU,UNDP,UNDP,UNOCHA,EU,UN,NET"
00012448,2011,"Eritrea","Reg Bureau for Africa",156402,122302.13,22,"NET,UN,UNDP,UNDP,UNOCHA,NOR,EU,EU"
00012466,2011,"Ethiopia","Reg Bureau for Africa",0,652,"","UNDP"
00012469,2010,"Ethiopia","Reg Bureau for Africa",15994.62,13147.98,22,"UNOCHA,UKM,UNDP,CAN,USAID,FIN"
00012469,2011,"Ethiopia","Reg Bureau for Africa",0,1.03,22,"UNDP,CAN,FIN,UNOCHA,UKM,USAID"
00012622,2010,"Fiji","Reg Bureau for Asia & Pacific",41000,32890.71,"","GEFTrustee"
00012622,2011,"Fiji","Reg Bureau for Asia & Pacific",125000,93289.7,23,"GEFTrustee"
00012631,2010,"Fiji","Reg Bureau for Asia & Pacific",99241.34,24396.31,23,"GEFTrustee"
00012641,2010,"Fiji","Reg Bureau for Asia & Pacific",118101.78,71601.78,12,"NZE,UND,AUL,UNDP"
00012641,2011,"Fiji","Reg Bureau for Asia & Pacific",9513.62,2263.58,12,"NZE,UKM,UNDP,UND"
00012649,2011,"Fiji","Reg Bureau for Asia & Pacific",0,3942.92,"","UNDP,GEFTrustee"
00012655,2011,"Fiji","Reg Bureau for Asia & Pacific",0,3237.31,"","UNDP,GEFTrustee"
00012656,2010,"Fiji","Reg Bureau for Asia & Pacific",35000,24575.54,"","UNDP"
00012656,2011,"Fiji","Reg Bureau for Asia & Pacific",0,120,"","UNDP"
00012667,2011,"Gambia","Reg Bureau for Africa",3301.95,3285.77,1,"UNDP,UNICEF,UNICEF"
00012669,2011,"Gambia","Reg Bureau for Africa",3685,3666.94,"","NOR,UNAIDS"
00012685,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",23001,23056.02,23,"GEFTrustee"
00012687,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",2691881.09,2149803.42,25,"GEFTrustee,GEFTrustee,SWI,UNDP,NET"
00012687,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",1827514,1689301.74,25,"UNDP,GEFTrustee"
00012691,2010,"Georgia","Reg Bur for Europe & CIS",23681.53,7457.32,1,"UNDP"
00012691,2011,"Georgia","Reg Bur for Europe & CIS",16224.21,16220.86,11,"UNDP"
00012720,2010,"Georgia","Reg Bur for Europe & CIS",295736.02,289529.95,15,"UNDP,RWI,GOVT"
00012720,2011,"Georgia","Reg Bur for Europe & CIS",269751.47,226000.37,14,"ROM,UNDP,GOVT,RWI"
00012744,2010,"Guatemala","Reg Bur Latin Amer & Carib",1,144.35,"","GUA"
00012755,2010,"Guatemala","Reg Bur Latin Amer & Carib",3263,14873.521,"","GUA,IBRD"
00012756,2010,"Guatemala","Reg Bur Latin Amer & Carib",1160,3823.324,"","NET,GUA"
00012764,2010,"Guatemala","Reg Bur Latin Amer & Carib",0,0.01,"","IBRD,GUA,UND"
00012776,2010,"Guatemala","Reg Bur Latin Amer & Carib",23.12,23.12,"","IDB,UND,GUA,IBRD"
00012783,2010,"Guatemala","Reg Bur Latin Amer & Carib",3554741.33,2815036.158,11,"NOR,GUA"
00012783,2011,"Guatemala","Reg Bur Latin Amer & Carib",1627207.33,1627207.33,11,"GUA,NOR"
00012795,2010,"Guinea","Reg Bureau for Africa",6.82,6.82,1,"GUI,UNDP"
00012796,2010,"Guinea","Reg Bureau for Africa",0,105.26,23,"UNDP,GEFTrustee"
00012796,2011,"Guinea","Reg Bureau for Africa",271,0.57,23,"GEFTrustee,UNDP"
00012798,2011,"Guinea","Reg Bureau for Africa",637.26,633.72,3,"UNDP,JPN"
00012804,2010,"Guinea","Reg Bureau for Africa",8769.26,4690.69,10,"UNDP"
00012863,2010,"Honduras","Reg Bur Latin Amer & Carib",420134.42,381203.818,1,"UND,SAG,UNDP"
00012863,2011,"Honduras","Reg Bur Latin Amer & Carib",170327.89,95876.83,1,"SAG,UND,UNDP"
00012864,2010,"Honduras","Reg Bur Latin Amer & Carib",71315.19,68893.36,"","NBA,NGO(INTL),UNOCHA,UNAIDS,ITA"
00012864,2011,"Honduras","Reg Bur Latin Amer & Carib",31762.27,29836.89,"","UNOCHA,NGO(INTL),ITA,NBA,UNAIDS"
00012875,2010,"Honduras","Reg Bur Latin Amer & Carib",1660100.33,1160447.39,1,"MINSALUD"
00012875,2011,"Honduras","Reg Bur Latin Amer & Carib",1096,1058.2,1,"MINSALUD"
00012879,2010,"Honduras","Reg Bur Latin Amer & Carib",602.38,602.38,11,"IHSS"
00012888,2010,"Honduras","Reg Bur Latin Amer & Carib",711.91,711.9,"","SAG"
00012889,2010,"Honduras","Reg Bur Latin Amer & Carib",1191036.1,959539.6,"","UND,MINSALUD"
00012889,2011,"Honduras","Reg Bur Latin Amer & Carib",148531.59,101578.2,1,"UND,MINSALUD"
00012893,2010,"Honduras","Reg Bur Latin Amer & Carib",24608.23,22130.901,11,"UND,FIN"
00012895,2010,"Honduras","Reg Bur Latin Amer & Carib",932610.4,808193.2,1,"SAG,UND"
00012895,2011,"Honduras","Reg Bur Latin Amer & Carib",13238.75,9241.67,1,"SAG,UND"
00012898,2010,"Honduras","Reg Bur Latin Amer & Carib",1750,1718.64,"","UND,GFATM"
00012903,2010,"Honduras","Reg Bur Latin Amer & Carib",697471.8,635698.68,1,"UND,SAG"
00012903,2011,"Honduras","Reg Bur Latin Amer & Carib",1263134.88,892886.24,1,"SAG,UND"
00013002,2011,"India","Reg Bureau for Asia & Pacific",480000,303750.88,23,"GEFTrustee"
00013013,2010,"India","Reg Bureau for Asia & Pacific",1395142,1204046.92,23,"GEFTrustee"
00013013,2011,"India","Reg Bureau for Asia & Pacific",1238668,1186375.84,23,"GEFTrustee"
00013029,2010,"India","Reg Bureau for Asia & Pacific",11866.08,11866.08,"","UNISDR"
00013042,2010,"India","Reg Bureau for Asia & Pacific",146000,104774.46,23,"MPU"
00013042,2011,"India","Reg Bureau for Asia & Pacific",200000,105314.19,23,"MPU"
00013043,2010,"India","Reg Bureau for Asia & Pacific",14300,14240.94,1,"UNDP"
00013045,2010,"India","Reg Bureau for Asia & Pacific",39570.98,41013.19,1,"UNDP"
00013047,2010,"India","Reg Bureau for Asia & Pacific",122979,110465.03,23,"UNDP"
00013048,2010,"India","Reg Bureau for Asia & Pacific",515000,485501.87,23,"UNDP"
00013048,2011,"India","Reg Bureau for Asia & Pacific",600500,564691.98,23,"UNDP"
00013049,2010,"India","Reg Bureau for Asia & Pacific",100000,40842.79,23,"MPU"
00013052,2010,"India","Reg Bureau for Asia & Pacific",31160.33,31226.17,1,"UNDP"
00013054,2010,"India","Reg Bureau for Asia & Pacific",970,969.01,"","UNFIP"
00013060,2010,"Indonesia","Reg Bureau for Asia & Pacific",0,11711.1,1,"SIDA,UNDP"
00013085,2010,"Indonesia","Reg Bureau for Asia & Pacific",346674.6,164485.33,23,"UNDP,MPU"
00013085,2011,"Indonesia","Reg Bureau for Asia & Pacific",218403.9,210370.08,25,"MPU"
00013089,2010,"Indonesia","Reg Bureau for Asia & Pacific",81164.34,79252.86,23,"UNDP,MPU"
00013089,2011,"Indonesia","Reg Bureau for Asia & Pacific",25258.24,25246.44,25,"MPU"
00013102,2010,"Iran, Islamic Republic of","Reg Bureau for Asia & Pacific",194001,192314.74,24,"UNDP"
00013102,2011,"Iran, Islamic Republic of","Reg Bureau for Asia & Pacific",86600,83697.99,24,"UNDP"
00013110,2010,"Iran, Islamic Republic of","Reg Bureau for Asia & Pacific",260100,250503.78,24,"GEFTrustee,IRA,UNDP"
00013110,2011,"Iran, Islamic Republic of","Reg Bureau for Asia & Pacific",457477,445879.44,24,"UNDP,IRA,UNDP"
00013112,2010,"Iran, Islamic Republic of","Reg Bureau for Asia & Pacific",0,598.57,14,"UNDP"
00013112,2011,"Iran, Islamic Republic of","Reg Bureau for Asia & Pacific",16700,16686.15,14,"UNDP"
00013118,2011,"Iran, Islamic Republic of","Reg Bureau for Asia & Pacific",573,534.41,24,"GEFTrustee"
00013123,2011,"Iran, Islamic Republic of","Reg Bureau for Asia & Pacific",15422.13,14660.09,24,"IRA,UNDP,IRAN-SDI,IRA"
00013129,2010,"Côte d’Ivoire","Reg Bureau for Africa",15140,7568.79,"","UNDP"
00013133,2010,"Côte d’Ivoire","Reg Bureau for Africa",16801.46,14758.902,1,"JPN,UNDP"
00013140,2010,"Côte d’Ivoire","Reg Bureau for Africa",75000,66496.96,1,"UNDP"
00013140,2011,"Côte d’Ivoire","Reg Bureau for Africa",50000,5883.61,1,"UNDP"
00013145,2010,"Côte d’Ivoire","Reg Bureau for Africa",651207.88,486317.768,11,"IVC,TOK,UNDP,JAM,UNIDO,BEL,EU"
00013145,2011,"Côte d’Ivoire","Reg Bureau for Africa",487084.28,421587.17,11,"BEL,TOK,UNIDO,UNDP,EU,IVC,JAM"
00013156,2010,"Côte d’Ivoire","Reg Bureau for Africa",0,12.97,21,"UNDP,FRA,UNDP(JPAA)"
00013165,2010,"Jamaica","Reg Bur Latin Amer & Carib",51072,2636.23,17,"UNDP"
00013171,2010,"Jamaica","Reg Bur Latin Amer & Carib",2,4294.87,"","UNDP,GEFTrustee"
00013174,2010,"Jordan","Reg Bur for Arab States",899,1270.43,"","GEFTrustee"
00013175,2011,"Jordan","Reg Bur for Arab States",9223.04,9222.04,11,"JOR,UNDP"
00013180,2010,"Jordan","Reg Bur for Arab States",222.85,200.56,"","UNDP,JOR,GEFTrustee"
00013181,2010,"Jordan","Reg Bur for Arab States",141114.1,38533.06,1,"USAID,UNDP,UKM"
00013181,2011,"Jordan","Reg Bur for Arab States",33911.99,33911.99,1,"UKM,UNDP,USAID"
00013188,2010,"Jordan","Reg Bur for Arab States",8432,0.35,"","UNDP,JOR"
00013194,2010,"Jordan","Reg Bur for Arab States",4263.51,1890.54,23,"UND,FIN,UNDP"
00013194,2011,"Jordan","Reg Bur for Arab States",957.57,230.16,23,"FIN,UNDP"
00013198,2010,"Jordan","Reg Bur for Arab States",248904,234625.06,1,"UNDP,JOR"
00013198,2011,"Jordan","Reg Bur for Arab States",86995,75405.59,1,"JOR,UNDP"
00013201,2010,"Jordan","Reg Bur for Arab States",1238,234.96,11,"JOR"
00013202,2010,"Jordan","Reg Bur for Arab States",818911.17,561951.6,11,"UNDP,JOR,UNDP,JOR"
00013202,2011,"Jordan","Reg Bur for Arab States",722564,646221.34,11,"JOR,UNDP"
00013208,2010,"Jordan","Reg Bur for Arab States",309617.46,183163.81,17,"UNDP,ROK,NOR,UKM,CAN,DFID,SIDA,EUCOMM"
00013208,2011,"Jordan","Reg Bur for Arab States",20000,20000,17,"EUCOMM,SIDA,NOR,ROK,UKM"
00013215,2010,"Kazakhstan","Reg Bur for Europe & CIS",1565742,1484237.12,25,"GEFTrustee"
00013215,2011,"Kazakhstan","Reg Bur for Europe & CIS",711473,707755.78,25,"GEFTrustee"
00013243,2010,"Kenya","Reg Bureau for Africa",300,149.669,"","UNDP,DEN,SWE"
00013247,2010,"Kenya","Reg Bureau for Africa",200,160.372,0,"UNDP,UNAIDS,KEN,WHO,WHO"
00013264,2010,"Kosovo","Reg Bur for Europe & CIS",1,22.08,"","NET"
00013337,2010,"Lao People's Democratic Republ","Reg Bureau for Asia & Pacific",5364783.38,4750084.77,0,"CERF,FRA,SWI,JMAS,NZE,UN,BEL,NOR,IRE,GER,DFID,DFID,LAO,AUL,LUX,DFAIT,LAO,UNDP,GER"
00013337,2011,"Lao People's Democratic Republ","Reg Bureau for Asia & Pacific",4398772.03,4052180.32,0,"UNDP,IRE,AUL,LUX,SWI,DFAIT,LAO,NOR,NZE,BEL,FRA,DFID,JMAS,UN,GER"
00013363,2010,"Latvia, Republic of","Reg Bur for Europe & CIS",727,50.7,23,"GEFTrustee,VENTEKO,SIGULDAMUN,UNDP"
00013369,2010,"Lebanon","Reg Bur for Arab States",178018,177970.36,"","UN"
00013371,2010,"Lebanon","Reg Bur for Arab States",44940,10799.27,23,"FIN,UNSO"
00013371,2011,"Lebanon","Reg Bur for Arab States",104321,45537.04,23,"LEB-GM,UNSO,FIN"
00013378,2010,"Lebanon","Reg Bur for Arab States",229610,201422.69,10,"PARLEMENT,OHCHR,UNDP,BEL,FRA,UNDP,CPC"
00013378,2011,"Lebanon","Reg Bur for Arab States",40362,38976.44,10,"CPC,UNDP,BEL,OHCHR,FRA,PARLEMENT"
00013380,2010,"Lebanon","Reg Bur for Arab States",119316,104400.52,"","CDR,UNDP"
00013380,2011,"Lebanon","Reg Bur for Arab States",4949,4948.37,"","CDR"
00013381,2010,"Lebanon","Reg Bur for Arab States",992000,815915.93,9,"PRIVSECT,MOET"
00013381,2011,"Lebanon","Reg Bur for Arab States",74812,70113.65,9,"MOET,PRIVSECT"
00013385,2010,"Lebanon","Reg Bur for Arab States",62835,44905.92,25,"LEB,GEFTrustee,MEW,PRIVSECT"
00013385,2011,"Lebanon","Reg Bur for Arab States",654356,644468.99,25,"LEB,MEW,PRIVSECT,GEFTrustee"
00013386,2010,"Lebanon","Reg Bur for Arab States",9815,9230.84,"","MPU"
00013387,2010,"Lebanon","Reg Bur for Arab States",358642,251017.92,1,"MOSA,IGP,UNDP,LRF"
00013387,2011,"Lebanon","Reg Bur for Arab States",119629,92054.68,1,"IGP,MOSA,UNDP,LRF"
00013388,2010,"Lebanon","Reg Bur for Arab States",2299950,1931300.96,10,"CDR,OMSAR,UNDP"
00013388,2011,"Lebanon","Reg Bur for Arab States",1930000.7,1741467.77,10,"CDR,UNDP,OMSAR"
00013389,2010,"Lebanon","Reg Bur for Arab States",313709,295579.51,9,"IDAL"
00013393,2010,"Lebanon","Reg Bur for Arab States",1171539,1150893.08,9,"PMO,CDR"
00013393,2011,"Lebanon","Reg Bur for Arab States",1513419,1259769.41,10,"CDR,UNDP,PMO,PMO"
00013397,2010,"Lebanon","Reg Bur for Arab States",2034053,1900361.72,9,"MOF"
00013397,2011,"Lebanon","Reg Bur for Arab States",182258,165012.95,9,"MOF"
00013399,2010,"Lebanon","Reg Bur for Arab States",734118,720967.53,19,"NOR,EU,DFID"
00013402,2011,"Lesotho","Reg Bureau for Africa",8810.52,8360.59,25,"LES,UNDP"
00013417,2010,"Libya","Reg Bur for Arab States",82880,73771,0,"ANT,Libya"
00013421,2010,"Libya","Reg Bur for Arab States",165557,8562.5,0,"Libya"
00013421,2011,"Libya","Reg Bur for Arab States",180000,175189,0,"Libya"
00013422,2010,"Libya","Reg Bur for Arab States",256656,254177.08,23,"Libya"
00013422,2011,"Libya","Reg Bur for Arab States",160001,63634.79,23,"Libya"
00013428,2010,"Liberia","Reg Bureau for Africa",320235,262606.93,1,"UNDP,ADB"
00013431,2010,"Liberia","Reg Bureau for Africa",8119,2586.5,1,"UNDP,MP"
00013431,2011,"Liberia","Reg Bureau for Africa",0,1,1,"MP,UNDP"
00013474,2010,"Malaysia","Reg Bureau for Asia & Pacific",200000,197635.24,1,"MYS,IBRD,UNDP"
00013474,2011,"Malaysia","Reg Bureau for Asia & Pacific",65000,60989.71,1,"IBRD,UNDP,MYS"
00013477,2010,"Malaysia","Reg Bureau for Asia & Pacific",356138,168292.46,23,"UNDP,MYS,GEFTrustee"
00013487,2010,"Malaysia","Reg Bureau for Asia & Pacific",43507.34,23312.51,23,"GEFTrustee,UNDP"
00013487,2011,"Malaysia","Reg Bureau for Asia & Pacific",18180,17959.31,23,"GEFTrustee"
00013507,2010,"Mauritius","Reg Bureau for Africa",0,0.01,24,"GEFTrustee"
00013509,2010,"Mauritius","Reg Bureau for Africa",2,91.39,23,"UNDP,GEFTrustee"
00013520,2010,"Mauritania","Reg Bureau for Africa",0,19408.16,1,"UNDP,MCD,MAU,UNEP,IDB"
00013530,2010,"Macedonia, former Yugoslav Rep","Reg Bur for Europe & CIS",25458.84,7324.82,"","UNDP,MCD,NOR,OSCE,LUX"
00013543,2010,"Maldives","Reg Bureau for Asia & Pacific",61677.51,74776.41,1,"UNDP,JPN"
00013543,2011,"Maldives","Reg Bureau for Asia & Pacific",6000,202.86,"","JPN,UNDP"
00013556,2010,"Mexico","Reg Bur Latin Amer & Carib",143978.77,116462.319,23,"SEMARNAT"
00013556,2011,"Mexico","Reg Bur Latin Amer & Carib",121950.53,120534.95,23,"SEMARNAT"
00013563,2010,"Mexico","Reg Bur Latin Amer & Carib",790503.43,786911.77,23,"GEFTrustee,SEMARNAT"
00013563,2011,"Mexico","Reg Bur Latin Amer & Carib",38629.79,26713.47,23,"GEFTrustee"
00013567,2010,"Mexico","Reg Bur Latin Amer & Carib",40224.09,40870.39,15,"INMUJER"
00013573,2011,"Mexico","Reg Bur Latin Amer & Carib",76297.57,24387.06,23,"GEFTrustee"
00013577,2010,"Mexico","Reg Bur Latin Amer & Carib",82601.92,73146.456,3,"SAGARPA,CANAGRAF"
00013577,2011,"Mexico","Reg Bur Latin Amer & Carib",164920.59,90409.22,3,"CANAGRAF,SAGARPA"
00013579,2010,"Mexico","Reg Bur Latin Amer & Carib",40079.57,10041.882,1,"UNDP,SRE,SEC.DESRUR,GOB.VERACR,GOB.EDO.OA,CONAFOR,GOB.CAMP.S,TABASCO"
00013579,2011,"Mexico","Reg Bur Latin Amer & Carib",189905.43,66356.84,1,"SRE,GOB.VERACR,GOB.CAMP.S,UNDP,CONAFOR,GOB.EDO.OA,SEC.DESRUR,TABASCO"
00013580,2010,"Mexico","Reg Bur Latin Amer & Carib",1845.16,1173.516,"","SWI"
00013581,2010,"Mexico","Reg Bur Latin Amer & Carib",822859.58,742599.152,25,"OTROS,RYV,AEC,KELLOG,IEPA, A.C.,FMCN,SEDESOL,MEX EMPRES,FOPREDEN,QUINTANARO,IPC Chiapa,SEMARNAT,FWM,CDI,OXFAM,YUCATAN,UNDP,FG"
00013581,2011,"Mexico","Reg Bur Latin Amer & Carib",1046727.78,970527.2,25,"CDI,OXFAM,RYV,SEDESOL,MEX EMPRES,FOPREDEN,YUCATAN,FG,UNDP,IPC Chiapa,IEPA, A.C.,FMCN,KELLOG,SEMARNAT,FWM,QUINTANARO,OTROS,AEC"
00013582,2010,"Mexico","Reg Bur Latin Amer & Carib",74014.37,19780.67,25,"GEFTrustee"
00013582,2011,"Mexico","Reg Bur Latin Amer & Carib",994.57,994.57,25,"GEFTrustee"
00013584,2010,"Mexico","Reg Bur Latin Amer & Carib",787043.1,519773.864,3,"CONSULTOR,MEX EMPRES,SE,NAFIN,GOB ESTAT"
00013584,2011,"Mexico","Reg Bur Latin Amer & Carib",2000.2,2000.19,3,"GOB ESTAT,NAFIN,SE,MEX EMPRES,CONSULTOR"
00013589,2010,"Mexico","Reg Bur Latin Amer & Carib",1672506.37,1369706.299,8,"UNDP,EBRD,UND,SRE"
00013589,2011,"Mexico","Reg Bur Latin Amer & Carib",338483.05,285603.89,8,"EBRD,UND,UNDP,SRE"
00013596,2010,"Mali","Reg Bureau for Africa",18166,114.23,"","UNFIP,UNDP"
00013613,2010,"Mali","Reg Bureau for Africa",0,195.69,"","LUX,UNDP"
00013615,2010,"Mali","Reg Bureau for Africa",198483,122028.032,23,"UNDP,MLI"
00013615,2011,"Mali","Reg Bureau for Africa",1166220.4,192606.25,23,"UNDP,MLI"
00013620,2010,"Malawi","Reg Bureau for Africa",1168808.25,53462.89,8,"UNDP,NOR"
00013668,2010,"Morocco","Reg Bur for Arab States",53450,53448.91,"","AGENCE FRA,MOR"
00013676,2010,"Morocco","Reg Bur for Arab States",471878,310916.98,"","MOR,UNDP,GEFTrustee"
00013676,2011,"Morocco","Reg Bur for Arab States",147991,114158.01,11,"GEFTrustee,MOR,UNDP"
00013677,2010,"Morocco","Reg Bur for Arab States",597,76.35,"","MOR"
00013683,2010,"Morocco","Reg Bur for Arab States",20815,8885.04,"","UNDP,MOR"
00013691,2010,"Morocco","Reg Bur for Arab States",0,11419.92,"","UNDP,MOR,UND"
00013692,2010,"Morocco","Reg Bur for Arab States",279282,175121.12,"","MOR,UNDP"
00013692,2011,"Morocco","Reg Bur for Arab States",255282,80268.85,15,"UNDP,MOR"
00013694,2010,"Morocco","Reg Bur for Arab States",0,1013.74,"","UNEP,UNDP"
00013698,2010,"Mozambique","Reg Bureau for Africa",1,13359.85,"","EU"
00013701,2011,"Mozambique","Reg Bureau for Africa",19101,2100.5,"","UNFIP,UNDP"
00013704,2010,"Mozambique","Reg Bureau for Africa",48547.71,9388.17,"","UNDP"
00013705,2011,"Mozambique","Reg Bureau for Africa",1035.78,943,"","ADB,UNDP"
00013707,2011,"Mozambique","Reg Bureau for Africa",0,276.87,"","UNDP"
00013709,2010,"Mozambique","Reg Bureau for Africa",58504.36,56216.22,"","UNDP"
00013711,2010,"Mozambique","Reg Bureau for Africa",32000,90103.5,"","UNDP,CAN,POR"
00013718,2010,"Mozambique","Reg Bureau for Africa",0,21300.81,"","GEFTrustee"
00013725,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",181188,23099.14,24,"MPU"
00013725,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",26901,63472.71,24,"MPU"
00013922,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",783,39.84,24,"MPU"
00013929,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",538239,50642.84,24,"MPU"
00013930,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",143891.08,62526.07,24,"MPU"
00013930,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",70707,73651.66,24,"MPU"
00013940,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",148675,144401.9,24,"MPU"
00013944,2010,"Myanmar","Reg Bureau for Asia & Pacific",9435.63,1211,1,"UNDP"
00013944,2011,"Myanmar","Reg Bureau for Asia & Pacific",1,5179.22,1,"UNDP"
00013946,2010,"Myanmar","Reg Bureau for Asia & Pacific",36964.74,911.1,5,"UNDP,JPN"
00013946,2011,"Myanmar","Reg Bureau for Asia & Pacific",1,20938.7,5,"UNDP,JPN"
00013947,2010,"Myanmar","Reg Bureau for Asia & Pacific",18915.55,3057.1,1,"UNDP"
00013948,2010,"Myanmar","Reg Bureau for Asia & Pacific",10504081.86,9766997.89,17,"DFID,JPN,DFID,NOR,UNDP,UND,AusAID,DEN,ZAYED FOUN,DFID,ITA,UKM,SIDA,NOR,AusAID,LIFT_TFM,SWI,SIDA,EUCOMM,MMR RELIEF,NOR,EUCOMM,UNDP,DEN,NOR,USAID,AUL,NZAID,EUCOMM"
00013948,2011,"Myanmar","Reg Bureau for Asia & Pacific",9997166.61,9407727.94,17,"DFID,NOR,UNDP,NOR,UND,SIDA,AusAID,DEN,ZAYED FOUN,AusAID,DFID,LIFT_TFM,SWI,NOR,UKM,NOR,UNDP,DEN,USAID,AUL,SIDA,EUCOMM,EUCOMM,NZAID,MMR RELIEF,ITA,EUCOMM,UNDP,DFID,JPN"
00013954,2010,"Namibia","Reg Bureau for Africa",45483.21,20121.806,6,"MBE-NAMU,ADB,NAM"
00013954,2011,"Namibia","Reg Bureau for Africa",24653.81,17590.98,6,"MBE-NAMU,ADB,NAM"
00013955,2010,"Namibia","Reg Bureau for Africa",358363.89,272475.804,1,"NIED,UNDP,UNDP(UNV)"
00013955,2011,"Namibia","Reg Bureau for Africa",160000,155238.12,1,"UNDP(UNV),NIED,UNDP"
00013958,2010,"Namibia","Reg Bureau for Africa",419176,401335.48,1,"SPA,UNDP"
00013958,2011,"Namibia","Reg Bureau for Africa",115423,104620.64,1,"UNDP,SPA"
00013960,2010,"Namibia","Reg Bureau for Africa",0,0.02,25,"GEFTrustee"
00013977,2011,"Nepal","Reg Bureau for Asia & Pacific",0,0.21,"","UNDP,DFID"
00013979,2011,"Nepal","Reg Bureau for Asia & Pacific",196,218.53,34,"UNDP"
00013984,2011,"Nepal","Reg Bureau for Asia & Pacific",0,6910.89,16,"NOR,UKM,GKI,CAN,UNDP"
00013986,2010,"Nepal","Reg Bureau for Asia & Pacific",0,641.4,"","UNDP,UNDP"
00014005,2011,"Niger","Reg Bureau for Africa",1012,991.33,"","DEN"
00014018,2010,"Nicaragua","Reg Bur Latin Amer & Carib",15441.22,15275.726,23,"NET,IGP,UNEP,NET"
00014029,2010,"Nicaragua","Reg Bur Latin Amer & Carib",1043007.18,1001408.518,3,"NET,IGP,UNDP,SWI,NIC"
00014029,2011,"Nicaragua","Reg Bur Latin Amer & Carib",1043237.28,873885.76,3,"NET,UNDP,NIC,SWI,SWI,IGP,IGP"
00014045,2010,"Nicaragua","Reg Bur Latin Amer & Carib",631924.44,558746.632,23,"SWI,NGO(NATL),COSUDE,UNDP,NOR,GEFTrustee"
00014045,2011,"Nicaragua","Reg Bur Latin Amer & Carib",975981.99,941913.23,23,"SWI,NGO(NATL),GEFTrustee,UNDP,COSUDE"
00014048,2010,"Nicaragua","Reg Bur Latin Amer & Carib",385181.63,368720.347,8,"UNDP,FF,DFID"
00014048,2011,"Nicaragua","Reg Bur Latin Amer & Carib",346037.62,343079.59,8,"DFID,FF,UNDP"
00014090,2010,"Nigeria","Reg Bureau for Africa",1734168,682818.19,25,"MPU"
00014090,2011,"Nigeria","Reg Bureau for Africa",901266.41,803867.7,25,"MPU"
00014100,2010,"Pakistan","Reg Bureau for Asia & Pacific",0,0.13,0,"SWI"
00014116,2010,"Pakistan","Reg Bureau for Asia & Pacific",0,1013.89,0,"NET"
00014120,2010,"Pakistan","Reg Bureau for Asia & Pacific",6745510.36,4614433.56,0,"UNDP,SWI,CAN,PRIVSECT,USA,NOR,UKM,UND,UNDP(JPAA)"
00014120,2011,"Pakistan","Reg Bureau for Asia & Pacific",8130265.91,8309879.49,0,"UND,UNDP(JPAA),USA,CAN,PRIVSECT,SWI,UKM,UNDP,NOR"
00014127,2010,"Pakistan","Reg Bureau for Asia & Pacific",5481668.44,4689677.21,0,"GoSindh,UNDP,GONWFP,UNDP(JPAA),DFID,UNDP,UNDP,UNDP,SWI,NOR,NOR,NOR,DFID,UNDP,BALOCH,DFID,DFID,NOR,UNDP(JPAA),SWI,NOR,SWI,DFID,DFID,SWI,PAK,SWI,UNDP(JPAA),DFID"
00014127,2011,"Pakistan","Reg Bureau for Asia & Pacific",4823245.95,3586357.79,0,"GONWFP,DFID,UNDP(JPAA),NOR,NOR,DFID,UNDP(JPAA),UNDP,UNDP,SWI,GoSindh,SWI,SWI,DFID,DFID,UNDP,NOR,UNDP,SWI,PAK,DFID,BALOCH,UNDP(JPAA)"
00014146,2010,"Prog for Palestinian People","Prog for Palestinian People",505670.09,505670.088,0,"UNDP,ITA"
00014146,2011,"Prog for Palestinian People","Prog for Palestinian People",14063.23,14063.23,0,"UNDP,ITA"
00014161,2010,"Prog for Palestinian People","Prog for Palestinian People",23158.94,6515.251,0,"JPN"
00014161,2011,"Prog for Palestinian People","Prog for Palestinian People",354902,354902,0,"JPN"
00014162,2011,"Prog for Palestinian People","Prog for Palestinian People",403336,403336,11,"JPN"
00014163,2010,"Prog for Palestinian People","Prog for Palestinian People",394697.87,394805.876,0,"ITA"
00014163,2011,"Prog for Palestinian People","Prog for Palestinian People",386125,374580.62,0,"ITA"
00014179,2011,"Prog for Palestinian People","Prog for Palestinian People",14304,14277.7,0,"JPN"
00014183,2011,"Prog for Palestinian People","Prog for Palestinian People",86962,35520.94,3,"IFAD,UNDP"
00014201,2011,"Prog for Palestinian People","Prog for Palestinian People",24759,22770.12,0,"JPN"
00014202,2010,"Prog for Palestinian People","Prog for Palestinian People",402855,14621.35,0,"JPN"
00014202,2011,"Prog for Palestinian People","Prog for Palestinian People",172041,158858.26,0,"JPN"
00014205,2010,"Prog for Palestinian People","Prog for Palestinian People",239142,150248.62,0,"ILO"
00014205,2011,"Prog for Palestinian People","Prog for Palestinian People",95103,83797.84,0,"ILO"
