"hq_co","bureau","operatingunit","awardID","award_title","award_description","start_date","end_date","institutionid","inst_descr","inst_type","inst_type_descr","fiscal_year","budget","expenditure"
"CO","RBA","KEN","00058523","SUPPORT TO REGIONAL CENTER on SMALL ARMS II","Enhancing Security in the Great Lakes Region and the Horn of Africa through Practical Disarmament","2009-11-03 00:00:00","2012-12-31 00:00:00","01718","INTERNATIONAL ORGANIZATION FOR","ACY","UN Agency","2011","781835","613248.69"
"CO","RBA","KEN","00058925","2KEN09201 Support to Electoral Reforms in Kenya","Support to Electoral Reforms and Processes in Kenya","2009-10-01 00:00:00","2013-12-31 00:00:00","01726","National Execution","GOV","Gov Counterpart Institution","2011","2919887.39","2797088.8"
"CO","RBA","KEN","00059128","Enhanced Capacity for Recovery from Floods","Enhanced Capacity for Recovery from Floods in Kenya","2010-01-15 00:00:00","2011-12-31 00:00:00","01726","National Execution","GOV","Gov Counterpart Institution","2011","13203.64","-17.63"
"CO","RBA","KEN","00059169","4KEN10401:  Access to Clean Energy Services in Kenya","Access to Clean and Sustainable Energy Services in Kenya","2010-01-01 00:00:00","2015-12-31 00:00:00","01726","National Execution","GOV","Gov Counterpart Institution","2011","189625","53091.03"
"CO","RBA","KEN","00059556","4KEN10402 Africa Adaptation Project","An Integrated and Comprehensive Approach to Climate Change Adaptation in Kenya","2010-03-12 00:00:00","2012-12-31 00:00:00","01726","National Execution","GOV","Gov Counterpart Institution","2011","2587304.72","2824243.11"
"CO","RBA","KEN","00060095","1KEN10102 EXPANDED BAACH PROJECT","Expanded Business Alliance against Chronic Hunger project","2010-10-01 00:00:00","2012-09-30 00:00:00","01727","Non Governmental Organization","GOV","Gov Counterpart Institution","2011","270800","287032.38"
"CO","RBA","KEN","00060297","4KEN10405: Mainstreaming Sustainable Land Management in","4KEN10405: Mainstreaming Sustainable Land Management in Agropastoral production Systems of Kenya","2011-01-01 00:00:00","2015-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","360449.55","112314.9"
"CO","RBA","KEN","00060439","1KEN10103 INCLUSIVE MARKET DEVELOPMENT","The project promotes inclusion of the poor included in markets as customers, employees, producers and business owners","2010-09-01 00:00:00","2013-12-31 00:00:00","01726","National Execution","GOV","Gov Counterpart Institution","2011","54922","57854.91"
"CO","RBA","KEN","00061043","7KEN10701 - Peace Process","Consolidating the peace process and establishing the foundations for a peaceful political transition in Kenya 2010-2013","2010-12-23 00:00:00","2013-12-31 00:00:00","01728","Office Of The President","GOV","Gov Counterpart Institution","2011","2525000","2203743.2"
"CO","RBA","KEN","00061389","2KEN09202 Reducing Corruption through Weath declaration","Support to Ethics and Anti Corruption Commission(EACC) formally known as Kenya Anti Corruption Commission (KACC) to reduce corruption risk in Kenya through welath declarations of public officers","2011-03-01 00:00:00","2013-06-30 00:00:00","01726","National Execution","GOV","Gov Counterpart Institution","2011","136156","13827.56"
"CO","RBA","KEN","00061744","4KEN11002:  Climate Change Capacity Building"," ","2011-01-01 00:00:00","2014-12-31 00:00:00","01726","National Execution","GOV","Gov Counterpart Institution","2011","30000","17590.54"
"CO","RBA","KEN","00062329","Kenya Drought Recovery Programme","Kenya Drought Recovery Programme","2011-09-19 00:00:00","2013-09-30 00:00:00","01726","National Execution","GOV","Gov Counterpart Institution","2011","200000","88019.46"
"CO","RBA","LBR","00013428","EMERGENCY ASSISTANCE PROGRAMME FOR HEALTH","AFRICAN DEVELOPMENT BANK SUPPORTED EMERGENCY ASSISTANCE PROGRAMME FOR THE HEALTH SECTOR IN LIBERIA","2011-01-01 00:00:00","2011-12-31 00:00:00"," ",,,,"2011","27842.4","-93059.6"
"CO","RBA","LBR","00037629","Tuberculosis Control & Management of People with TB/HIV"," ","2004-12-01 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","0","-4543.81"
"CO","RBA","LBR","00037631","Malaria Control and Prevention Through Partnership"," ","2004-12-01 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","0","-1155.27"
"CO","RBA","LBR","00037649","Support to the Police Academy"," ","2004-12-02 00:00:00","2010-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","0","26036.66"
"CO","RBA","LBR","00037958","Support to - RFTF Implementation &  Monitoring Committee"," ","2004-12-24 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","1511.95","0"
"CO","RBA","LBR","00039148","Support to the Organization of 2005 National election","Support to the Organization of the October 2005 National Election in liberia","2005-03-05 00:00:00","2010-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","5292.27","2959.75"
"CO","RBA","LBR","00039674","COMMON SERVICE PROJECT"," ","2005-01-01 00:00:00","2015-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","327189.15","170912.88"
"CO","RBA","LBR","00041083","UNDP MICROFINANCE PROJECT"," ","2005-08-11 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","150000","147203.61"
"CO","RBA","LBR","00041359","Capacity Building for Aid Coordination &  Devp. Mgt"," ","2005-09-14 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","3006.39","3006.39"
"CO","RBA","LBR","00041584","EUEOM Liberia 2005 Project"," ","2005-09-23 00:00:00","2010-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","0","5126.37"
"CO","RBA","LBR","00042535","Economic Empowerment of Women of Liberia"," ","2006-01-01 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","2886","2885.23"
"CO","RBA","LBR","00043766","DDRR EC 3rd contribution"," ","2006-04-06 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","34","33.16"
"CO","RBA","LBR","00043823","LIBERIA EMERGENCY CAPACITY BUILDING SUPPORT PROJECT"," ","2006-04-12 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","1362099.71","666896.46"
"CO","RBA","LBR","00044196","PIMS 3387-LD-LDC-SIDS - Liberia Capacity Building SLM","Capacity Building and Mainstreaming of Sustainable Land Management","2006-05-24 00:00:00","2010-12-31 00:00:00","01887","NATIONAL ENVIRONMENTAL COMMISS","ACY","UN Agency","2011","267945.31","151579.79"
"CO","RBA","LBR","00044469","EPPR","Strengthening the national response to HIV/AIDS in Liberia through the United Nations Theme Group on HIV/AIDS Under EPPR (EPPR)","2006-06-29 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","36440","-7324.46"
"CO","RBA","LBR","00044903","Stengthening the Capacity of County Administration","Stengthening the Capacity of County Administration ion Liberia through the UN County Support Team (CST)","2006-08-23 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","405269.24","778.51"
"CO","RBA","LBR","00044937","The Liberian Transitional Support Fund - WB grant"," ","2006-08-28 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","113551","113550.18"
"CO","RBA","LBR","00044945","Restructuring and training of the Liberian National Poli"," ","2006-08-28 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","67530.86","59081.65"
"CO","RBA","LBR","00045021","TOKTEN"," ","2006-07-01 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","160680","-1941.56"
"CO","RBA","LBR","00045152","HSF - Rebuilding Communities in Post-Conflict Liberia"," ","2006-09-22 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","48046","48044.92"
"CO","RBA","LBR","00045887","Development of National Human Rights Action Plan"," ","2006-12-26 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","64737","-46890.26"
"CO","RBA","LBR","00046510","the D4D Project"," ","2007-02-19 00:00:00","2009-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","15374","15372.67"
"CO","RBA","LBR","00046643","Emergency Infrastracture Project suplimentary Componenet"," ","2007-03-01 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","1518417.75","1044524.12"
"CO","RBA","LBR","00046727","Senior Executive Service"," ","2007-03-09 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","1241787.83","713393.57"
"CO","RBA","LBR","00046861","Building a National Integrity Framework for Liberia"," ","2007-03-22 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","234.87","148.82"
"CO","RBA","LBR","00046940","Liberia Development Forestry Sector Management Project"," ","2007-01-01 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","553502.91","502570.69"
"CO","RBA","LBR","00047095","Enhancing Security Sector Reform in Liberia"," ","2007-04-23 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","199294.38","205647.19"
"CO","RBA","LBR","00047673","Liberia Decentralization and Local Development"," ","2007-07-01 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","1600461.57","1652896.22"
"CO","RBA","LBR","00047889","Support for the MOF Resource Management Unit"," ","2007-08-16 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","35216","35215.99"
"CO","RBA","LBR","00048834","Enhancing Police Reform in Liberia"," ","2007-12-13 00:00:00","2010-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","0","-62.67"
"CO","RBA","LBR","00048945","Norwegian Contribution - UNDP/DDRR Residual Caseload","Reintegration Assistance to Liberia DDRR Programme Residual Caseloads Beneficiaries","2007-12-01 00:00:00","2010-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","0","-2329.05"
"CO","RBA","LBR","00049212","Community-Based Recovery & Development"," ","2008-01-01 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","674712.45","554264.47"
"CO","RBA","LBR","00049682","Capacity Building of LNP - German Contribution"," ","2008-03-13 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","8327","-13258.44"
"CO","RBA","LBR","00049733","Communications for Development"," ","2008-03-19 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","75000","105774.84"
"CO","RBA","LBR","00049777","Enhancing Community Security and Social Cohesion"," ","2008-03-26 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","2396353.35","2814523.59"
"CO","RBA","LBR","00049917","Strengthening Rule of Law & Adm of Justice AWP"," ","2008-04-14 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","1255689.95","1047235.07"
"CO","RBA","LBR","00049921","Economic Policy and Management"," ","2008-04-15 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","844100","651668.11"
"CO","RBA","LBR","00049931","Aid Coordination"," ","2008-04-15 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","60000","55634.89"
"CO","RBA","LBR","00049938","Youth Empowerment and Employment"," ","2008-04-01 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","828530","434767.46"
"CO","RBA","LBR","00049960","Malaria Control and Prevention Through Partnership"," ","2008-05-01 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","3631500","3463130.27"
"CO","RBA","LBR","00049963","Tuberculosis Control & Managbement of People with TB/HIV"," ","2008-05-01 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","2500445","2555643.31"
"CO","RBA","LBR","00050005","Environment and Natural Resources Management"," ","2008-04-28 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","349450","343661.36"
"CO","RBA","LBR","00050014","Public Administration and Civic Engagement","Strenghtening Publoic Administration and Promotion of Civic Engagement in Liberia","2008-04-28 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","266800","208758.04"
"CO","RBA","LBR","00050017","National Capacity Development"," ","2008-05-01 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","600000","491217.04"
"CO","RBA","LBR","00050471","Millennium Development Village -Liberia"," ","2008-05-01 00:00:00","2013-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","363070","365410.62"
"CO","RBA","LBR","00050506","Support to Strenghtening National Implmentation Capacity","UNDP Support to Strengthening National Implementation Capacity Project","2008-07-01 00:00:00","2014-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","536000","437132.43"
"CO","RBA","LBR","00050667","Disaster & Climate Risk Management in Liberia","Building National and Local Capacities for Disaster and Climate Risks Management in Liberia","2008-08-14 00:00:00","2010-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","211958","117287.71"
"CO","RBA","LBR","00050772","Finnish Contribution to International Women's Colloquium","The Contributribution will be used for the preparation of the International Colloquium on  Women's Empowerment, Leadrship Development, International Peace & Security in Liberia.","2008-09-02 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","6684","6683.15"
"CO","RBA","LBR","00050952","EC Support to International Women Colloquium"," ","2008-10-07 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","22433","22431.23"
"CO","RBA","LBR","00051297","PIMS1839 CNA for Implementation of LNBSAP & CD CHM Supp","Capacity Needs Assessment for the Implementation of Liberia’s National Biodiversity Strategy and Action Plan and Country Driven CHM Support 
(PIMS 1839)","2008-12-02 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","20569","10609.68"
"CO","RBA","LBR","00056665","Improved Food Security and Nutrition"," ","2009-01-01 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","886198","516434.72"
"CO","RBA","LBR","00056675","Rule of Law and administration of Justice-BCPR"," ","2009-02-01 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","942576","873547.79"
"CO","RBA","LBR","00056929","Volunteers For Peace Programme"," ","2009-02-27 00:00:00","2010-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","0","6609.17"
"CO","RBA","LBR","00057138","Supporting Liberian Anti-Corruption Commission"," ","2009-04-01 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","155767.81","57267.31"
"CO","RBA","LBR","00057139","Improving Prosecution Services"," ","2009-04-01 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","56193","4416.43"
"CO","RBA","LBR","00057146","Strengthening Public Defense"," ","2009-04-01 00:00:00","2010-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","5300","5299.08"
"CO","RBA","LBR","00057356","Strengthening state capacity for peace consolidation"," ","2009-05-01 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","245155.88","149006.11"
"CO","RBA","LBR","00057499","Supporting Peaceful Rentegration of High Risk Youths"," ","2009-01-01 00:00:00","2010-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","13810","3852.68"
"CO","RBA","LBR","00057509","Enhancing Relationship between Police and Civilians"," ","2009-05-01 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","317756.87","317756.87"
"CO","RBA","LBR","00057571","Strengthening the Capacity of Sub-national Administratio"," ","2009-03-19 00:00:00","2013-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","1264573.89","1064043.09"
"CO","RBA","LBR","00057655","Gender Equality and women's Economic Empowerment"," ","2009-06-15 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","1769727","1086531.82"
"CO","RBA","LBR","00058037","Liberia PeaceBuilding Fund Technical Secretariat"," ","2009-08-05 00:00:00","2011-06-30 00:00:00","99999","UNDP","UND","UNDP","2011","49170","12939.93"
"CO","RBA","LBR","00058048","TOKTEN USAID GRANT","This is the Transfer of Knowledge Through Expatriate Nationals, which was operationalized in 2006 to provide emergency capacity building support to the Government of Liberia (GOL) to implement its development and reform agenda.","2009-08-04 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","1737000","1643579.36"
"CO","RBA","LBR","00058605","Creating Livelihood Opportunities for Workers in Guthrie"," ","2009-12-01 00:00:00","2012-12-31 00:00:00","01890","UNITED NATIONS DEVELOPMENT","UND","UNDP","2011","938606","855150.05"
"CO","RBA","LBR","00059368","Support to the Angie Brooks International Center","Capacitating Women’s Skills in Mediation, Leadership, Advocacy and Post Conflict peace-building for the implementation	of MDG3 goal and SCR 1325.","2010-01-01 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","23000","2013.51"
"CO","RBA","LBR","00059487","Promoting Democracy and Good Governance through Developm","Promoting Democracy and Good Governance through Development Journalism","2010-03-03 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","13584","11412.56"
"CO","RBA","LBR","00059492","Enhancing Resilience of Vulnerable Coastal Areas"," ","2010-04-01 00:00:00","2014-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","235238.4","234708.9"
"CO","RBA","LBR","00059926","Support to the 2010-2012 Liberian electoral Cycle"," ","2010-05-03 00:00:00","2014-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","14695086.84","13358904.04"
"CO","RBA","LBR","00060074","Strategic Approach to International Chemicals Management","Strategic Approach to International Chemicals Management Quick Start Programme","2010-08-01 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","174121","79381.25"
"CO","RBA","LBR","00060472","PDG/OECD Capacity Support the Liberia National Police"," ","2010-08-23 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","139237","140892.63"
"CO","RBA","LBR","00060489","Strenthening Urban & Rural Market Structures"," ","2010-01-01 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","239701","161438.61"
"CO","RBA","LBR","00060495","National Long Term Vision and Economic Growth Strategy","National Long Term Vision and Economic Growth Strategy","2010-08-26 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","262000","318987.17"
"CO","RBA","LBR","00060499","Justice and Security Trust Fund"," ","2010-01-01 00:00:00","2013-12-15 00:00:00","01890","UNITED NATIONS DEVELOPMENT","UND","UNDP","2011","9386496.42","5542078.04"
"CO","RBA","LBR","00060514","PIMS 4439 Lib Agriculture - Enhancing Resilience to CC"," ","2010-09-01 00:00:00","2011-08-31 00:00:00","99999","UNDP","UND","UNDP","2011","53170.34","50682.96"
"CO","RBA","LBR","00060580","Liberia-High Level Support to Water Supply&Sanitation"," ","2010-09-16 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","170408.2","167774.48"
"CO","RBA","LBR","00061292","Enhancing Access to Security and Justice"," ","2011-02-14 00:00:00","2014-12-31 00:00:00","01890","UNITED NATIONS DEVELOPMENT","UND","UNDP","2011","662367","293897.26"
"CO","RBA","LSO","00013402","ENVIRONMENTAL MANAGEMENT","The project provides a response to address the issues and priorities related to poverty-environment nexus through better conservation and protection of country’s natural resources and improved environmental management.","2001-01-01 00:00:00","2011-12-31 00:00:00"," ",,,,"2011","8810.52","8360.59"
"CO","RBA","LSO","00033965","Support to UN Coordination"," ","2004-01-01 00:00:00","2015-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","45657","42853.41"
"CO","RBA","LSO","00040006","Strengthening National Capacities","Strengthening National Capacities to Monitor Poverty Reduction Interventions and Progress towards the acheivement of the MDGS","2005-05-01 00:00:00","2008-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","0","-4876.76"
"CO","RBA","LSO","00042547","Renewable Energy Rural Electrification in Lesotho","The project aims at reducing Lesotho’s energy related CO2 emissions by promoting renewable and low Green House Gases (GHG) technologies as a substitute for fossil fuels utilised in rural areas of the country.","2006-09-01 00:00:00","2012-12-31 00:00:00","01855","National Execution","GOV","Gov Counterpart Institution","2011","467523.39","376481.84"
"CO","RBA","LSO","00044254","Integrated Approach to Trade Enhancement & Wealth Creati","The overall objective of the project is to strengthen national capacity under the integrated Framework for Trade Related Technical Assistance (IF)","2007-01-01 00:00:00","2009-12-31 00:00:00","01855","National Execution","GOV","Gov Counterpart Institution","2011","0","72.91"
"CO","RBA","LSO","00044612","Promotion of Youth Employment towards Poverty Reduction","The overall objective of the project is to create an enabling national environment for the promotion of youth employment and enterprise development to support poverty reduction initiatives in Lesotho.","2006-09-01 00:00:00","2010-12-31 00:00:00","01855","National Execution","GOV","Gov Counterpart Institution","2011","37008","35232.89"
"CO","RBA","LSO","00044667","Programme Technical Assist Facility","The objective of this project is to enable the government to have access to technical advisory services, knowledge, expertise, experience and information to support policy development.","2006-07-01 00:00:00","2013-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","28862","16906.72"
"CO","RBA","LSO","00044973","UNAIDS Programme Support Funds","A project is for capacity assessment of the Joint UN Team on AIDS, to support effective development and implementation of the Essential Services package (ESP) on HIV and AIDS for 128 Community Councils in 10 districts.","2006-09-01 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","3426.79","2790.87"
"CO","RBA","LSO","00049282","Support to statistical systems","The project aims to monitor the MDGs and advocate for their achievement through policy measures, multi-sectoral strategies and development of appropriate interventions.","2008-01-01 00:00:00","2011-12-31 00:00:00","01855","National Execution","GOV","Gov Counterpart Institution","2011","200420.81","194432.76"
"CO","RBA","LSO","00049420","Strengthning Capacity Disaster Risk Reduction in Lesotho","This project focuses on strengthening the disaster management system in Lesotho and effective management of the impact of disaster risks within the context of sustainable development.","2008-02-18 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","128571.23","91145.13"
"CO","RBA","LSO","00050861","Sustainable Land Management in Lesotho","PIMS 3044 - Capacity Building and Knowledge Management for Sustainable Land Management in Lesotho","2008-10-15 00:00:00","2011-12-31 00:00:00","01855","National Execution","GOV","Gov Counterpart Institution","2011","493010.62","405881.46"
"CO","RBA","LSO","00056593","Consolidation of Democracy & Good Governance in Lesotho","Consolidation of Democracy and Good Governance in Lesotho (CDGG) is a four-year programme jointly funded by the governments of Ireland and the United Kingdom, with United Nations Development Programme (UNDP) designed to build on the existing multi-donor.","2008-08-01 00:00:00","2013-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","652035.27","632266.25"
"CO","RBA","LSO","00056797","Measures to counteract Violence Against Women","The project purpose is to support the establishment of “one-stop” outreach centre(s) for victims of gender-based violence.","2009-03-01 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","90574.47","88179.65"
"CO","RBA","LSO","00056812","Lesotho Local Development Programme (LLDP)","Strengthened democratic institutions, civil society organisations, transformed leadership and, increased civil liberties and human rights.","2009-01-01 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","37000","32771.59"
"CO","RBA","LSO","00056949","HIV and Sexual Minorities","The overall objective of the project is to build a network for MSM, gays and lesbians in Lesotho as the entry point for the delivery of targeted HIV-related services. It also seeks to undertake a size estimation and rapid assessment and response on MSM.","2009-02-12 00:00:00","2010-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","0","3354.13"
"CO","RBA","LSO","00057087","Support to Distance Teacher Education Programme","This project is designed to provide critical bridging support to the Distance Teacher Education Programme (DTEP) through the provision of qualified UNV resources.","2009-03-09 00:00:00","2011-06-30 00:00:00","99999","UNDP","UND","UNDP","2011","4188","4147.57"
"CO","RBA","LSO","00057430","UNV Medical Doctors Programme","Joint Programme Outcome is to improved and expanded equitable access to quality basic health services for all through the deployment of medical personnel as volunteers.","2009-07-01 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","509052","283311.41"
"CO","RBA","LSO","00057513","Enhancing Service Delivery","Governance institutions strengthened, ensuring gender equality, public service delivery and human rights for all by 2012.","2009-04-01 00:00:00","2013-03-31 00:00:00","99999","UNDP","UND","UNDP","2011","257592","263532.54"
"CO","RBA","LSO","00057535","National Volunteer Corps","This programme provides a mechanism for young graduates from the university and those graduating at third-level technical training to access volunteer opportunities in various workspaces.","2009-02-01 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","169749","107879.4"
"CO","RBA","LSO","00057989","Community Leadership and Capacity Enhancement","Community Leadership and Capacity Enhancement","2009-07-06 00:00:00","2011-12-31 00:00:00","01855","National Execution","GOV","Gov Counterpart Institution","2011","60000","57927.29"
"CO","RBA","LSO","00058398","Solid Waste Management","The proposed project will support the development of financially sustainable and innovative public private partnerships (PPPs) for basic service delivery, in particular the delivery of solid waste management services the city of Maseru in Lesotho.","2009-10-01 00:00:00","2012-06-30 00:00:00","99999","UNDP","UND","UNDP","2011","43837.45","24255.91"
"CO","RBA","LSO","00058985","Africa Adaptation Programme 2","Supporting Integrated and Comprehensive Approaches to Climate Change Adaptation in Lesotho","2010-01-01 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","1148000","699071.93"
"CO","RBA","LSO","00059424","Lesotho's Royal Histry","Strengthening Capacity for Research on Lesotho's Royal History.","2010-01-01 00:00:00","2012-12-31 00:00:00","01855","National Execution","GOV","Gov Counterpart Institution","2011","19822.82","19767.38"
"CO","RBA","LSO","00059450","Engaging Political Parties, Media & Youth achieving MDGs","Strengthened and pro-active engagement of political parties to ensure progress for implementation  of the MDGs and Capacity building of and advocacy with the media and youth groups for more effective reporting on and direct promotion of the MDGs","2010-02-01 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","193432","171545.69"
"CO","RBA","LSO","00060396","Economic Growth & Development","This project provides two pronged support - 1) economic development activities for women in 4 target districts and 2) UN support to the national development plan Special efforts will be made towards promoting employment opportunities for women.","2010-08-01 00:00:00","2013-12-31 00:00:00","01855","National Execution","GOV","Gov Counterpart Institution","2011","208328","98175.92"
"CO","RBA","LSO","00060726","Support for Financial Inclusion in Lesotho (SUFIL)","Improved and increased access to financial services by low segment of the population including low income population, youth, women and other vulnerable groups through.","2010-10-01 00:00:00","2013-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","37694","37628.22"
"CO","RBA","LSO","00061736","Empowering Youth for Development"," ","2011-03-01 00:00:00","2013-12-31 00:00:00","01855","National Execution","GOV","Gov Counterpart Institution","2011","146000","1891.97"
"CO","RBA","LSO","00062033","Strengthening rural livelihoods affected by Climate Chan"," ","2011-03-01 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","72193","21752.35"
"CO","RBA","MDG","00040179","PIMS 2762 BD FSP: Appui PE3 Madagascar"," ","2005-06-01 00:00:00","2011-12-31 00:00:00","01916","NATIONAL EXECUTION","GOV","Gov Counterpart Institution","2011","1","-623.36"
"CO","RBA","MDG","00044005","Appui au Programme Gouvernance"," ","2006-01-01 00:00:00","2010-12-31 00:00:00","01916","NATIONAL EXECUTION","GOV","Gov Counterpart Institution","2011","0","-1157.89"
"CO","RBA","MDG","00044209","Appui au processus électoral à Madagascar"," ","2006-05-26 00:00:00","2007-12-31 00:00:00","01919","PROGRAMME DES NATIONS UNIES PO","UND","UNDP","2011","0","29.91"
"CO","RBA","MDG","00045281","Appui aux programmes"," ","2006-01-01 00:00:00","2006-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","0","-28.47"
"CO","RBA","MDG","00046973","APPUI AU PROGRAMME DE PAYS","Fournir des services d'appui pour la mise en œuvre effective des projets du programme de pays","2009-01-01 00:00:00","2013-12-31 00:00:00","01921","UNDP","UND","UNDP","2011","479580.51","465840.2"
"CO","RBA","MDG","00047389","Promotion de l'education civique à l'ecole","Promotion de la culture et de la défense des droits humains à l'école","2007-02-01 00:00:00","2011-12-31 00:00:00","01916","NATIONAL EXECUTION","GOV","Gov Counterpart Institution","2011","4747.79","-237.39"
"CO","RBA","MDG","00048003","Appui à la gestion économique"," ","2007-09-05 00:00:00","2009-12-31 00:00:00","01916","NATIONAL EXECUTION","GOV","Gov Counterpart Institution","2011","0","-1930.48"
"CO","RBA","MDG","00048800","Madagascar Millenium Village Initiative","Appui à l'accélération de l'atteinte des objectifs du Millénaire dans la Commune Rurale de Sambaina","2007-12-31 00:00:00","2012-12-31 00:00:00","01921","UNDP","UND","UNDP","2011","626879.29","501534.23"
