awardID,lat,lon,precision,type,scope
50956,15.48719,38.85956,3,2,3
37750,14.66528,38.81389,3,2,3
37750,14.66528,38.81389,3,2,3
37750,14.66528,38.81389,3,2,3
37750,14.66528,38.81389,3,2,3
37750,14.66528,38.81389,3,2,3
37750,14.66528,38.81389,3,2,3
37750,14.66528,38.81389,3,2,3
37750,14.66528,38.81389,3,2,3
37750,14.66528,38.81389,3,2,3
41919,15.33805,38.93184,3,1,4
37750,14.66528,38.81389,3,2,3
37750,14.66528,38.81389,3,2,3
37750,14.66528,38.81389,3,2,3
59355,15,39,9,1,4
58525,15,39,9,1,4
57355,15,39,9,1,4
49975,15,39,9,1,4
49626,15,39,9,1,4
49226,15,39,9,1,4
47320,15,39,9,1,4
46166,15,39,9,1,4
45074,15,39,9,1,4
42398,15,39,9,1,4
37244,15,39,9,1,4
36411,15,39,9,1,4
35769,15,39,9,1,4
31402,15,39,9,1,4
31369,15,39,9,1,4
12448,15,39,9,1,4
12448,15,39,9,1,4
12446,15,39,9,1,4
37750,14.66528,38.81389,3,2,3
37750,14.66528,38.81389,3,2,3
37750,14.66528,38.81389,3,2,3
50956,15.48719,38.85956,3,2,3
57592,15.33333,38.91667,4,2,3
47957,9.02497,38.74689,3,1,3
60226,11.59364,37.39077,3,2,3
47957,9.02497,38.74689,3,1,3
47957,9.02497,38.74689,3,1,3
47898,9.02497,38.74689,3,1,1
47898,9.02497,38.74689,3,1,1
47898,9.02497,38.74689,3,1,1
47898,9.02497,38.74689,3,1,1
49782,7.95,39.13333,3,2,3
60226,11.59364,37.39077,3,2,3
47957,9.02497,38.74689,3,1,2
49782,7.95,39.13333,3,2,3
49782,7.95,39.13333,3,2,3
61111,8,38,9,1,4
60238,8,38,9,1,4
60185,8,38,9,1,4
60179,8,38,9,1,4
59867,8,38,9,1,4
59867,8,38,9,1,4
59785,8,38,9,1,4
59751,8,38,9,1,4
59740,8,38,9,1,4
59570,8,38,9,1,4
59568,8,38,9,1,4
58769,8,38,9,1,4
58553,8,38,9,1,4
58515,8,38,9,1,4
58409,8,38,9,1,4
58067,8,38,9,1,4
58016,8,38,9,1,4
57643,8,38,9,1,4
56655,8,38,9,1,4
50578,8,38,9,1,4
50488,8,38,9,1,4
49085,8,38,9,1,4
48561,8,38,9,2,4
47956,8,38,9,1,4
47858,8,38,9,1,4
47799,8,38,9,1,4
47762,8,38,9,1,4
47606,8,38,9,1,4
47451,8,38,9,1,4
47360,8,38,9,1,4
47354,8,38,9,1,4
47347,8,38,9,1,4
47345,8,38,9,1,4
47309,8,38,9,1,4
47281,8,38,9,1,4
47257,8,38,9,1,4
47226,8,38,9,1,4
47173,8,38,9,1,4
46474,8,38,9,1,4
45934,8,38,9,1,4
44807,8,38,9,1,4
42856,8,38,9,1,4
39001,8,38,9,1,4
37471,8,38,9,1,4
36753,8,38,9,1,4
36437,8,38,9,1,4
12481,8,38,9,1,4
12479,8,38,9,1,4
12477,8,38,9,1,4
12475,8,38,9,1,4
12474,8,38,9,1,4
12470,8,38,9,1,4
12466,8,38,9,1,4
12462,8,38,9,1,4
12462,8,38,9,1,4
12461,8,38,9,1,4
12459,8,38,9,1,4
49782,7.95,39.13333,3,2,3
49782,7.95,39.13333,3,2,3
49782,7.95,39.13333,3,2,3
60226,11.59364,37.39077,3,2,2
49782,7.95,39.13333,3,2,3
47957,9.02497,38.74689,3,1,2
56771,-18,177.5,4,2,3
38423,-18,177.5,4,2,3
59694,-18,178,9,2,4
57557,-18,178,9,1,4
51446,-18,178,9,1,5
46211,-18,178,9,2,5
44786,-18,178,9,2,4
42995,-18,178,9,2,4
39551,-18,178,9,2,4
32527,-18,178,9,2,4
12641,-18,178,9,2,4
12641,-18,178,9,2,4
12622,-18,178,9,2,4
58444,-18.14161,178.44149,3,1,4
56771,-18,177.5,4,2,3
38423,-18,177.5,4,2,3
50091,7.454,151.805,4,2,4
50091,7.454,151.805,4,2,4
37312,6.924,158.162,9,2,4
56892,6.924,158.162,9,2,4
44694,6.924,158.162,9,2,4
38501,6.924,158.162,9,2,4
50091,7.454,151.805,4,2,4
50091,7.454,151.805,4,2,4
44557,0.39241,9.45356,3,2,3
61430,0.39241,9.45356,3,2,3
50809,0.39241,9.45356,3,2,3
62438,-1,11.75,9,1,4
60662,-1,11.75,9,1,4
59098,-1,11.75,9,1,4
58681,-1,11.75,9,1,4
58669,-1,11.75,9,1,4
58419,-1,11.75,9,1,4
50941,-1,11.75,9,1,4
46925,-1,11.75,9,1,4
46404,-1,11.75,9,1,4
44641,-1,11.75,9,1,4
44135,-1,11.75,9,1,4
44043,-1,11.75,9,1,4
43745,-1,11.75,9,1,5
41539,-1,11.75,9,1,4
39788,-1,11.75,9,1,4
39333,-1,11.75,9,1,4
38871,-1,11.75,9,1,4
36383,-1,11.75,9,1,4
61430,0.39241,9.45356,3,2,3
50809,0.39241,9.45356,3,2,3
44557,0.39241,9.45356,3,2,3
44557,0.39241,9.45356,3,2,3
44557,0.39241,9.45356,3,2,3
44557,0.39241,9.45356,3,2,3
44557,0.39241,9.45356,3,2,3
44557,0.39241,9.45356,3,2,3
44557,0.39241,9.45356,3,2,3
44557,0.39241,9.45356,3,2,3
50042,41.69411,44.83368,3,1,3
31440,41.69411,44.83368,3,1,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
48083,41.65361,45.68153,3,2,3
60153,41.85272,43.41284,3,2,3
59786,41.9252,44.42568,3,2,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
59786,41.9252,44.42568,3,2,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
48083,41.65361,45.68153,3,2,3
59634,42.03272,45.20402,3,2,1
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
34839,41.69411,44.83368,3,2,3
31440,41.69411,44.83368,3,1,3
48083,41.65361,45.68153,3,2,3
33446,42.52652,43.14949,3,2,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
48083,41.65361,45.68153,3,2,3
50042,41.69411,44.83368,3,1,3
60153,41.85272,43.41284,3,2,3
61293,41.69411,44.83368,3,2,3
59786,41.9252,44.42568,3,2,3
61293,41.69411,44.83368,3,2,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
48083,41.65361,45.68153,3,2,3
60153,41.85272,43.41284,3,2,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
59440,41.85,43.3,3,2,3
50042,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
31440,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
49355,41.64159,41.63593,3,1,3
34839,41.69411,44.83368,3,2,3
50042,41.69411,44.83368,3,1,3
48083,41.65361,45.68153,3,2,3
31440,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
48083,41.65361,45.68153,3,2,3
31440,41.69411,44.83368,3,1,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
34839,41.69411,44.83368,3,2,3
31440,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
31440,41.69411,44.83368,3,1,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
48083,41.65361,45.68153,3,2,3
34839,41.69411,44.83368,3,2,3
31440,41.69411,44.83368,3,1,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
48083,41.65361,45.68153,3,2,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
59786,41.9252,44.42568,3,2,3
57698,42.60566,42.07695,3,2,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
48083,41.65361,45.68153,3,2,3
59786,41.9252,44.42568,3,2,3
59635,41.69411,44.83368,3,2,3
50042,41.69411,44.83368,3,1,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
48083,41.65361,45.68153,3,2,3
34839,41.69411,44.83368,3,2,3
31440,41.69411,44.83368,3,1,3
48083,41.65361,45.68153,3,2,3
50042,41.69411,44.83368,3,1,3
59786,41.9252,44.42568,3,2,3
50042,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
49355,41.64159,41.63593,3,1,3
34839,41.69411,44.83368,3,2,3
50042,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
49355,41.64159,41.63593,3,1,3
34839,41.69411,44.83368,3,2,3
57698,42.60566,42.07695,3,2,3
50042,41.69411,44.83368,3,1,3
31440,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
49355,41.64159,41.63593,3,1,3
34839,41.69411,44.83368,3,2,3
50042,41.69411,44.83368,3,1,3
49355,41.64159,41.63593,3,1,3
34839,41.69411,44.83368,3,2,3
59786,41.9252,44.42568,3,2,3
57935,41.69411,44.83368,3,1,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
34839,41.69411,44.83368,3,2,3
31440,41.69411,44.83368,3,1,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
48083,41.65361,45.68153,3,2,3
34839,41.69411,44.83368,3,2,3
31440,41.69411,44.83368,3,1,3
59440,41.85,43.3,3,2,3
50042,41.69411,44.83368,3,1,3
33446,42.52652,43.14949,3,2,3
60720,41.47588,44.80894,3,2,2
59786,41.9252,44.42568,3,2,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
48083,41.65361,45.68153,3,2,3
50042,41.69411,44.83368,3,1,3
31440,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
34839,41.69411,44.83368,3,2,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
51278,41.69411,44.83368,3,1,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
48083,41.65361,45.68153,3,2,3
33446,42.52652,43.14949,3,2,3
50042,41.69411,44.83368,3,1,3
57698,42.60566,42.07695,3,2,3
61293,41.69411,44.83368,3,2,3
59786,41.9252,44.42568,3,2,3
50042,41.69411,44.83368,3,1,3
51278,41.69411,44.83368,3,1,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
48083,41.65361,45.68153,3,2,3
34839,41.69411,44.83368,3,2,3
31440,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
33446,42.52652,43.14949,3,2,3
57698,42.60566,42.07695,3,2,3
50042,41.69411,44.83368,3,1,3
31440,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
49355,41.64159,41.63593,3,1,3
34839,41.69411,44.83368,3,2,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
48083,41.65361,45.68153,3,2,3
34839,41.69411,44.83368,3,2,3
31440,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
61293,41.69411,44.83368,3,2,3
59635,41.69411,44.83368,3,2,3
59625,41.69411,44.83368,3,2,1
57935,41.69411,44.83368,3,1,3
51278,41.69411,44.83368,3,1,3
51122,41.69411,44.83368,3,1,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
34839,41.69411,44.83368,3,2,3
31440,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
48083,41.65361,45.68153,3,2,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
33446,42.52652,43.14949,3,2,3
60153,41.85272,43.41284,3,2,3
57698,42.60566,42.07695,3,2,3
50042,41.69411,44.83368,3,1,3
31440,41.69411,44.83368,3,1,3
51122,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
48083,41.65361,45.68153,3,2,3
51278,41.69411,44.83368,3,1,3
50042,41.69411,44.83368,3,1,3
33446,42.52652,43.14949,3,2,3
59786,41.9252,44.42568,3,2,3
59440,41.85,43.3,3,2,3
50042,41.69411,44.83368,3,1,3
59440,41.85,43.3,3,2,3
50042,41.69411,44.83368,3,1,3
57698,42.60566,42.07695,3,2,3
59786,41.9252,44.42568,3,2,3
57264,10.78556,-0.85139,3,2,3
50528,5.55602,-0.1969,3,2,3
44069,5.55602,-0.1969,3,2,3
58391,5.81667,-2.81667,3,2,3
59667,10.78556,-0.85139,3,2,3
57264,10.78556,-0.85139,3,2,3
59667,10.78556,-0.85139,3,2,3
57264,10.78556,-0.85139,3,2,3
59667,10.78556,-0.85139,3,2,3
57264,10.78556,-0.85139,3,2,3
57556,9.27324,-2.41346,3,2,3
70731,5.55602,-0.1969,3,2,3
58391,5.81667,-2.81667,3,2,3
57556,9.27324,-2.41346,3,2,3
61984,8.1,-1.2,9,1,4
61303,8.1,-1.2,9,1,4
60740,8.1,-1.2,9,1,4
60002,8.1,-1.2,9,1,4
59976,8.1,-1.2,9,1,4
59681,8.1,-1.2,9,1,4
59423,8.1,-1.2,9,1,4
59172,8.1,-1.2,9,1,4
57272,8.1,-1.2,9,1,4
56859,8.1,-1.2,9,1,4
56553,8.1,-1.2,9,1,4
49159,8.1,-1.2,9,1,4
48699,8.1,-1.2,9,1,4
47593,8.1,-1.2,9,1,4
47193,8.1,-1.2,9,1,4
46374,8.1,-1.2,9,1,4
46263,8.1,-1.2,9,1,4
46075,8.1,-1.2,9,1,4
44289,8.1,-1.2,9,1,4
44198,8.1,-1.2,9,1,4
44165,8.1,-1.2,9,1,4
44117,8.1,-1.2,9,1,4
43328,8.1,-1.2,9,1,4
37120,8.1,-1.2,9,1,4
35857,8.1,-1.2,9,1,4
28131,8.1,-1.2,9,1,4
12737,8.1,-1.2,9,1,4
12727,8.1,-1.2,9,1,4
59667,10.78556,-0.85139,3,2,3
57264,10.78556,-0.85139,3,2,3
57556,9.27324,-2.41346,3,2,3
58391,5.81667,-2.81667,3,2,3
59667,10.78556,-0.85139,3,2,3
57264,10.78556,-0.85139,3,2,3
57556,9.27324,-2.41346,3,2,3
58391,5.81667,-2.81667,3,2,3
57556,9.27324,-2.41346,3,2,3
57556,9.27324,-2.41346,3,2,3
59667,10.78556,-0.85139,3,2,3
50528,5.55602,-0.1969,3,2,3
57556,9.27324,-2.41346,3,2,3
58391,5.81667,-2.81667,3,2,3
59667,10.78556,-0.85139,3,2,3
57264,10.78556,-0.85139,3,2,3
57556,9.27324,-2.41346,3,2,3
58479,10.43333,-13.1,3,2,3
49665,10.37546,-12.09148,3,2,3
47575,9.53795,-13.67729,3,2,3
47573,9.53795,-13.67729,3,2,3
47573,9.53795,-13.67729,3,2,3
47543,9.53795,-13.67729,3,2,3
47543,9.53795,-13.67729,3,2,3
47543,9.53795,-13.67729,3,2,3
47543,9.53795,-13.67729,3,2,3
47543,9.53795,-13.67729,3,2,3
58479,10.43333,-13.1,3,2,3
40490,13.45274,-16.57803,3,2,3
63535,11,-10,9,1,4
62317,11,-10,9,1,4
61150,11,-10,9,1,4
59700,11,-10,9,1,4
58721,11,-10,9,1,4
58467,11,-10,9,1,4
58075,11,-10,9,1,4
58075,11,-10,9,1,4
58075,11,-10,9,1,4
58075,11,-10,9,1,4
56685,11,-10,9,1,4
51450,11,-10,9,1,4
49951,11,-10,9,1,4
49524,11,-10,9,1,4
49251,11,-10,9,1,4
48977,11,-10,9,1,4
48798,11,-10,9,1,4
47453,11,-10,9,1,4
46079,11,-10,9,1,4
44264,11,-10,9,1,4
43909,11,-10,9,1,4
43538,11,-10,9,1,4
41904,11,-10,9,1,4
41419,11,-10,9,1,4
38880,11,-10,9,1,4
37977,11,-10,9,1,4
35902,11,-10,9,1,4
35391,11,-10,9,1,4
25148,11,-10,9,1,4
12804,11,-10,9,1,4
12801,11,-10,9,1,4
12798,11,-10,9,1,4
12796,11,-10,9,1,4
12795,11,-10,9,1,4
58479,10.43333,-13.1,3,2,3
58479,10.43333,-13.1,3,2,3
49819,9.08333,-10.31667,3,2,3
47665,9.08333,-10.31667,3,2,3
47655,9.08333,-10.31667,3,2,3
58479,10.43333,-13.1,3,2,3
58479,10.43333,-13.1,3,2,3
49819,9.08333,-10.31667,3,2,3
47665,9.08333,-10.31667,3,2,3
47655,9.08333,-10.31667,3,2,3
47573,9.53795,-13.67729,3,2,3
47573,9.53795,-13.67729,3,2,3
47543,9.53795,-13.67729,3,2,3
47543,9.53795,-13.67729,3,2,3
47543,9.53795,-13.67729,3,2,3
47543,9.53795,-13.67729,3,2,3
47543,9.53795,-13.67729,3,2,3
49819,9.08333,-10.31667,3,2,3
47665,9.08333,-10.31667,3,2,3
47655,9.08333,-10.31667,3,2,3
49665,10.37546,-12.09148,3,2,3
49819,9.08333,-10.31667,3,2,3
47665,9.08333,-10.31667,3,2,3
47655,9.08333,-10.31667,3,2,3
49819,9.08333,-10.31667,3,2,3
47665,9.08333,-10.31667,3,2,3
47655,9.08333,-10.31667,3,2,3
47573,9.53795,-13.67729,3,2,3
47573,9.53795,-13.67729,3,2,3
47543,9.53795,-13.67729,3,2,3
47543,9.53795,-13.67729,3,2,3
47543,9.53795,-13.67729,3,2,3
47543,9.53795,-13.67729,3,2,3
47543,9.53795,-13.67729,3,2,3
62445,11,-10,9,1,1
58370,13.45274,-16.57803,3,1,1
58365,13.45274,-16.57803,3,1,1
58014,11,-10,9,1,1
48132,13.45274,-16.57803,3,1,1
47621,13.45274,-16.57803,3,1,3
47621,13.45274,-16.57803,3,1,3
35324,11,-10,9,1,1
44253,11,-10,9,2,3
60910,11,-10,9,2,3
35200,11,-10,9,2,3
63161,11,-10,9,1,4
50656,11,-10,9,1,4
49896,11,-10,9,1,4
48225,11,-10,9,1,4
47619,11,-10,9,1,4
46969,11,-10,9,1,4
36927,11,-10,9,1,4
12669,11,-10,9,1,4
58459,11,-10,9,2,3
57319,11,-10,9,2,3
57314,11,-10,9,2,3
59266,11,-10,9,2,3
62330,11,-10,9,2,3
35209,11,-10,9,2,3
58013,11,-10,9,2,3
60754,11,-10,9,2,3
33583,11,-10,9,2,3
60227,11,-10,9,2,3
25641,11,-10,9,2,3
62067,12.16667,-14.75,3,2,3
62037,12.16667,-14.75,3,2,3
38649,12.16667,-14.75,3,2,3
62067,12.16667,-14.75,3,2,3
62037,12.16667,-14.75,3,2,3
60905,11.86357,-15.59767,4,1,2
59529,11.86357,-15.59767,4,1,2
51229,11.86357,-15.59767,3,2,3
51229,11.86357,-15.59767,3,1,3
49504,11.86357,-15.59767,3,2,3
59979,11.85,-14.5,3,2,3
51229,11.86357,-15.59767,3,1,3
51229,11.86357,-15.59767,3,1,3
59979,11.85,-14.5,3,2,3
49450,12.16667,-14.08333,3,2,3
60268,-12.5,18.5,9,1,4
60268,-12.5,18.5,9,1,4
60108,12,-15,9,1,4
59766,12,-15,9,1,4
59697,12,-15,9,1,4
58795,12,-15,9,1,4
58068,12,-15,9,1,4
58006,12,-15,9,1,4
57983,12,-15,9,1,4
57952,12,-15,9,1,4
57274,12,-15,9,1,4
56754,12,-15,9,1,4
50998,12,-15,9,1,4
50561,12,-15,9,1,4
50542,12,-15,9,1,4
50296,12,-15,9,1,4
49694,12,-15,9,1,4
49557,12,-15,9,1,4
49557,12,-15,9,1,4
49496,12,-15,9,1,4
49493,12,-15,9,1,4
49449,12,-15,9,1,4
49404,12,-15,9,1,4
49200,12,-15,9,1,4
48234,12,-15,9,1,4
48226,12,-15,9,1,4
44777,12,-15,9,1,4
44519,12,-15,9,1,4
43386,12,-15,9,1,4
40582,12,-15,9,1,4
38757,12,-15,9,1,4
37153,11.5148,15.3551,9,1,5
36209,11.5148,15.3551,9,1,5
32830,11.5148,15.3551,9,1,5
12680,11.5148,15.3551,9,1,5
62067,12.16667,-14.75,3,2,3
62037,12.16667,-14.75,3,2,3
38649,12.16667,-14.75,3,2,3
62188,1.7,10.5,9,1,4
60863,1.7,10.5,9,1,4
60590,1.7,10.5,9,1,4
59852,1.7,10.5,9,1,4
50496,1.7,10.5,9,1,4
49106,1.7,10.5,9,1,4
44181,1.7,10.5,9,1,4
37351,1.7,10.5,9,1,4
33578,1.7,10.5,9,1,4
60565,12.11667,-61.66667,9,1,4
46280,12.11667,-61.66667,9,1,4
45231,12.11667,-61.66667,9,1,4
44631,12.11667,-61.66667,9,1,4
40959,12.11667,-61.66667,9,1,4
40128,12.11667,-61.66667,9,1,4
62435,15.5,-90.25,9,1,4
62387,15.5,-90.25,9,1,4
62387,15.5,-90.25,9,1,4
62139,15.5,-90.25,9,1,4
61994,15.5,-90.25,9,1,4
61680,15.5,-90.25,9,1,4
61125,15.5,-90.25,9,1,4
60937,15.5,-90.25,9,1,4
60597,15.5,-90.25,9,1,4
60544,15.5,-90.25,9,1,4
60362,15.5,-90.25,9,1,4
60215,15.5,-90.25,9,1,4
60137,15.5,-90.25,9,1,4
60128,15.5,-90.25,9,1,4
60054,15.5,-90.25,9,1,4
59950,15.5,-90.25,9,1,4
59882,15.5,-90.25,9,1,4
59878,15.5,-90.25,9,1,4
59791,15.5,-90.25,9,1,4
59747,15.5,-90.25,9,1,4
59747,15.5,-90.25,9,1,4
59720,15.5,-90.25,9,1,4
59693,15.5,-90.25,9,1,4
59297,15.5,-90.25,9,1,4
59045,15.5,-90.25,9,1,4
59045,15.5,-90.25,9,1,4
59045,15.5,-90.25,9,1,4
59041,15.5,-90.25,9,1,4
59041,15.5,-90.25,9,1,4
58724,15.5,-90.25,9,1,4
58327,15.5,-90.25,9,1,4
58311,15.5,-90.25,9,1,4
58311,15.5,-90.25,9,1,4
58095,15.5,-90.25,9,1,4
57932,15.5,-90.25,9,1,4
57448,15.5,-90.25,9,1,4
56667,15.5,-90.25,9,1,4
56621,15.5,-90.25,9,1,4
56621,15.5,-90.25,9,1,4
56549,15.5,-90.25,9,1,4
56548,15.5,-90.25,9,1,4
51442,15.5,-90.25,9,1,4
51352,15.5,-90.25,9,1,4
51347,15.5,-90.25,9,1,4
51241,15.5,-90.25,9,1,4
51241,15.5,-90.25,9,1,4
51241,15.5,-90.25,9,1,4
51241,15.5,-90.25,9,1,4
51144,15.5,-90.25,9,1,4
50926,15.5,-90.25,9,1,4
50926,15.5,-90.25,9,1,4
50926,15.5,-90.25,9,1,4
50926,15.5,-90.25,9,1,4
50926,15.5,-90.25,9,1,4
50606,15.5,-90.25,9,1,4
50606,15.5,-90.25,9,1,4
50115,15.5,-90.25,9,1,4
50115,15.5,-90.25,9,1,4
49464,15.5,-90.25,9,1,4
49213,15.5,-90.25,9,1,4
48683,15.5,-90.25,9,1,4
48683,15.5,-90.25,9,1,4
48683,15.5,-90.25,9,1,4
48435,15.5,-90.25,9,1,4
48435,15.5,-90.25,9,1,4
48435,15.5,-90.25,9,1,4
48435,15.5,-90.25,9,1,4
48435,15.5,-90.25,9,1,4
48435,15.5,-90.25,9,1,4
48435,15.5,-90.25,9,1,4
48435,15.5,-90.25,9,1,4
48435,15.5,-90.25,9,1,4
48435,15.5,-90.25,9,1,4
48435,15.5,-90.25,9,1,4
48435,15.5,-90.25,9,1,4
48435,15.5,-90.25,9,1,4
48059,15.5,-90.25,9,1,4
47577,15.5,-90.25,9,1,4
46781,15.5,-90.25,9,1,4
46781,15.5,-90.25,9,1,4
46589,15.5,-90.25,9,1,4
45153,15.5,-90.25,9,1,4
45062,15.5,-90.25,9,1,4
44536,15.5,-90.25,9,1,4
44205,15.5,-90.25,9,1,4
44021,15.5,-90.25,9,1,4
43790,15.5,-90.25,9,1,4
38379,15.5,-90.25,9,1,4
37361,15.5,-90.25,9,1,4
36408,15.5,-90.25,9,1,4
36408,15.5,-90.25,9,1,4
36408,15.5,-90.25,9,1,4
32097,15.5,-90.25,9,1,4
12783,15.5,-90.25,9,1,4
12780,15.5,-90.25,9,1,4
62387,15.5,-90.25,9,1,4
60936,14.64072,-90.51327,9,1,4
62850,15.5,-90.25,9,1,4
60781,14.64072,-90.51327,9,1,4
60781,14.64072,-90.51327,9,1,4
60427,15.5,-90.25,9,1,4
60365,15.5,-90.25,9,1,4
59051,15.5,-90.25,9,1,4
59051,15.5,-90.25,9,1,4
59051,15.5,-90.25,9,1,4
62617,5,-59,9,1,4
60702,5,-59,9,1,4
60702,5,-59,9,1,4
60702,5,-59,9,1,4
59444,5,-59,9,1,4
58372,5,-59,9,1,4
58262,5,-59,9,1,4
57871,5,-59,9,1,4
57847,5,-59,9,1,4
57777,5,-59,9,2,4
56541,5,-59,9,2,4
50724,5,-59,9,1,4
50424,5,-59,9,1,4
50219,5,-59,9,1,4
49987,5,-59,9,1,4
49986,5,-59,9,1,4
49948,5,-59,9,1,4
49947,5,-59,9,1,4
49359,5,-59,9,1,4
48086,5,-59,9,1,4
46794,5,-59,9,1,4
46029,5,-59,9,1,4
46017,5,-59,9,1,4
44581,5,-59,9,1,4
43887,5,-59,9,1,4
42889,5,-59,9,1,4
42032,5,-59,9,1,4
41570,5,-59,9,1,4
39339,5,-59,9,1,4
39201,5,-59,9,1,4
38498,5,-59,9,1,4
36181,5,-59,9,1,4
34267,5,-59,9,1,4
31561,5,-59,9,1,4
31561,5,-59,9,1,4
12817,5,-59,9,1,4
60518,5,-59,9,1,4
44204,15.66667,-87,4,2,3
60075,15.50417,-88.025,3,1,3
60075,15.50417,-88.025,3,1,3
60075,15.50417,-88.025,3,1,3
60075,15.50417,-88.025,3,1,3
50866,14.45139,-87.6375,3,1,3
12903,14.45139,-87.6375,3,1,3
60075,15.50417,-88.025,3,1,3
60075,15.50417,-88.025,3,1,3
60075,15.50417,-88.025,3,1,3
60075,15.50417,-88.025,3,1,3
31301,14.0818,-87.20681,3,2,3
60075,15.50417,-88.025,3,1,3
60075,15.50417,-88.025,3,1,3
60075,15.50417,-88.025,3,1,3
60075,15.50417,-88.025,3,1,3
62813,15,-86.5,9,1,4
61614,15,-86.5,9,1,4
61594,15,-86.5,9,1,4
61594,15,-86.5,9,1,4
61157,15,-86.5,9,1,4
61004,15,-86.5,9,1,4
61004,15,-86.5,9,1,4
61004,15,-86.5,9,1,4
61004,15,-86.5,9,1,4
61004,15,-86.5,9,1,4
61004,15,-86.5,9,1,4
60968,15,-86.5,9,1,4
60967,15,-86.5,9,1,4
60967,15,-86.5,9,1,4
60967,15,-86.5,9,1,4
60738,15,-86.5,9,1,4
60483,15,-86.5,9,1,4
60483,15,-86.5,9,1,4
60483,15,-86.5,9,1,4
60483,15,-86.5,9,1,4
60483,15,-86.5,9,1,4
60418,15,-86.5,9,1,4
60386,15,-86.5,9,1,4
60386,15,-86.5,9,1,4
60386,15,-86.5,9,1,4
58012,15,-86.5,9,1,4
58012,15,-86.5,9,1,4
58012,15,-86.5,9,1,4
58012,15,-86.5,9,1,4
57767,15,-86.5,9,1,4
57041,15,-86.5,9,1,4
57041,15,-86.5,9,1,4
51471,15,-86.5,9,1,4
51471,15,-86.5,9,1,4
51471,15,-86.5,9,1,4
51471,15,-86.5,9,1,4
51308,15,86.3,9,1,4
50266,15,-86.5,9,1,4
48528,15,-86.5,9,1,4
48456,15,-86.5,9,1,4
47832,15,-86.5,9,1,4
47503,15,-86.5,9,1,4
43967,15,-86.5,9,1,4
43791,15,-86.5,9,1,4
43770,15,-86.5,9,1,4
36596,15,-86.5,9,1,4
34776,15,-86.5,9,1,4
34579,15,-86.5,9,1,4
34374,15,-86.5,9,1,4
34374,15,-86.5,9,1,4
34373,15,-86.5,9,1,4
12889,15,-86.5,9,1,4
12875,15,-86.5,9,1,4
12864,15,-86.5,9,1,4
12863,15,-86.5,9,1,4
51400,14.0818,-87.20681,1,1,3
50866,14.45139,-87.6375,3,1,3
