awardID,projectID,donorID,short_descr,long_descr,donor_type_lvl1,donor_type_lvl1_descr,donor_type_lvl3,donor_type_lvl3_descr,fiscal_year,budget,expenditure
48267,58317,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,121425.77,125683.66
43997,58475,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,104465.25,104465.26
45032,58730,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,0,-1254.38
45032,58731,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,0,0
45032,58731,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,0,-2319.18
37091,58951,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,0,403.31
48787,59071,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,301903,282758.57
48843,59177,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,126367.46,107219.25
48843,59177,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,19148.21,19148.21
48843,59194,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,0,-29
48843,59194,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,29,29
48843,59202,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,0,-16000
48843,59202,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,16000,16000
48898,59268,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,223697.36,155981.1
48914,59291,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,6147,6163.1
48917,59297,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,289962.31,276368.05
48917,59297,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,283594.26,283574.1
48843,59299,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,0,-56745
48843,59299,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,56745,56745
48843,59301,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,0,-3000
48843,59302,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,0,-32548.13
48843,59302,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,32548.13,32548.13
48843,59314,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,0,-23.32
48843,59314,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,23.32,23.32
48958,59401,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,19657.4,19657.4
49062,59586,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,65001,444580.12
49062,59586,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,15000,-531555.09
49191,59805,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,225000,110143.39
49191,59805,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,54856.61,54852.64
49191,59807,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,225000,127278.02
49191,59807,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,97721.98,103777.26
49213,59844,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,50000,45524.82
49213,59844,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,0,1355.39
49266,59949,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,1392670.53,1457016.67
49266,59949,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,1204691,898922.01
49271,59959,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,0,-11245.79
49271,59959,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,0,-3217.07
49362,60131,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,19651,18730.24
49362,60131,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,0,15287.87
43641,60281,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,16910.11,-80290.21
43641,60282,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,36599.56,-16767.1
43641,60283,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,21600,-5078.55
49476,60369,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,30000,-1.45
39113,60400,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,438.99,436.84
39113,60400,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,2.15,2.15
43861,60447,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,0,0
46596,60631,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,9912,0
46596,60633,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,10855,942.82
46596,60633,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,0.11,0
49626,60654,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,30165.8,30164.91
49649,60701,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,151132,128851.5
43640,60741,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,0,-6909
49662,60753,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,3046960.96,3186112.33
49662,60753,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,0,-1148.86
49663,60756,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,70782.81,21285.02
49663,60756,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,253.79,253.74
45950,60818,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,221350.73,221350.73
34649,60841,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,210000,207111.95
34649,60841,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,212888.05,114316.04
49785,61019,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,2593059.04,2844904.3
49785,61019,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,1426055.55,1564983.37
48435,61028,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,1579836.28,329836.28
48435,61028,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,1250000,1250523.39
49912,61334,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,2924.88,3660.57
49912,61334,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,22758,18734.12
49988,61490,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,6708,5421.34
50025,61547,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,298942.61,239442.67
50025,61547,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,32100,385.87
50148,61800,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,0,-144
50304,62082,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,69625,44550.41
50304,62082,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,64500,49641.56
50356,62176,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,3572.96,0
50373,62194,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,286158,253161.41
50373,62194,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,9711.87,8797.4
50392,62221,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,206395,87114.68
50243,62253,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,0,-91.22
50243,62267,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,138365,110987.56
50243,62267,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,25832,0
50243,62268,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,6993,6664.94
46523,62564,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,45072,25717.68
46904,62759,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,0,0
46904,62759,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,0,-3692.69
50716,62772,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,6354.18,-5135.5
50716,62772,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,5259.38,2141.46
50724,62784,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,31053,30574.28
41188,62931,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,2529686.34,2413828.67
41188,62931,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,115857.67,1425.94
50318,62979,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,55339,55326.81
50877,63077,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,530300,546080.17
50877,63077,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,-7903.96,-8029.67
49336,63082,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,919,904.15
49336,63082,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,4.85,5.19
51037,63343,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,1710641,858837.21
51037,63343,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,1207856,1522731.25
51054,63382,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,628239.43,417666.76
51054,63382,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,395965,1919.72
51063,63398,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,39695.82,32103.99
51063,63398,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,0,302.1
48238,63490,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,133848.31,-89588.13
51109,63793,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,801063.81,804139.71
51466,64106,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,97876.74,46337.09
49662,69414,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,806845.31,631242.31
49662,69414,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,1,-1078.56
56675,69513,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,808120.9,829378.04
56675,69513,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,0,79936.22
56678,69518,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,2240,2128
56678,69518,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,849.33,849.33
56683,69527,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,40709.18,55025.31
45485,69640,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,312500,243534.77
45485,69640,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,312500,279657.23
56823,69885,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,94750,51236.87
56823,69885,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,70000,44445.11
56843,69928,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,453845.1,178795.11
56843,69928,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,135049.99,133179.9
48982,70002,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,79751,83751
48982,70002,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,0,-183.65
48982,70003,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,218557.38,133314.85
48982,70003,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,85093.53,0
56887,70004,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,415714.54,312590.88
56887,70004,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,79312.66,74864.72
56899,70020,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,13986,13980.74
56823,70052,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,28271.18,23781.4
56823,70052,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,82000,28967.39
56823,70053,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,470898.32,361046.09
56823,70053,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,133236.39,54360.03
56950,70121,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,396343.74,349375.82
56950,70121,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,50680.85,39879.03
57014,70240,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,15692.85,-39.72
42718,70362,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,2,207.95
42718,70362,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,0,-14209.19
42718,70363,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,0,-2587.3
42718,70364,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,0,-87.12
42718,70364,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,0,-4379.75
57201,70578,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,818005.92,818005.61
57201,70578,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,0,-0.01
57210,70592,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,798237.76,767309.26
57210,70592,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,722925.96,576932.23
57359,70832,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,5275762.98,5126095.7
57359,70832,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,63130,62874.27
57369,70849,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,371833.8,367154.22
57369,70849,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,18409,17327.04
57409,70906,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,350750,235859.22
57409,70906,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,847000,96488.99
57412,70921,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,-0.99,-0.99
57476,71025,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,3048617.41,2743469.74
57476,71025,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,3616762.55,3463328.75
57580,71209,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,1,0
57613,71252,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,210849.77,65898.69
57613,71252,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,130968,92917.47
57696,71385,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,0,599.19
57696,71385,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,1,2824.03
57582,71547,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,819027.47,521871.22
57582,71547,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,497156.25,613476.78
57861,71619,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,0,24.51
57870,71651,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,735578.82,638370.58
57870,71651,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,304080,297611.19
57935,71754,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,0,-83.27
50805,71861,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,945650.23,954740.62
50805,71861,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,24564,22121.73
58006,71867,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,20000,15003.26
58006,71867,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,102449.58,18953.44
58023,71905,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,60000,59935.39
58179,72158,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,437634.59,433393.9
58179,72158,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,24240.69,24223.37
58220,72241,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,29750.12,29750.12
58407,72553,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,2610177,1287220.44
58407,72553,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,824879,652419.61
58407,72556,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,656642,188498.15
58407,72556,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,384417.04,384562.74
58412,72565,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,500000,609342.88
58412,72565,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,558376.69,468177.76
57016,72719,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,602958.93,379006.07
57016,72719,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,607364.04,491194.82
57994,72796,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,394582.21,303748.9
57994,72796,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,0,0
57994,72798,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2011,0,-6828.51
57994,72798,182,NET,GOVERNMENT OF NETHERLANDS,NON_PROG CTY,NON_PROGRAMME COUNTRY,NLD,Netherlands,2012,0,0
