awardID,projectID,donorID,short_descr,long_descr,donor_type_lvl1,donor_type_lvl1_descr,donor_type_lvl3,donor_type_lvl3_descr,fiscal_year,budget,expenditure
11503,11503,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,0,-2709.01
13337,13337,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,686245.52,696495.73
13337,13337,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,1649480,1618608.64
13713,35439,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,9380.98,0
13713,35443,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,99923.95,0
15583,35870,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,0,-209.66
34876,37316,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,0,0
37812,41435,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,-562450.25,0
37875,43380,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,0,0
44410,43388,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,0,608.23
38992,43522,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,27340,17209.52
39067,43631,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,30359,0
39205,43898,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,1000,-8125.59
38799,43912,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,0,-6534.59
38799,43913,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,0,-321.26
39374,44125,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,0,-70287.06
39422,44194,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,0,-3491.59
39422,44194,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,4790,4776.94
39444,44218,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,217395.14,191343.89
39444,44218,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,1,-453.38
38799,44723,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,31125.95,21221.13
38799,44723,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,0,8637.79
39858,44864,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,15501.15,0
40810,46336,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,291392.68,404135.95
40810,46336,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,27500,26663.96
12641,47067,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,0,-2026.98
41585,47488,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,631189.25,631189.25
41774,47759,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,309,308.55
41774,47759,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,2,-303.88
42006,48067,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,45.44,45.44
44032,51619,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,0,-133909.61
44493,52370,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,242,241.86
44511,52397,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,567727.4,493245.72
44511,52397,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,122557.96,7365.06
44903,52947,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,74171.24,0
60216,53725,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,9958.19,9925.19
60216,53725,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,33,33
45564,53843,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,47446.14,47228.46
45564,53843,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,0,0
45566,53845,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,435567,430726.72
45566,53845,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,0,-465.43
45567,53846,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,0,26607.33
45770,54153,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,257141.22,195128.8
45770,54153,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,152500,161954.63
44916,55974,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,0,-2026.39
47713,57538,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,212351.81,212351.81
12641,57701,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,985.01,0
47810,57702,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,0,-13.48
47810,57704,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,0,0.1
47974,57915,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,35629.04,35523.22
47974,57915,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,4000,478.13
47729,58441,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,118248,22130.3
48491,58677,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,0,0
48493,58679,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,0,-37.34
48493,58679,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,5603,5600.31
48498,58684,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,48000,1717.33
48498,58684,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,49904.75,49210.18
48957,59396,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,0,204.36
48958,59401,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,0,0
48976,59431,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,0,30.69
49258,59940,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,72000,2493.2
49266,59949,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,111066.55,109016.55
49421,60256,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,146200,28644.6
49421,60256,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,1,116978.53
49422,60257,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,201350,114123.03
49422,60257,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,275569,60409.27
49466,60353,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,0,268.57
49545,60491,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,10244.17,9308.62
49562,60528,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,19000,0
49562,60529,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,0,0
48953,60648,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,1,-2135.13
49723,60863,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,0,0
50072,61640,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,0,0
50186,61851,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,12169.7,11698.53
50393,62222,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,0,68.44
46027,62285,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,0,1414.03
46027,62285,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,6165,2594.5
48491,62994,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,0,0
50846,62999,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,23724.5,23703.74
50968,63238,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,372,372
51177,63580,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,13154.76,13046.51
51177,63580,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,108.24,108.24
11503,63952,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,28101,24153.09
11503,63952,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,6482.7,11.56
48493,63984,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,0,-55.08
48493,63984,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,0,42.82
48493,64008,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,1,-1039.54
56559,69270,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,1173.48,-0.01
48935,69392,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,0,13490.62
45485,69640,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,4101.29,4100
48982,70002,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,50646.3,46991.76
48982,70002,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,102060.5,102057.8
56900,70023,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,45587.87,45586.63
50968,70260,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,808595.55,802183.14
50968,70260,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,15798.87,15798.87
57359,70832,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,41084.4,0
57371,70851,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,75691.9,75692.59
56743,70926,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,213903.74,77177.26
56743,70926,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,136726.48,126283.33
59235,74025,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,9958.19,154084.94
59516,74445,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,0,0
60054,75412,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,29769.98,14971.43
60196,75693,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,290760.42,267285
60196,75693,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,185370.42,182200.8
39444,75712,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,253563.13,191794.49
39444,75712,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,0,-1.01
60891,76875,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,208846.23,192726
60891,76875,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,231964.15,231300.95
60959,76990,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,1864749.44,1861435.57
60959,76990,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,2301500.72,2194612.57
39444,78821,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,167084,57029.21
39444,78821,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,0,-3.45
39444,78842,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,81207,14529.73
39444,78842,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,0,-11.22
39444,78843,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2011,205460,67705.46
39444,78843,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,0,-13.06
62994,80296,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,388603.89,364332.99
63618,80607,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,698000,546783.44
57359,81449,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,41286.71,0
66616,82744,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,440962,414426.01
68355,83604,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,17000,0
68355,83607,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,84000,17204.67
68355,83609,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,12175,10269.48
64983,83970,55,AUL,GOVERNMENT OF AUSTRALIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUS,Australia,2012,200000,145344.04
12220,12220,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2011,681.3,680.99
12221,12221,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2011,21.07,0
14560,14560,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2011,141956,97081.05
15328,15328,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2011,52724.25,-5852.42
15328,15328,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2012,58290,58289.22
34384,36464,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2011,3,0
37199,40688,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2011,0,-460.04
39067,43631,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2011,13.52,0
45836,54247,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2011,54692,4178.33
45836,54247,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2012,170000,32076.86
47799,57667,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2011,163000,162090
47799,57667,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2012,927,-184.25
48461,58633,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2011,203086,229855.16
48461,58633,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2012,59099.96,59073.52
48982,59443,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2011,0,132.03
49238,59896,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2011,171638.85,176073.11
49238,59896,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2012,45746.76,45746.76
49266,59949,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2012,5738.21,5738.21
49499,60406,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2011,339468,335508.33
49499,60406,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2012,107642,63202.84
49635,60671,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2011,17017,5767.94
49635,60671,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2012,124405,108051.23
49635,61535,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2011,0,-91359.22
50716,62772,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2011,98324.06,83256.1
50716,62772,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2012,15067.96,41763.94
48982,70002,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2011,19380.76,13642.56
60022,75340,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2011,0,-2907.45
60022,75340,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2012,26153,25008.03
60959,76990,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2012,387596.9,387596.9
62430,79914,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2011,93333.34,0
62430,79914,56,AUS,GOVERNMENT OF AUSTRIA,NON_PROG CTY,NON_PROGRAMME COUNTRY,AUT,Austria,2012,93333.33,81187.89
11359,11359,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2011,301801.8,133806.13
13337,13337,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2012,71530.76,0
13378,13378,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2011,633,766.5
14781,14781,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2011,0,9592.88
15218,15218,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2011,46046.91,62641.36
15218,15218,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2012,125516.13,107556.83
15220,15220,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2011,164690.26,123635.21
15220,15220,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2012,202077.95,201974.94
15223,15223,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2011,172330.58,101220.94
15223,15223,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2012,213367.64,114758.54
15224,15224,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2011,93124.13,92183.63
15224,15224,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2012,17070.43,35861.87
15233,15233,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2011,93789.65,28220.41
15233,15233,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2012,106882.62,47928.91
15235,15235,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2011,125719.58,123257.84
15235,15235,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2012,150952.99,83714.22
15257,15257,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2011,247873.68,166972.66
15257,15257,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2012,122773.96,120640.67
15279,15279,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2011,89215,57853.68
15279,15279,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2012,156381.15,134649.24
15296,15296,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2011,112818.57,110469.04
15296,15296,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2012,52416,46923.08
15311,15311,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2011,77062,48892.91
15311,15311,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2012,95673.27,52476.77
15321,15321,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2011,266423.97,122104.49
15321,15321,61,BEL,GOVERNMENT OF BELGIUM,NON_PROG CTY,NON_PROGRAMME COUNTRY,BEL,Belgium,2012,154408.2,141859.97
