hq_co,bureau,operatingunit,awardID,award_title,award_description,start_date,end_date,institutionid,inst_descr,inst_type,inst_type_descr,fiscal_year,budget,expenditure
CO,RBA,BFA,50329,Fonds Mondial Paludisme PAMAC, ,2008-06-23 00:00:00,2012-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,442269.78,412397.34
CO,RBA,BFA,50677,PASS - Appui au secteur santé et Sida, ,2008-08-15 00:00:00,2012-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,46902.12,42659.9
CO,RBA,BFA,50736,Projet d'appui à la promotion de l'emploi et à la FP, ,2008-09-01 00:00:00,2012-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,473150.52,427789.21
CO,RBA,BFA,51237,Projet de crédit de la Commune de Dori,"Le projet de micro crédit de la commune de Dori est un service de proximité dont la zone d'intervention est la commune de Dori, située dans la région du Sahel du Burkina Faso",2008-11-01 00:00:00,2011-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,8263.28,8165.17
CO,RBA,BFA,51349,Appui au renforcement des capacités de la CUEMOA,Projet d'Appui au Renforcement des Capacités de la Commission de l'Union  Economique et Monétaire Ouest Africaine,2009-01-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,1362069,1015821.65
CO,RBA,BFA,56535,Appui à la coordination du Système des Nations Unies/BFA, ,2009-01-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,8587.59,8652.12
CO,RBA,BFA,57453,Renforcement de la sécurité urbaine à Ouagadougou,Programme conjoint de Renforcement de la sécurité urbaine à Ouagadougou,2009-01-01 00:00:00,2013-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,1245067.62,1203313.03
CO,RBA,BFA,57467,PIMS 3978 CC  LDCF NAPA BKF, ,2009-06-01 00:00:00,2013-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,827115,625649.15
CO,RBA,BFA,57548,Appui aux Communes Rurales et Initiatives Intercommunes,Le projet d'Appui aux communes rurales et aux initiatives intercommunautaires vise le renforcement de la bonne gouvernance dans le respect des droits humains dans la zone d'intervention,2009-01-01 00:00:00,2013-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,316506,224588.35
CO,RBA,BFA,57661,Adaptation aux changements climatiques, ,2009-06-01 00:00:00,2012-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,209153.76,168887.51
CO,RBA,BFA,58088,Appui à la promotion et protect°. des DH au Burkina Faso, ,2009-06-01 00:00:00,2010-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,0,9229.61
CO,RBA,BFA,58092,Dévelopement des capacités en adaptation aux CC- Japon, ,2009-08-01 00:00:00,2012-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,1101212.88,866651.51
CO,RBA,BFA,58280,Emergency Response, ,2009-09-10 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,2.14,-60.1
CO,RBA,BFA,58308,PIMS 3968 LD National Coordination Subprogram - CPP, ,2009-01-01 00:00:00,2014-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,417442.93,328242.36
CO,RBA,BFA,58338,Renforcement Capacités Nationales Gestion Catastrophes, ,2009-09-26 00:00:00,2013-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,359749.95,292099.14
CO,RBA,BFA,59371,PIMS 4227 CC PPG Burkina Faso Promotion of Jatropha, ,2010-04-01 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,25000,14351.24
CO,RBA,BFA,59432,Secrétariat de laTroïka des partenaires au développement, ,2010-02-23 00:00:00,2013-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,240696.03,85443.18
CO,RBA,BFA,59616,PIMS 3969 LD Boucle du Mouhoun - CPP, ,2010-01-01 00:00:00,2015-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,144200,140499.81
CO,RBA,BFA,59798,PIMS 4298 BD Burkina Zones tampon et AP, ,2010-05-01 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,47950,39040.12
CO,RBA,BFA,59960,PIMS 3970 LD Centre Ouest - CPP, ,2010-01-01 00:00:00,2015-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,52340,0
CO,RBA,BFA,60110,Fonds Mondial Tuberculose Round 8 PAMAC, ,2010-04-21 00:00:00,2012-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,533350.47,508305.72
CO,RBA,BFA,62127,Projet Renforcement Gouvernance Economique,Programme de Renforcement de la Gouvernance/Volet Gouvernance Economique (PRGECO),2011-01-01 00:00:00,2015-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,278600,213456.86
CO,RBA,BFA,62180,Gouvernance Locale et Administrative,Projet de Renforcement de la Gouvernance Locale et Administrative,2011-01-01 00:00:00,2015-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,381900,298048.49
CO,RBA,BFA,62276,Appui au Monde Associatif et Communautaire Phase 3, ,2011-08-01 00:00:00,2015-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,514957.28,332908.42
CO,RBA,BFA,62390,Appui au Conseil National de Lutte contre le SIDA,Projet d’Appui Institutionnel au Secrétariat Permanent du Conseil National de Lutte contre le Sida et les Infections Sexuellement Transmissibles (SP/CNLS-IST)  2011-2015.  Budget estimatif  : 3 015 000 $ US.,2011-01-01 00:00:00,2015-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,223339.16,173864.86
CO,RBA,BFA,62580,Programme gouvernance - Sous Composante Politique, ,2011-01-01 00:00:00,2015-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,61000,44301.77
CO,RBA,BFA,62761,Consolidation Gouvernance Environnementale Locale,"L’objectif  du projet est de renforcer au sein des collectivités territoriales, les capacités des acteurs publics et privés à gérer efficacement les risques et les opportunités liés aux changements",2011-10-28 00:00:00,2015-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,94500,93619.66
CO,RBA,BWA,11626,ENVIRONMENT PROGRAMME,SUPPORT TO THE ENVIRONMENT PROGRAMME,1997-03-01 00:00:00,2011-12-31 00:00:00, ,,,,2011,9771,45.09
CO,RBA,BWA,11627,Management of Indigenous Vegetation,PIMS 942 BD FSP: Management of Indigenous Vegetation for the Rehabilitation of Degraded Rangelands in the Arid Zone of Africa,2000-01-01 00:00:00,2012-12-31 00:00:00, ,,,,2011,0,-886.33
CO,RBA,BWA,11630,REPORDUCTIVE HEALTH & PROMOTION OF SAFER SEX,TOWARDS IMPROVED REPRODUCTIVE HEALTH AND PROMOTION OF SAFER SEX AMONG YOUNG PEOPLE IN BOTSWANA,2000-06-01 00:00:00,2011-12-31 00:00:00, ,,,,2011,67,67.4
CO,RBA,BWA,11633,HIV AND AIDS,STRENGTHNING CAPACITY FOR GENDER SENSITIVE MULTI-SECTORAL RESPONSE TO HIV AND AIDS IN BOTSWANA,2003-10-01 00:00:00,2012-12-31 00:00:00, ,,,,2011,283537.92,-3448.96
CO,RBA,BWA,33321,Teacher Capacity Building for HIV/AIDS prevention,"The program will bring together Brazilian communications experts, Batswana educators and media professionals to build interactive multi-media communications capacity for distance education.",2004-01-01 00:00:00,2011-12-31 00:00:00,412,National Execution,GOV,Gov Counterpart Institution,2011,16076.65,14419.82
CO,RBA,BWA,33445,ENVIRONMENT SUPPORT PROGRAMME, ,2004-01-01 00:00:00,2010-12-31 00:00:00,412,National Execution,GOV,Gov Counterpart Institution,2011,143400,128891.33
CO,RBA,BWA,33607,Common Services, ,2004-01-01 00:00:00,2020-12-31 00:00:00,417,UNDP (Direct Execution),UND,UNDP,2011,206119.07,190020.33
CO,RBA,BWA,34459,Poverty PAD, ,2004-01-01 00:00:00,2010-12-31 00:00:00,412,National Execution,GOV,Gov Counterpart Institution,2011,0,32613.92
CO,RBA,BWA,35137,SUPPORT TO NATIONAL GENDER PROGRAMME, ,2004-01-01 00:00:00,2011-12-31 00:00:00,412,National Execution,GOV,Gov Counterpart Institution,2011,83632.82,80226.18
CO,RBA,BWA,36350,Renewable Energy-based Rural Electrification in Botswana,"PIMS 1771 CC FSP: Solar PV

Full-Size Project: Renewable Energy-Based Rural Electrification Programme For Botswana",2005-10-04 00:00:00,2013-12-31 00:00:00,412,National Execution,GOV,Gov Counterpart Institution,2011,204212.18,79345.09
CO,RBA,BWA,37684,Second Climate Change National Communition  Report,"PIMS 3358 CC EA: Botswana SNC for UNFCCC

Enabling Activities for the Preparation of Botswana’s Second National Communication to UNFCCC",2005-01-01 00:00:00,2013-12-31 00:00:00,412,National Execution,GOV,Gov Counterpart Institution,2011,122827,10629.39
CO,RBA,BWA,37688,Non-Motorized Transport Facilities in Gaborone City of,PIMS 2841 CC MSP: Incorporating Non-Motorized Transport into the City of Gaborone,2005-01-01 00:00:00,2012-12-31 00:00:00,412,National Execution,GOV,Gov Counterpart Institution,2011,47452.76,-1706.47
CO,RBA,BWA,43119,Sustainable Use of Biodiversity in Okavango Delta,"PIMS 2028 BD FSP: Bot Wetlands

Building Local Capacity for Conservation and Sustainable Use of Biodiversity in the Okavango Delta",2006-02-12 00:00:00,2012-12-31 00:00:00,413,Non-Governmental Organisation,NGL,Local NGO,2011,317348.8,328095.17
CO,RBA,BWA,45034,MDG Based Strategies in Botswana,Support for MDG Based strategies in Botswana,2006-09-08 00:00:00,2007-12-31 00:00:00,410,Ministry Of Finance And Develo,GOV,Gov Counterpart Institution,2011,0,-21.34
CO,RBA,BWA,45232,Governance Programme,National Governance Programme,2006-10-05 00:00:00,2013-12-31 00:00:00,412,National Execution,GOV,Gov Counterpart Institution,2011,650694.93,-171281.82
CO,RBA,BWA,45537,Integrated Water Resources Management for Southern Afric,PIMS 3362 IW MSP:Integrated Water Resources Management,2009-01-01 00:00:00,2012-12-31 00:00:00,413,Non-Governmental Organisation,NGL,Local NGO,2011,483455.67,287849.5
CO,RBA,BWA,50137,Partnership for Enhancing Protected-area Sustainability,PIMS 3984 BD MSP: Partnership for Sustainability of PAs,2009-01-01 00:00:00,2012-12-31 00:00:00,412,National Execution,GOV,Gov Counterpart Institution,2011,356042,281238.69
CO,RBA,BWA,50278,Programme Support for the Implementation of the NSPR-II,Programme Support for the Implementation of the National Strategy for Poverty Reduction (Phase II),2008-07-01 00:00:00,2010-12-31 00:00:00,410,Ministry Of Finance And Develo,GOV,Gov Counterpart Institution,2011,165596,129193.89
CO,RBA,BWA,59724,Community Capacity for NRM & Benefit Acquisition,"Enhanced community capacity for natural resources and ecosystem management, and benefit distribution",2010-01-01 00:00:00,2016-12-31 00:00:00,412,National Execution,GOV,Gov Counterpart Institution,2011,79500,21996.18
CO,RBA,BWA,59727,Climate Change Adatation & Mitigation Capacity at Nation,Enhanced national capacity for climate change adaptation and mitigation,2010-01-01 00:00:00,2014-12-31 00:00:00,412,National Execution,GOV,Gov Counterpart Institution,2011,373025,89909.08
CO,RBA,BWA,59811,Environment Policies for Sustainable Development,Inclusive policy and institutional environment for sustainable natural resources management,2010-01-01 00:00:00,2014-12-31 00:00:00,412,National Execution,GOV,Gov Counterpart Institution,2011,234304.39,52783.55
CO,RBA,BWA,60224,Trade and Private sector Development, ,2010-01-01 00:00:00,2014-12-31 00:00:00,412,National Execution,GOV,Gov Counterpart Institution,2011,454982,114682.09
CO,RBA,BWA,60225,Governance of HIV and AIDS,"The project will produce products and serves that strengthen the capacity of institutions to respond to HIV and AIDS.  The key areas of focus are:
-  Institutional capacity strengthening integrading HIV and AIDS into development processess.",2010-06-01 00:00:00,2014-12-30 00:00:00,412,National Execution,GOV,Gov Counterpart Institution,2011,1933952.43,1445692.5
CO,RBA,BWA,60421,"Strengthened, accountable & responsive institutions", ,2010-01-01 00:00:00,2016-12-31 00:00:00,412,National Execution,GOV,Gov Counterpart Institution,2011,795100,233654
CO,RBA,BWA,60423,Strengthened Human Rights Institutions,Strengthened human rights institutions,2010-01-01 00:00:00,2016-12-31 00:00:00,412,National Execution,GOV,Gov Counterpart Institution,2011,472000,189125.71
CO,RBA,BWA,60425,Gender Mainstreamed in National Laws and Policies,"Strengthened Human Rights institutions for enhanced equality(by Gender,minority and socio-economic status ) and specific vulnerable groups",2010-01-01 00:00:00,2016-12-31 00:00:00,412,National Execution,GOV,Gov Counterpart Institution,2011,425500,254131.96
CO,RBA,BWA,60430,Enhanced Disaster Risk Reduction and Preparedness,Enhanced Disaster Risk Reduction and Preparedness capacities at all levels,2010-01-01 00:00:00,2016-12-31 00:00:00,412,National Execution,GOV,Gov Counterpart Institution,2011,191800,142518.81
CO,RBA,BWA,60432,Inclusive Pro-poor Development Policies,The project aims to produce four broad outputs in four broad areas: access to financial services and other productive resources; institutional capacity for pro-poor policies; mainstreaming poverty into development processes; and social Protection,2010-08-16 00:00:00,2014-12-31 00:00:00,410,Ministry Of Finance And Develo,GOV,Gov Counterpart Institution,2011,534386.82,194674.54
CO,RBA,BWA,60450,Local Economic Development, ,2010-08-18 00:00:00,2014-12-31 00:00:00,411,Ministry of Local Government,UND,UNDP,2011,346199.64,43216.75
CO,RBA,CAF,11765,Assist. pour la Prise Charge Globale des PVIH,Assistance pour le renforcement de la prise en charge globale des personnes vivant avec le VIH/SIDA en RCA,2004-01-01 00:00:00,2010-12-31 00:00:00, ,,,,2011,2499000,-548148.38
CO,RBA,CAF,31381,GOUVERNANCE DEMOCRATIQUE,Appui Institutionnel à la Gouvernance Démocratique,2004-02-15 00:00:00,2011-12-31 00:00:00,519,National Execution,GOV,Gov Counterpart Institution,2011,146,145.05
CO,RBA,CAF,33178,Réinsertion des ex-combattants et Appui aux Communautés,Réinsertion des ex-combattants et Appui aux Communautés,2004-03-03 00:00:00,2007-12-31 00:00:00,524,United Nations Dev.Programme (,UND,UNDP,2011,203,6.29
CO,RBA,CAF,38557,Renforcement de la prise en charge globale des OEV,Renforcement de la prise en charge globale des Orphelins et autres Enfants Vulnérables en République Centrafricaine,2005-01-01 00:00:00,2012-12-31 00:00:00,524,United Nations Dev.Programme (,UND,UNDP,2011,223132,-3787.39
CO,RBA,CAF,38558,Renforcement de la lutte contre la Tuberculose,Renforcement de la lutte contre la Tuberculose en République Centrafricaine.,2005-01-01 00:00:00,2011-12-31 00:00:00,524,United Nations Dev.Programme (,UND,UNDP,2011,339625,73224.04
CO,RBA,CAF,39844,Faire réculer le Paludisme en République Centrafricaine,Faire réculer le Paludisme en République Centrafricaine,2005-05-01 00:00:00,2011-04-30 00:00:00,524,United Nations Dev.Programme (,UND,UNDP,2011,82396,185979.05
CO,RBA,CAF,40089,Lutte contre dégrad.-Terres- PIMS3381,PIMS 3381 - LD -LDC/SIDS MSP Renforcement des capacités juridico institutionnelles de lutte contre la déforestation et la dégradation des Terres en République Centrafricaine.,2006-01-01 00:00:00,2012-06-30 00:00:00,519,National Execution,GOV,Gov Counterpart Institution,2011,77099.96,47816.71
CO,RBA,CAF,41664,ANCR-2-PIMS 2682,PIMS 2682 CDAC EA : Autoévaluation des Besoins de Capacités pour la Gestion de l'Environnement au niveau Mondial et National de la République Centrafricaine.,2005-09-01 00:00:00,2008-12-31 00:00:00,519,National Execution,GOV,Gov Counterpart Institution,2011,0,-4563.47
CO,RBA,CAF,43484,Contrôle et Réduction des armes lègères,Contrôle et Réduction des armes légères.,2006-04-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,77155.4,76566.15
CO,RBA,CAF,43620,PRASEJ,Appui à la Sécurité Juridique pour le Développement au Système Judiciaire et aux Droits Humains (PRASEJ),2006-04-01 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,4669.82,4488.81
CO,RBA,CAF,47050,Projet d'appui à la réhabilitation  des capacités,"Projet d'appui à la réhabilitation des capacités des sutructures administratives dans la planification Economique, à travers la fournitures d'experts VNU (comptabilité nationale, suivi/évaluation, politique sectorielle pour le suivi du DSRP.",2007-01-01 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,348.93,-336.58
CO,RBA,CAF,47219,EMERGENCY PROGRAMME,Support to people in areas affected by conflicts,2007-05-10 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,436614.68,434909.42
CO,RBA,CAF,48940,Réforme du Secteur sécuritaire,Réforme du Secteur sécuritaire,2008-01-01 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,7919.47,7919.47
CO,RBA,CAF,49147,APPUI A L’EMERGENCE D’UN SECTEUR FINANCIER INCLUSIF,PROGRAMME D’APPUI A L’EMERGENCE D’UN SECTEUR FINANCIER INCLUSIF EN RCA (PAE/SFI),2007-01-01 00:00:00,2012-12-31 00:00:00,524,United Nations Dev.Programme (,UND,UNDP,2011,731003.47,723477.32
CO,RBA,CAF,49912,Etat de Droit basé sur la Justice et la Sécurité,Programme de renforcement  des capacités des institutions garantes de l'Etat de Droit  et l'accès à la Justices et la sécurité publique au niveau communautaire.,2008-04-12 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,2559617.55,2379142.27
CO,RBA,CAF,50049,Programme conjoint ERF/CHF,Programme conjoint humanitaire relatif au ERF/CHF en République Centrafricaine,2008-05-01 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,3,0.85
CO,RBA,CAF,50140,Réduction Impact  VIH sur le dév. Humain,Assistance préparatoire accélération lutte contre le VIH à travers la réduction de l'impact sur le développement humain en RCA.,2008-05-23 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,146000,117879.98
CO,RBA,CAF,50184,Cadre Intégré,Cadre Intégré : intégration de la Centrafrique dans le commerce international,2008-05-29 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,1,38656.45
CO,RBA,CAF,50263,Promotion de l'environnement et du développement durable,PIMS 2682 CDAC EA : Autoévaluation des Besoins de Capacités pour la Gestion de l'Environnement au niveau Mondial et National de la République Centrafricaine.,2008-06-11 00:00:00,2012-12-31 00:00:00,519,National Execution,GOV,Gov Counterpart Institution,2011,301911,303071.56
CO,RBA,CAF,50553,EMERGENCY PROGRAMME CERF 2008,CERF project in support to population in the areas affected by conflicts,2008-07-01 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,1,-11.53
CO,RBA,CAF,56722,Appui au réseau des femmes leaders,Appui au réseau des femmes leaders des zones de conflit pour la promotion et la protection des droits de la femme et de son autonomisation,2009-01-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,10444.34,-5513.32
CO,RBA,CAF,56723,Appui à la formation des jeunes affectés par les conflit,Appui à la formation des jeunes affectés par les conflits,2009-01-01 00:00:00,2010-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,35929.82,35929.59
CO,RBA,CAF,57327,Mise en oeuvre  programme DDR,Mise en oeuvre du programme DDR en République Centrafricaine,2009-04-28 00:00:00,2013-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,2565893.41,1164656.61
CO,RBA,CAF,57374,CAR CHF PROGRAMME, ,2009-01-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,11224850.91,8529135.96
CO,RBA,CAF,57617,GEF : PIMS 4184 BD PPG Strengthening RCA Protected Areas,GEF : PIMS 4184 BD PPG Strengthening RCA Protected Areas System,2009-01-01 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,7488.73,7454.95
CO,RBA,CAF,58026,RELANCE ACTIVITE AGRO-PASTORALE,RELANCE DES ACTIVITES AGRO-PASTORALES,2009-08-01 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,210018.29,210017.73
CO,RBA,CAF,58027,Relance socio-economique des populations,Relance socio-economique des personnes deplacées,2009-08-01 00:00:00,2010-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,65871.15,65905.97
CO,RBA,CAF,58736,Projet d'Appui au Cycle Electoral RCA 2010,Assistance Préparatoire au Processus Electoral 2010,2009-12-03 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,208836.76,-2619456.66
CO,RBA,CAF,59165,CAR PBF Secretariat Budget in Bangui,Projet de Fonctionnement du Secrétariat du Fonds de Consolidation de la Paix et Renforcement des Capacités des Partenaires,2010-01-01 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,558449.52,312802.71
CO,RBA,CAF,59189,PROGRAMME ARCAD, ,2010-01-01 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,1391531,1397562.3
CO,RBA,CAF,59571,Appui au CSRDPI,Appui au Comité de suivi des Recommandations du dialogue politique inclusif,2010-03-16 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,31728.15,31728.15
CO,RBA,CAF,59620,Programme Cadre Gouvernance Démocratique,"Programme cadre Gouvernance Démocratique en appui aux istitutions de la République : HCD, HCC, Assemblée Nationale, Organisations de la Société Civile,Cour Constitutionnelle, Cour des Comptes, Conseil Economique et Social.",2010-03-23 00:00:00,2013-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,878923.91,807153.25
CO,RBA,CAF,60697,Assistance Electorale 2010 - 2011, ,2010-05-01 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,8571190.35,8361879.56
CO,RBA,CAF,61071,COMBAT  EFFECTS OF CLIMATE CHANGE ON AGRIC.IN CAR,Combattre les effets néfastes des changements climatiques sur la production agricole et la sécurité alimentaire en République Centrafricaine.,2011-03-18 00:00:00,2014-12-31 00:00:00,524,United Nations Dev.Programme (,UND,UNDP,2011,140000,75657.69
CO,RBA,CIV,13140,Appui au Développement humain,Programme d'appui à l'opérationnalisation et à l'internalisation du DHD,2002-06-30 00:00:00,2013-12-31 00:00:00, ,,,,2011,50000,5883.61
CO,RBA,CIV,13145,PASU-SECURITE URBAINE,APPUI A LA SECURITE URBAINE A ABIDJAN (Phase métropolitaine),2002-11-30 00:00:00,2012-12-31 00:00:00, ,,,,2011,487084.28,421587.17
CO,RBA,CIV,13153,Global fund Composante VIH/SIDA,Renforcement de la réponse nationale face au VIH/SIDA,2003-12-01 00:00:00,2012-12-31 00:00:00, ,,,,2011,27070,-111.41
CO,RBA,CIV,34365,GFATM - Tuberculose,Reinforcement of Care for Tuberculosis according the DOTS Strategy (Round 3),2004-04-01 00:00:00,2011-12-31 00:00:00,1625,UNITED NATIONS DEVELOPMENT PRO,UND,UNDP,2011,4184,3436.3
CO,RBA,CIV,34401,PERENISATION CANTINES SCOLAIRES V2,PERENISATION CANTINES SCOLAIRES par l'appui aux organisations feminines de poroduction pour assurer le ravitaillement des cantines,2004-04-01 00:00:00,2012-12-31 00:00:00,1625,UNITED NATIONS DEVELOPMENT PRO,UND,UNDP,2011,707158,660432.67
CO,RBA,CIV,37067,Appui à la Démobilisation à l' EST - France,Appui à la démobilisation desarmement réinsertionn en zone est soutenu par la France,2004-12-15 00:00:00,2010-12-31 00:00:00,1625,UNITED NATIONS DEVELOPMENT PRO,UND,UNDP,2011,0,-2131.72
CO,RBA,CIV,40581,DDR and Small Arms - Danemark,"Danish Contribution to Disarmament, Demobilisation and Reinsertion DDR and Small Arms Programme in Côte d'Ivoire",2005-06-23 00:00:00,2012-12-31 00:00:00,1625,UNITED NATIONS DEVELOPMENT PRO,UND,UNDP,2011,63000,62949.97
CO,RBA,CIV,40970,FAPE & Elections observers-closed projects-TF adjustment,FAPE & Elections observers-closed projects-TF adjustment,2004-01-01 00:00:00,2012-12-31 00:00:00,1628,UN Office for Project Services,ACY,UN Agency,2011,240001,249332.2
CO,RBA,CIV,44016,COOPERATION DECENTRALISEE,Appui à la coopération decentralisée en appui aux efforts des collectivités territoriales,2006-05-04 00:00:00,2012-12-31 00:00:00,1622,National Execution,GOV,Gov Counterpart Institution,2011,50000,30017.35
CO,RBA,CIV,44479,Appui Ministère Famille,Appui Institutionnel au Minstère de la famille et des affaires sociales,2006-06-20 00:00:00,2012-12-31 00:00:00,1622,National Execution,GOV,Gov Counterpart Institution,2011,92000,87148.87
CO,RBA,CIV,45426,APPUI A LA RELANCE DE LA PROSPECTIVE,APPUI A LA RELANCE DE LA PROSPECTIVE ET LA MISE EN PLACE D'UN MECANISME NATIONAL DE VEILLE STRATEGIQUE,2006-11-03 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,289897,179812.8
CO,RBA,CIV,45428,Appui post-crise à la restructuration de l'école,Appui institutionnel à la restauration de l'école dans le contexte de crise,2006-11-03 00:00:00,2011-12-31 00:00:00,1620,Direct Execution,UND,UNDP,2011,56710,51848.24
CO,RBA,CIV,47121,"PROJET D'APPUI NUTRITIONNEL, MEDICAL ET ASSISTANCE","PROJET D'APPUI NUTRITIONNEL, MEDICAL ET ASSISTANCE HUMANITAIRE",2007-04-25 00:00:00,2011-12-31 00:00:00,1620,Direct Execution,UND,UNDP,2011,33501,2044.9
CO,RBA,CIV,47369,Appui au reseau d'échanges d'info sécuritaire-RECIS,Projet CERF d' Appui au reseau d'échanges d'info sécuritaire-RECIS,2007-01-01 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,1,4347.21
CO,RBA,CIV,47411,RECONSTITUTION DES RESSOURCES GENETIQUES,RECONSTITUTION DES RESSOURCES GENETIQUES ALIMENTAIRES EN CI,2007-06-06 00:00:00,2012-12-31 00:00:00,1622,National Execution,GOV,Gov Counterpart Institution,2011,50062.81,4967.73
CO,RBA,CIV,47688,YOUTH PROGRAMME COTE D'IVOIRE,YOUTH REINSERTION IN A POST CONFLICT PERIOD,2007-07-11 00:00:00,2011-12-31 00:00:00,1625,UNITED NATIONS DEVELOPMENT PRO,UND,UNDP,2011,15338,7027.87
CO,RBA,CIV,47830,Programme d'Appui au Processus Electoral,Programme d'Appui au Processus Electoral,2008-02-01 00:00:00,2012-12-31 00:00:00,1620,Direct Execution,UND,UNDP,2011,13186066.68,12135729.08
CO,RBA,CIV,48028,APPUI AU BUREAU DU RS DU FACILITATEUR,Appui au Bureau du Representant Special du Facilitateur,2007-09-01 00:00:00,2012-12-31 00:00:00,1620,Direct Execution,UND,UNDP,2011,975121.22,999844.22
CO,RBA,CIV,48089,Appui à la réintégration communautaire,"Programme d’Appui à la Réintégration, à la Reconstruction et à la Réhabilitation Communautaire",2007-09-18 00:00:00,2012-12-31 00:00:00,1625,UNITED NATIONS DEVELOPMENT PRO,UND,UNDP,2011,83722.98,96275.74
CO,RBA,CIV,49058,Projet de transformation de noix de cajou,Projet de transformation de noix de cajou,2008-01-10 00:00:00,2012-12-31 00:00:00,1622,National Execution,GOV,Gov Counterpart Institution,2011,82446.41,76530.05
CO,RBA,CIV,50004,COORDINATION NATIONALE REPONSE VIH/SIDA,Appui à la coordination de la réponse nationale face au VIH/SIDA,2008-01-01 00:00:00,2012-12-31 00:00:00,1625,UNITED NATIONS DEVELOPMENT PRO,UND,UNDP,2011,144207,99051.36
CO,RBA,CIV,50431,Appui intégration Genre dans processus électoral,Appui à l’intégration du Genre dans  le processus électoral ivoirien,2008-06-01 00:00:00,2012-12-31 00:00:00,1622,National Execution,GOV,Gov Counterpart Institution,2011,65881,60456.29
CO,RBA,CIV,51017,PROJET D'APPUI  A L'ALIMENTATION EN EAU POTABLE,PROJET D'APPUI  A L'ALIMENTATION EN EAU POTABLE,2008-10-20 00:00:00,2012-12-31 00:00:00,1622,National Execution,GOV,Gov Counterpart Institution,2011,284337,248688.23
